global_step,eps,zo_two_point_precision,fd_mean,td_mean,mae,mse,rmse,sign_acc,corr,probe_num_seeds
200,3e-07,fp16,-46.09425699710846,-1.6447903774678707,181.30568662658334,50306.01289533313,224.29001960705503,0.5,-0.6003861938411013,16
400,3e-07,fp16,36.55751550197601,0.9352276101708412,108.68626552075148,24447.143300418466,156.355822726301,0.5,-0.02080033267307561,16
600,3e-07,fp16,4.768374919891357,2.331336960196495,177.91668851673603,48958.637560925505,221.2659882605673,0.375,-0.26118295537420405,16
800,3e-07,fp16,3.1789138317108154,-2.8684521969407797,100.3730333391577,14758.856020848612,121.48603220472967,0.375,0.5065267912862572,16
1000,3e-07,fp16,-27.02077353000641,-0.8415233865380287,183.74938885122538,54746.23346053166,233.97913039528046,0.4375,-0.08564351319422775,16
1200,3e-07,fp16,-52.45208919048309,-0.14602434635162354,155.9622384607792,42967.48693881047,207.2860027566031,0.5,0.16382790935840638,16
1400,3e-07,fp16,-17.48402738571167,-2.85927627235651,162.94406130164862,41527.31012736073,203.7825069218669,0.25,-0.22164742862945952,16
1600,3e-07,fp16,3.1789129972457886,1.7891325280070305,184.48444537073374,56242.37685576535,237.1547529689535,0.4375,0.2450367533473766,16
1800,3e-07,fp16,-19.073485493659973,2.1005119308829308,151.3380726352334,35923.600820761785,189.53522316646524,0.4375,0.14984116977447612,16
2000,3e-07,fp16,101.72526097297668,-1.996600478887558,398.8923098742962,234543.39760717924,484.29680734770415,0.4375,0.370787755567224,16
2200,3e-07,fp16,163.71408581733704,3.8718580082058907,204.10393720120192,60629.18959495896,246.2299526762716,0.4375,0.21090595757844782,16
2400,3e-07,fp16,-79.47285687923431,-0.28496255725622177,120.68810624629259,25248.766375457133,158.8986040701967,0.25,-0.7454096118607636,16
2600,3e-07,fp16,90.59905743598938,-2.3794231712818146,247.8183572590351,100783.00415412603,317.46339025803593,0.5625,0.008353739606676975,16
2800,3e-07,fp16,76.29394388198853,-5.001462668180466,238.29762169718742,84614.25646649885,290.8852977833339,0.75,0.29081146178369327,16
3000,3e-07,fp16,33.37860178947449,6.3345783948898315,198.71045529842377,68222.87260931265,261.1950853467818,0.3125,-0.26599165631032184,16
3200,3e-07,fp16,-61.988829016685486,-10.482963472604752,197.25723311305046,65237.12480350546,255.41559232651687,0.5625,-0.1462314078459358,16
3400,3e-07,fp16,77.88340067863464,5.026801124215126,180.28431849181652,56197.4623723323,237.06003959404947,0.75,0.4293314295462185,16
3600,3e-07,fp16,-7.947285532951355,8.436416611075401,197.57902173697948,59180.008433796436,243.2694153275262,0.75,0.7396859478832375,16
3800,3e-07,fp16,-52.45208430290222,7.560125440359116,219.07743510603905,63956.83506233825,252.89688622507444,0.5,-0.08947345562644748,16
4000,3e-07,fp16,-42.915342569351196,0.5230570174753666,156.22130421176553,38054.851529728345,195.07652736741124,0.5625,0.14628155257516323,16
4200,3e-07,fp16,-77.88339865207672,-2.7137522399425507,229.48769333958626,80623.26687820238,283.9423654162978,0.5,-0.040811677730887695,16
4400,3e-07,fp16,74.70448660850525,-6.371057167649269,197.53658379614353,50367.86934405446,224.4278711391579,0.4375,-0.14315921650270386,16
4600,3e-07,fp16,-60.3993706703186,-8.10648513585329,257.99989377707243,139180.11459265102,373.0685119286416,0.625,0.14386373631107505,16
4800,3e-07,fp16,11.126198768615723,3.2775758504867554,236.1835191845894,83706.72952417695,289.3211529151938,0.4375,0.10239988259631551,16
5000,3e-07,fp16,-39.73642838001251,8.257932014763355,186.11677563935518,47836.87974161196,218.71643683457347,0.5,0.07036290808690478,16
