config_id,family,d,n_dirs,direction,qmode,qbits,Delta,Delta_rms,Delta_grad,clip_enabled,qrange_scale,groupwise,group_size,scale_sigma,nonlinear_a,c_hetero,active_p,h,A_true,A_interval_uniform,A_interval_grad,A_coarse_delta_rms,A_coarse_delta_grad,p_active,jump_mean,jump_zero_frac,jump_one_frac,jump_ge2_frac,V_norm,V_align,p_clip,M_loc_true,disp_rms,relative_disp,locality_proxy,dstar2_mean,g_norm_sq,V_dir_gaussian,V_dir_eff
linear_visibility_d1e4_int4,linear,10000,256,coordinate,rtn,4,0.001,0.0010000000474974513,0.0009999999897951203,False,1.0,False,128,0.0,1.0,0.0,1.0,1e-09,1.0,0.9997020568847657,0.9993915766061782,250000023748.7262,249999994897.56015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028825916319390904,0.12505047820075427,172612599808.0,10166.548461914062,9905.994140625,99069847.40039062,99069847.40039062
linear_visibility_d1e4_int4,linear,10000,256,coordinate,rtn,4,0.001,0.0010000000474974513,0.0009999999897951203,False,1.0,False,128,0.0,1.0,0.0,1.0,3e-09,18850.671309185258,75953.54496779785,16626.908520464793,27777780416.525135,27777777210.84002,2.734375e-06,2.734375e-06,0.999997265625,2.734375e-06,0.0,45.58328628540039,0.000698899311828427,0.0,7.467953590745872e-05,0.00028825916319390904,0.12505047820075427,19179177984.0,8729.64453125,9905.994140625,99069847.40039062,99069847.40039062
linear_visibility_d1e4_int4,linear,10000,256,coordinate,rtn,4,0.001,0.0010000000474974513,0.0009999999897951203,False,1.0,False,128,0.0,1.0,0.0,1.0,1e-08,26258.461913252217,127924.0028,28003.17000616538,2500000237.487262,2499999948.9756017,5.1171875e-05,5.1171875e-05,0.999948828125,5.1171875e-05,0.0,255.93107080459595,0.00670034195354674,0.0,0.00010384029972249012,0.00028825916319390904,0.12505047820075427,1726126080.0,10574.211730957031,9905.994140625,99069847.40039062,99069847.40039062
linear_visibility_d1e4_int4,linear,10000,256,coordinate,rtn,4,0.001,0.0010000000474974513,0.0009999999897951203,False,1.0,False,128,0.0,1.0,0.0,1.0,3e-08,4258.988052213605,22459.1864,4866.465855486409,277777804.1652514,277777772.1084002,8.0859375e-05,8.0859375e-05,0.999919140625,8.0859375e-05,0.0,134.02340507507324,0.008187913364963606,0.0,1.6914243543930917e-05,0.00028825916319390904,0.12505047820075427,191791776.0,11159.909271240234,9905.994140625,99069847.40039062,99069847.40039062
linear_visibility_d1e4_int4,linear,10000,256,coordinate,rtn,4,0.001,0.0010000000474974513,0.0009999999897951203,False,1.0,False,128,0.0,1.0,0.0,1.0,1e-07,731.4213075427734,3837.1739,898.5739592248932,25000002.374872625,24999999.48975602,0.000153515625,0.000153515625,0.999846484375,0.000153515625,0.0,59.91860604286194,0.01286558381980285,0.0,1.0297804651771087e-06,0.0002882591796005768,0.12505048022085194,17261263.375,12194.624145507812,9905.994140625,99069847.40039062,99069847.40039062
linear_visibility_d1e4_int4,linear,10000,256,coordinate,rtn,4,0.001,0.0010000000474974513,0.0009999999897951203,False,1.0,False,128,0.0,1.0,0.0,1.0,3e-07,763.3120043468275,1220.94239375,770.6067140141041,2777778.0416525137,2777777.721084002,0.00043984375,0.00043984375,0.99956015625,0.00043984375,0.0,34.48323941230774,0.025672637508250773,0.0,6.968799181928056e-08,0.00028825931274696127,0.1250505423388555,1917921.703125,10738.232879638672,9905.994140625,99069847.40039062,99069847.40039062
linear_visibility_d1e4_int4,linear,10000,256,coordinate,rtn,4,0.001,0.0010000000474974513,0.0009999999897951203,False,1.0,False,128,0.0,1.0,0.0,1.0,1e-06,419.08892851727666,345.6866390625,394.38473351736803,250000.02374872623,249999.9948975602,0.001385546875,0.001385546875,0.998614453125,0.001385546875,0.0,18.55050528049469,0.04538404522463679,0.0,1.0030569064888594e-08,0.00028826060823914095,0.12505110443103415,172616.0634765625,9224.894454956055,9905.994140625,99069847.40039062,99069847.40039062
linear_visibility_d1e4_int4,linear,10000,256,coordinate,rtn,4,0.001,0.0010000000474974513,0.0009999999897951203,False,1.0,False,128,0.0,1.0,0.0,1.0,3e-06,117.98469373220676,122.935628125,136.992625006679,27777.780416525133,27777.777210840017,0.0044578125,0.0044578125,0.9955421875,0.0044578125,0.0,11.11071115732193,0.08482923917472363,0.0,1.4604953938345728e-09,0.0002882744020617714,0.12505708947542685,19183.232788085938,11227.907623291016,9905.994140625,99069847.40039062,99069847.40039062
linear_visibility_d1e4_int4,linear,10000,256,coordinate,rtn,4,0.001,0.0010000000474974513,0.0009999999897951203,False,1.0,False,128,0.0,1.0,0.0,1.0,1e-05,50.67461575360301,38.6519212890625,38.334321923535484,2500.0002374872615,2499.9999489756015,0.015862890625,0.015862890625,0.984137109375,0.015862890625,0.0,6.297005712985992,0.1591085083782673,0.0,2.372347749903674e-10,0.00028843663628365303,0.1251274681634222,1730.380874633789,8276.222412109375,9905.994140625,99069847.40039062,99069847.40039062
linear_visibility_d1e4_int4,linear,10000,256,coordinate,rtn,4,0.001,0.0010000000474974513,0.0009999999897951203,False,1.0,False,128,0.0,1.0,0.0,1.0,3e-05,13.182137908543169,12.42946142578125,12.053502909874052,277.7778041652514,277.7777721084002,0.0484390625,0.0484390625,0.9515609375,0.0484390625,0.0,3.6687600910663605,0.2760951332747936,0.0,2.916938633539092e-11,0.0002898361532543287,0.12573459084440664,196.02335929870605,9289.20832824707,9905.994140625,99069847.40039062,99069847.40039062
linear_visibility_d1e4_int4,linear,10000,256,coordinate,rtn,4,0.001,0.0010000000474974513,0.0009999999897951203,False,1.0,False,128,0.0,1.0,0.0,1.0,0.0001,3.328854290859014,3.00834609375,3.001697672988005,25.000002374872622,24.999999489756018,0.1607984375,0.1607984375,0.8392015625,0.1607984375,0.0,2.0051795691251755,0.5016164984554052,0.0,2.495013208812134e-12,0.000305148035814741,0.13237691189316508,21.676385402679443,9953.891540527344,9905.994140625,99069847.40039062,99069847.40039062
linear_visibility_d1e4_int4,linear,10000,256,coordinate,rtn,4,0.001,0.0010000000474974513,0.0009999999897951203,False,1.0,False,128,0.0,1.0,0.0,1.0,0.0003,0.6984552690926183,0.4646464141845703,0.46408452005069534,2.777778041652514,2.7777777210840022,0.45368046875,0.47772265625,0.54631953125,0.429765234375,0.023915234375,1.2088119760155678,0.8258328884840012,0.0,4.0240583316426095e-13,0.0004158827204618504,0.18041284687743644,8.31048321723938,8390.052185058594,9905.994140625,99069847.40039062,99069847.40039062
linear_visibility_d1e4_int4,linear,10000,256,coordinate,rtn,4,0.001,0.0010000000474974513,0.0009999999897951203,False,1.0,False,128,0.0,1.0,0.0,1.0,0.001,0.04488073281177965,0.04187540683746338,0.04177212947627147,0.2500000237487262,0.2499999948975602,0.80389296875,1.595369140625,0.19610703125,0.345399609375,0.458493359375,1.0207642316818237,0.979693029075861,0.0,4.753359438265176e-14,0.0010407536334207778,0.45148192830314576,29.336621522903442,8997.317779541016,9905.994140625,99069847.40039062,99069847.40039062
linear_visibility_d1e4_int4,linear,10000,256,coordinate,rtn,4,0.001,0.0010000000474974513,0.0009999999897951203,False,1.0,False,128,0.0,1.0,0.0,1.0,0.003,0.004200681425469411,0.004653931355476379,0.004632474769317041,0.027777780416525136,0.02777777721084002,0.93349375,4.78751796875,0.06650625,0.130518359375,0.802975390625,1.0023075193166733,0.9976813122630119,0.0,2.3538371724198592e-14,0.0030140653706868664,1.3075130454675827,229.2869005203247,10406.358215332031,9905.994140625,99069847.40039062,99069847.40039062
linear_visibility_d1e4_int4,linear,10000,256,coordinate,rtn,4,0.001,0.0010000000474974513,0.0009999999897951203,False,1.0,False,128,0.0,1.0,0.0,1.0,0.01,0.0003825667665927751,0.0004188226729631424,0.0004176886042492268,0.002500000237487262,0.002499999948975602,0.979937890625,15.9568375,0.020062109375,0.039737890625,0.9402,1.000194527208805,0.9997906908392906,0.0,1.9908466235357874e-14,0.010005570793420827,4.3404374943316055,2506.063720703125,9984.184112548828,9905.994140625,99069847.40039062,99069847.40039062
linear_visibility_d1e4_int4,linear,10000,256,coordinate,rtn,4,0.001,0.0010000000474974513,0.0009999999897951203,False,1.0,False,128,0.0,1.0,0.0,1.0,0.03,5.050502683970118e-05,4.649912677705288e-05,4.63084943465302e-05,0.00027777780416525136,0.0002777777721084002,0.99326328125,47.878022265625,0.00673671875,0.01333359375,0.9799296875,1.0000311732292175,0.999976746737957,0.0,1.909225893126115e-14,0.029998656183186145,13.013529353699969,22499.674560546875,9995.623138427734,9905.994140625,99069847.40039062,99069847.40039062
linear_visibility_d1e4_int4,linear,10000,256,coordinate,rtn,4,0.001,0.0010000000474974513,0.0009999999897951203,False,1.0,False,128,0.0,1.0,0.0,1.0,0.1,4.575850615894816e-06,4.186291759833693e-06,4.172908339423538e-06,2.5000002374872618e-05,2.4999999489756014e-05,0.997964453125,159.46579296875,0.002035546875,0.00402734375,0.993937109375,1.0000032149255276,0.9999978952109814,0.0,1.9600611103249337e-14,0.09995675463196355,43.36143581173569,249617.2099609375,9462.560638427734,9905.994140625,99069847.40039062,99069847.40039062
linear_visibility_d1e4_int4,linear,10000,256,coordinate,rtn,4,0.001,0.0010000000474974513,0.0009999999897951203,False,1.0,False,128,0.0,1.0,0.0,1.0,0.3,5.407101618524847e-07,4.654672200558707e-07,4.6399403802032837e-07,2.7777780416525137e-06,2.7777777210840022e-06,0.999355859375,478.73865625,0.000644140625,0.00130859375,0.998047265625,1.0000005662441254,0.9999997578561306,0.0,2.1350017051935123e-14,0.2998932947491051,130.0943193625102,2247241.421875,9706.583465576172,9905.994140625,99069847.40039062,99069847.40039062
linear_visibility_d1e4_int4,linear,10000,256,coordinate,rtn,4,0.001,0.0010000000474974513,0.0009999999897951203,False,1.0,False,128,0.0,1.0,0.0,1.0,1.0,3.903015161935581e-08,4.189701248833444e-08,4.1723539413868145e-08,2.500000237487262e-07,2.499999948975602e-07,0.999796484375,1596.67195,0.000203515625,0.000405859375,0.999390625,0.9999999962747097,0.9999999925494194,0.0,1.5015866872066828e-14,1.000233862424691,433.9032022200518,25028436.625,10419.982040405273,9905.994140625,99069847.40039062,99069847.40039062
locality_fp_d1e4_a4,locality,10000,256,coordinate,identity,32,1.0,1.0,1.0,False,1.0,False,128,0.0,4.0,0.25,1.0,1e-09,42237.829251347495,0.87242578125,0.9929128491024356,2.4999999999999997e+17,2.4999999999999997e+17,0.076253125,2.38046938250136e-10,0.923746875,0.0,0.0,0.5058643035590649,0.3777740132063627,0.0,42225.44721510607,5.056980105789999e-10,3.498437048240138e-09,1.6398945867695733e-12,2627.576705932617,2767.866455078125,27681432.417236328,27681432.417236328
locality_fp_d1e4_a4,locality,10000,256,coordinate,identity,32,1.0,1.0,1.0,False,1.0,False,128,0.0,4.0,0.25,1.0,3e-09,3103.928279889321,0.6188969024658203,0.8710374849797318,2.777777777777778e+16,2.777777777777778e+16,0.23157890625,2.1466798330038726e-09,0.76842109375,0.0,0.0,0.8720007911324501,0.6543887294828892,0.0,3100.1723912919047,2.6159968170923377e-09,1.8101533522505355e-08,1.3025754173195958e-10,2834.335693359375,2767.866455078125,27681432.417236328,27681432.417236328
locality_fp_d1e4_a4,locality,10000,256,coordinate,identity,32,1.0,1.0,1.0,False,1.0,False,128,0.0,4.0,0.25,1.0,1e-08,193.30557260341885,0.10547014007568359,0.1608498620600659,2499999999999999.5,2499999999999999.5,0.63064765625,1.502911845818744e-08,0.36935234375,0.0,0.0,1.0509111285209656,0.9509832859039307,0.0,193.81923951057345,1.0502288232656766e-08,7.268096907012131e-08,3.04202703305112e-09,2571.346160888672,2767.866455078125,27681432.417236328,27681432.417236328
locality_fp_d1e4_a4,locality,10000,256,coordinate,identity,32,1.0,1.0,1.0,False,1.0,False,128,0.0,4.0,0.25,1.0,3e-08,45.079007839590936,0.011723410034179687,0.01787855362258925,277777777777777.84,277777777777777.84,0.869409765625,4.761780965054641e-08,0.130590234375,0.0,0.0,1.0058953687548637,0.9941924549639225,0.0,45.107407530706624,3.0184407817787515e-08,2.0889138772305638e-07,2.3062520893013527e-08,2697.2674522399902,2767.866455078125,27681432.417236328,27681432.417236328
locality_fp_d1e4_a4,locality,10000,256,coordinate,identity,32,1.0,1.0,1.0,False,1.0,False,128,0.0,4.0,0.25,1.0,1e-07,7.502188004442196,0.001055409300327301,0.0016109041083665608,25000000000000.004,25000000000000.004,0.960596484375,1.5966715800459496e-07,0.039403515625,0.0,0.0,1.0005520060658455,0.9994735829532146,0.0,7.492377349417335,1.0013964403174134e-07,6.930154947228851e-07,2.5144937865206884e-07,2503.3132858276367,2767.866455078125,27681432.417236328,27681432.417236328
locality_fp_d1e4_a4,locality,10000,256,coordinate,identity,32,1.0,1.0,1.0,False,1.0,False,128,0.0,4.0,0.25,1.0,3e-07,0.7780125569611295,0.00011725858226418495,0.00017874106848792963,2777777777777.778,2777777777777.778,0.986798046875,4.788023681612685e-07,0.013201953125,0.0,0.0,1.0000613331794739,0.9999413788318634,0.0,0.7792637792775388,3.000365573378493e-07,2.0764022972676826e-06,2.2515259416877598e-06,2414.777374267578,2767.866455078125,27681432.417236328,27681432.417236328
locality_fp_d1e4_a4,locality,10000,256,coordinate,identity,32,1.0,1.0,1.0,False,1.0,False,128,0.0,4.0,0.25,1.0,1e-06,0.03631679353465251,1.0546990716829896e-05,1.6077834760613334e-05,250000000000.0,250000000000.0,0.996031640625,1.5945373801514506e-06,0.003968359375,0.0,0.0,1.0000104941427708,0.999994732439518,0.0,0.03640365418579521,9.994726657417537e-07,6.916821631820405e-06,2.4952841840786277e-05,3273.6497497558594,2767.866455078125,27681432.417236328,27681432.417236328
locality_fp_d1e4_a4,locality,10000,256,coordinate,identity,32,1.0,1.0,1.0,False,1.0,False,128,0.0,4.0,0.25,1.0,3e-06,0.005381939663816522,1.1732047307305037e-06,1.7867704298618147e-06,27777777777.777775,27777777777.777775,0.998677734375,4.786691418848931e-06,0.001322265625,0.0,0.0,1.0000001527369022,0.9999994076788425,0.0,0.005381172536784712,2.999513451699528e-06,2.0758067630584367e-05,0.000224902008085337,2450.9225158691406,2767.866455078125,27681432.417236328,27681432.417236328
locality_fp_d1e4_a4,locality,10000,256,coordinate,identity,32,1.0,1.0,1.0,False,1.0,False,128,0.0,4.0,0.25,1.0,1e-05,0.00042152895397536377,1.0564045296632685e-07,1.6103894797014652e-07,2499999999.9999995,2499999999.9999995,0.99960625,1.595398336648941e-05,0.00039375,0.0,0.0,0.9999997913837433,0.9999999441206455,0.0,0.00042069013010743506,9.997138861962227e-06,6.918515838753591e-05,0.002497622015653178,3028.7062911987305,2767.866455078125,27681432.417236328,27681432.417236328
locality_fp_d1e4_a4,locality,10000,256,coordinate,identity,32,1.0,1.0,1.0,False,1.0,False,128,0.0,4.0,0.25,1.0,3e-05,3.302620544650841e-05,1.1717961660906439e-08,1.785993670110815e-08,277777777.7777778,277777777.7777778,0.99987734375,4.78266466408968e-05,0.00012265625,0.0,0.0,1.000000037252903,1.0,0.0,3.299097479657305e-05,2.9979502422942736e-05,0.00020747286717716834,0.022443036548793316,2273.278663635254,2767.866455078125,27681432.417236328,27681432.417236328
locality_fp_d1e4_a4,locality,10000,256,coordinate,identity,32,1.0,1.0,1.0,False,1.0,False,128,0.0,4.0,0.25,1.0,0.0001,2.9939865025051726e-06,1.0527019242090318e-09,1.6053901764801285e-09,25000000.0,25000000.0,0.99995859375,0.0001596751905977726,4.140625e-05,0.0,0.0,0.9999999925494194,1.0,0.0,2.994502885342733e-06,0.00010005491327418994,0.000692429984290706,0.25059689674526453,3547.2458572387695,2767.866455078125,27681432.417236328,27681432.417236328
locality_fp_d1e4_a4,locality,10000,256,coordinate,identity,32,1.0,1.0,1.0,False,1.0,False,128,0.0,4.0,0.25,1.0,0.0003,2.9797800569033285e-07,1.170144329876166e-10,1.7864215447811505e-10,2777777.7777777785,2777777.7777777785,0.999988671875,0.0004786630153656006,1.1328125e-05,0.0,0.0,0.9999999962747097,1.0,0.0,2.969713897872945e-07,0.0002999917300025137,0.0020760962784849655,2.2501451522111893,3596.167999267578,2767.866455078125,27681432.417236328,27681432.417236328
locality_fp_d1e4_a4,locality,10000,256,coordinate,identity,32,1.0,1.0,1.0,False,1.0,False,128,0.0,4.0,0.25,1.0,0.001,3.11673762323331e-08,1.0502866576445058e-11,1.6070075350018507e-11,250000.0,250000.0,0.99999765625,0.0015948216259479523,2.34375e-06,0.0,0.0,1.0,0.9999999962747097,0.0,3.125884603579037e-08,0.0009995576670222565,0.006917444708969516,24.960325956344604,2849.3534927368164,2767.866455078125,27681432.417236328,27681432.417236328
locality_fp_d1e4_a4,locality,10000,256,coordinate,identity,32,1.0,1.0,1.0,False,1.0,False,128,0.0,4.0,0.25,1.0,0.003,2.1275834514256325e-08,1.157189982725626e-12,1.7782221168586046e-12,27777.777777777777,27777.777777777777,0.99999921875,0.004783742928504944,7.8125e-07,0.0,0.0,1.0,1.0,0.0,2.1299863911766052e-08,0.0029973566397693183,0.02074318392577548,224.25217056274414,2463.409049987793,2767.866455078125,27681432.417236328,27681432.417236328
locality_fp_d1e4_a4,locality,10000,256,coordinate,identity,32,1.0,1.0,1.0,False,1.0,False,128,0.0,4.0,0.25,1.0,0.01,2.45664001468899e-06,1.0408765169223067e-13,1.607919810679745e-13,2500.0,2500.0,0.999999609375,0.01594898910522461,3.90625e-07,0.0,0.0,1.0,1.0,0.0,2.4564961890501746e-06,0.009995508470503019,0.06917402137303524,2495.950897216797,2757.490951538086,2767.866455078125,27681432.417236328,27681432.417236328
