global_step,eps,zo_two_point_precision,fd_mean,td_mean,mae,mse,rmse,sign_acc,corr,probe_num_seeds
200,1e-07,fp16,102.51998901367188,-0.9287611246109009,802.6490796804428,1139435.9860745892,1067.4436688062697,0.6875,-0.2102739803691598,16
400,1e-07,fp16,-295.6390380859375,-14.70663383603096,721.0905940234661,786833.0437846557,887.0361006095839,0.4375,-0.3226748321802967,16
600,1e-07,fp16,-104.9041748046875,6.057798340916634,804.3464428633451,940462.1166727289,969.7742606775707,0.5,0.3824760939983814,16
800,1e-07,fp16,214.57672119140625,1.8489411026239395,616.1311086565256,691283.0560819514,831.4343366026877,0.5625,-0.032728551276074644,16
1000,1e-07,fp16,47.6837158203125,3.501417890191078,638.6616018265486,578012.2397612649,760.2711619950246,0.5,0.13500876437918524,16
1200,1e-07,fp16,276.5655517578125,-4.014237135648727,1070.3384862840176,1716894.2839420685,1310.303126739026,0.6875,0.03673420974702867,16
1400,1e-07,fp16,238.4185791015625,-4.401285707950592,826.4616222679615,1052074.418789615,1025.7067898720447,0.5,0.11745363165588743,16
1600,1e-07,fp16,405.31158447265625,3.754724755883217,1368.188846603036,3287593.6360073825,1813.1722576764134,0.4375,-0.1834443820040051,16
1800,1e-07,fp16,-267.02880859375,11.40196180343628,1221.231908082962,2267510.8792549586,1505.8256470305446,0.4375,-0.22353207642562123,16
2000,1e-07,fp16,-45.89556121826172,0.8009898364543915,1236.916133314371,2295191.3092604536,1514.9888809032407,0.4375,0.10759790778957003,16
2200,1e-07,fp16,39.93511199951172,-9.809303373098373,966.9632675945759,1468849.4495185085,1211.9609933980996,0.4375,-0.29918899315621145,16
2400,1e-07,fp16,-357.62786865234375,9.29501886665821,960.4570194631815,1490775.7300306205,1220.9732716282615,0.5,0.14681084966719357,16
2600,1e-07,fp16,-1.1920928955078125,2.733921065926552,897.8451588004827,1203299.0790225493,1096.9498981368972,0.4375,-0.41026153788427444,16
2800,1e-07,fp16,4.76837158203125,-1.9535047113895416,1161.2566918432713,2160742.7222449062,1469.9465031914958,0.375,-0.08620446548819664,16
3000,1e-07,fp16,69.14138793945312,-0.42088959366083145,780.9397448673844,986844.8275397071,993.4006379803201,0.5625,0.2601542879980812,16
3200,1e-07,fp16,-33.37860107421875,0.6955312490463257,1222.5224775075912,1986339.4817591468,1409.3755644820676,0.375,-0.11344179250631597,16
3400,1e-07,fp16,-336.1701965332031,-1.601811870932579,1025.1943751722574,1558025.5676247943,1248.2089438971323,0.5625,0.023341880233229837,16
3600,1e-07,fp16,305.17578125,7.227943629026413,1122.8729104101658,1718544.552432293,1310.932703243112,0.5,0.178929093045957,16
3800,1e-07,fp16,-140.66693115234375,-11.413811147212982,2270.3738402724266,7430021.318854603,2725.806544649602,0.3125,-0.42282126331418857,16
4000,1e-07,fp16,653.2669067382812,-16.236080765724182,2880.6774446964264,14392733.583894227,3793.77563699993,0.375,-0.33287630608455865,16
4200,1e-07,fp16,-9534.955017089844,-1839.4991383552551,44711.989448070526,2998044271.5679975,54754.39956357843,0.6875,0.011165725905313128,16
4400,1e-07,fp16,4577.63671875,-515.8756656646729,26325.269731521606,1163868335.6278844,34115.514588349455,0.375,-0.0036425310029900414,16
4600,1e-07,fp16,-9274.483032226562,-24.269979000091553,19420.814873933792,535302259.88048565,23136.600006925946,0.5625,0.01805658748831274,16
4800,1e-07,fp16,12359.619140625,16.307286977767944,25963.55357003212,974966710.1297543,31224.45692289546,0.6875,0.41237822496093574,16
5000,1e-07,fp16,2673.268081665039,-10.200747281312943,17691.521953493357,404873248.1587623,20121.46237624796,0.5625,0.39001493406716825,16
5200,1e-07,fp16,-3588.199462890625,-8.479447662830353,17522.664559066296,519701170.7725309,22796.95529610327,0.5,-0.2732700304749626,16
5400,1e-07,fp16,-3051.7578125,-1.730223298072815,23185.446459293365,821050524.2348349,28653.9792042019,0.5,-0.001071803754209919,16
5600,1e-07,fp16,2670.2880859375,-14.825382649898529,20783.110820233822,701810210.481328,26491.70078498789,1.0,0.7809020943255403,16
