precision,checkpoint_id,checkpoint_step,h,batch_index,direction_index,direction_seed,d_star,d_h,e_h,norm_u2,vector_error_h,loss_plus,loss_minus,loss_base,G,G2,d,V_dir_formula,V_dir_sample_direction,direction_distribution,direction_dtype,quantizer,quant_bits,group_size,probe_active_frac,probe_alignment,probe_norm_ratio,delta_q_norm,nominal_delta_norm,saturation_frac
fp32,task_start_seed16_deterministic,0,1e-09,0,0,730000,-14.663618352027392,59.60464477539062,74.26826312741801,407932189.6846677,2250062136013.2554,1.6758390665054321,1.6758389472961426,1.6758391857147217,14.009288773901968,196.2601719505757,406883417,79855009580.51797,87714273971.67838,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,4.039466250309156e-05,4.039466250309156e-05,0.0
fp32,task_start_seed16_deterministic,0,1e-08,0,0,730000,-14.663618352027392,-23.84185791015625,-9.178239558128858,407932189.6846677,34364240859.16935,1.675838828086853,1.6758393049240112,1.6758391857147217,14.009288773901968,196.2601719505757,406883417,79855009580.51797,87714273971.67838,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,0.00040394662503091556,0.00040394662503091556,0.0
fp32,task_start_seed16_deterministic,0,1e-07,0,0,730000,-14.663618352027392,-13.709068298339844,0.954550053687548,407932189.6846677,371693861.9973628,1.675837755203247,1.6758404970169067,1.6758391857147217,14.009288773901968,196.2601719505757,406883417,79855009580.51797,87714273971.67838,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,0.004039466250309155,0.004039466250309155,0.0
fp32,task_start_seed16_deterministic,0,3e-07,0,0,730000,-14.663618352027392,-15.298525492350262,-0.6349071403228699,407932189.6846677,164440352.52985674,1.67583429813385,1.6758434772491455,1.6758391857147217,14.009288773901968,196.2601719505757,406883417,79855009580.51797,87714273971.67838,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,0.012118398750927465,0.012118398750927465,0.0
fp32,task_start_seed16_deterministic,0,1e-06,0,0,730000,-14.663618352027392,-14.543533325195312,0.12008502683207922,407932189.6846677,5882550.924260429,1.6758244037628174,1.6758534908294678,1.6758391857147217,14.009288773901968,196.2601719505757,406883417,79855009580.51797,87714273971.67838,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,0.04039466250309155,0.04039466250309155,0.0
fp32,task_start_seed16_deterministic,0,3e-06,0,0,730000,-14.663618352027392,-14.583269755045572,0.0803485969818194,407932189.6846677,2633568.2146604815,1.675795078277588,1.6758825778961182,1.6758391857147217,14.009288773901968,196.2601719505757,406883417,79855009580.51797,87714273971.67838,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,0.12118398750927466,0.12118398750927466,0.0
fp32,task_start_seed16_deterministic,0,1e-05,0,0,730000,-14.663618352027392,-14.656782150268553,0.006836201758838811,407932189.6846677,19064.16200707332,1.6756923198699951,1.6759854555130005,1.6758391857147217,14.009288773901968,196.2601719505757,406883417,79855009580.51797,87714273971.67838,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,0.40394662503091555,0.40394662503091555,0.0
fp32,task_start_seed16_deterministic,0,3e-05,0,0,730000,-14.663618352027392,-14.670689900716145,-0.007071548688752927,407932189.6846677,20399.38377288562,1.675398826599121,1.676279067993164,1.6758391857147217,14.009288773901968,196.2601719505757,406883417,79855009580.51797,87714273971.67838,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,1.2118398750927466,1.2118398750927466,0.0
fp32,task_start_seed16_deterministic,0,0.0001,0,0,730000,-14.663618352027392,-14.740824699401855,-0.07720634737446375,407932189.6846677,2431610.385472879,1.6743685007095337,1.677316665649414,1.6758391857147217,14.009288773901968,196.2601719505757,406883417,79855009580.51797,87714273971.67838,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,4.039466250309156,4.039466250309156,0.0
fp32,task_start_seed16_deterministic,0,0.0003,0,0,730000,-14.663618352027392,-14.974673589070639,-0.3110552370432469,407932189.6846677,39469626.069243394,1.6715480089187622,1.6805328130722046,1.6758391857147217,14.009288773901968,196.2601719505757,406883417,79855009580.51797,87714273971.67838,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,12.118398750927465,12.118398750927465,0.0
fp32,task_start_seed16_deterministic,0,0.001,0,0,730000,-14.663618352027392,-15.06495475769043,-0.40133640566303797,407932189.6846677,65706009.21906226,1.663934350013733,1.6940642595291138,1.6758391857147217,14.009288773901968,196.2601719505757,406883417,79855009580.51797,87714273971.67838,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,40.39466250309155,40.39466250309155,0.0
fp32,task_start_seed16_deterministic,0,0.0015,0,0,730000,-14.663618352027392,-14.74610964457194,-0.08249129254454779,407932189.6846677,2775902.40849468,1.6608984470367432,1.705136775970459,1.6758391857147217,14.009288773901968,196.2601719505757,406883417,79855009580.51797,87714273971.67838,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,60.59199375463733,60.59199375463733,0.0
fp32,task_start_seed16_deterministic,0,0.002,0,0,730000,-14.663618352027392,-14.602899551391602,0.06071880063579016,407932189.6846677,1503953.2810419432,1.6592937707901,1.7177053689956665,1.6758391857147217,14.009288773901968,196.2601719505757,406883417,79855009580.51797,87714273971.67838,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,80.7893250061831,80.7893250061831,0.0
