global_step,training_h_source,training_h,h_additive,h_two_point,h_two_point_tilde,eps_est,nu3_est,noise_est,delta_tilde,g_tilde,l_tilde,delta_hat,g_hat,l_hat,h2,two_point_precision,additive_noise_precision
50,fixed,1e-05,0.001,0.0008595524876050146,0.0007388304789479693,nan,nan,nan,4.395182622829452e-05,20.283451948398625,1.0008711114106817e-06,4.395182622829452e-05,20.283451948398625,1.0008711114106817e-06,0.006629617351574261,fp16,fp16
100,fixed,1e-05,0.001,0.00046404462528378947,0.00025052270496566276,nan,nan,nan,4.500644718063995e-05,12.81116707040501,1.3372826980310478e-05,4.447913670446724e-05,16.547309509401817,7.18684904586058e-06,0.006629617351574261,fp16,fp16
150,fixed,1e-05,0.001,0.00043538968627787627,0.0004085042010802693,nan,nan,nan,4.413787246448919e-05,8.243622764688622,2.233562220659948e-06,4.413787246448919e-05,13.779413927830753,2.233562220659948e-06,0.0066692680786175655,fp16,fp16
200,fixed,1e-05,0.001,0.0003063690810552668,0.00021558161983364904,nan,nan,nan,4.4227668695384637e-05,12.181360225084788,1.5717812283018827e-05,4.4227668695384637e-05,13.379900502144261,7.803194600485213e-06,0.006643633980322004,fp16,fp16
250,fixed,1e-05,0.001,0.00034403511584443953,0.00038633193834839195,nan,nan,nan,4.5886088628321886e-05,7.97631333673158,1.1115038904066603e-06,4.4227668695384637e-05,12.299183069061725,2.233562220659948e-06,0.006650388612358276,fp16,fp16
300,fixed,1e-05,0.001,0.0003428271871283194,0.00034162349952514406,nan,nan,nan,4.283886300981976e-05,6.8737432519677055,1.958729535061053e-06,4.4227668695384637e-05,9.617241329775542,2.233562220659948e-06,0.006650388612358276,fp16,fp16
350,fixed,1e-05,0.001,0.00033897928705554437,0.00033517457589988555,nan,nan,nan,4.542427996057086e-05,9.793468010698476,2.6180574599600317e-06,4.542427996057086e-05,9.013701517834233,2.233562220659948e-06,0.006650388612358276,fp16,fp16
400,fixed,1e-05,0.001,0.00032506547730710056,0.0003117227764998473,nan,nan,nan,4.47084748884663e-05,9.5996356903764,1.9449926870023078e-05,4.47084748884663e-05,9.28490410297179,2.6180574599600317e-06,0.0067397537017735935,fp16,fp16
450,fixed,1e-05,0.001,0.0003150540268172968,0.0003053509115642585,nan,nan,nan,4.3822183215525e-05,10.302848347851157,3.831475819491408e-06,4.47084748884663e-05,8.909201727525064,2.6180574599600317e-06,0.006686439627220626,fp16,fp16
500,fixed,1e-05,0.001,0.0003000550541965997,0.00028577014697588895,nan,nan,nan,4.531971353571862e-05,9.865789580068979,3.1159113072026528e-06,4.47084748884663e-05,9.287096976192544,3.1159113072026528e-06,0.006686439627220626,fp16,fp16
550,fixed,1e-05,0.001,0.00027488188068323856,0.0002518206151543323,nan,nan,nan,4.630439434549771e-05,4.178636244465043,6.733050135320006e-06,4.531971353571862e-05,8.748075574692011,3.831475819491408e-06,0.006686439627220626,fp16,fp16
600,fixed,1e-05,0.001,0.0002548474482095959,0.00023627320104734322,nan,nan,nan,4.376374272396788e-05,4.559133890288749,2.078760574556337e-06,4.531971353571862e-05,7.701208750610066,3.831475819491408e-06,0.0067319917955771915,fp16,fp16
650,fixed,1e-05,0.001,0.0002549477147737611,0.00025504802078656124,nan,nan,nan,4.5429187593981624e-05,7.494738956371569,1.2302907772924157e-06,4.5429187593981624e-05,7.280229403809099,3.1159113072026528e-06,0.0067319917955771915,fp16,fp16
700,fixed,1e-05,0.001,0.0002432379185319796,0.0002320659554225553,nan,nan,nan,4.502896990743466e-05,4.306139176867746,4.133696128430093e-06,4.502896990743466e-05,6.080887569612417,3.1159113072026528e-06,0.006740117773005277,fp16,fp16
750,fixed,1e-05,0.001,0.00021174380713775818,0.00018432751000250556,nan,nan,nan,4.229799742461182e-05,4.909013598085504,6.451634572523445e-06,4.502896990743466e-05,5.0895323732157225,4.133696128430093e-06,0.006710362874497523,fp16,fp16
800,fixed,1e-05,0.001,0.00019643620755640018,0.00018223524059920578,nan,nan,nan,4.5905289880465716e-05,3.6042110136549375,7.420410121040066e-06,4.502896990743466e-05,4.974647327053701,4.133696128430093e-06,0.006710362874497523,fp16,fp16
850,fixed,1e-05,0.001,0.0001735221405380393,0.00015328097417202438,nan,nan,nan,4.495945540838875e-05,4.119335389825981,5.730705416693448e-06,4.495945540838875e-05,4.886687626961147,5.730705416693448e-06,0.006710362874497523,fp16,fp16
900,fixed,1e-05,0.001,0.00015261476201477395,0.0001342264768784371,nan,nan,nan,4.53169850516133e-05,3.988262109815311,7.146146303252662e-06,4.53169850516133e-05,4.185392257649896,6.451634572523445e-06,0.006705181236058333,fp16,fp16
950,fixed,1e-05,0.001,0.00014194769950396722,0.0001320262150821169,nan,nan,nan,4.154680937062949e-05,3.7866918058389407,5.471908868177284e-06,4.495945540838875e-05,4.081502783444135,6.451634572523445e-06,0.006731789141945349,fp16,fp16
1000,fixed,1e-05,0.001,0.0001417569009279075,0.00014156635881318333,nan,nan,nan,4.560374145512469e-05,5.178533410572424,5.269581747453659e-06,4.53169850516133e-05,4.135406745941519,5.730705416693448e-06,0.006705181236058333,fp16,fp16
1050,fixed,1e-05,0.001,0.00014206443369397585,0.0001423726336332228,nan,nan,nan,4.285532486392185e-05,4.043006379282293,3.52601695047983e-06,4.285532486392185e-05,4.22316581906699,5.471908868177284e-06,0.006731789141945349,fp16,fp16
1100,fixed,1e-05,0.001,0.00014645011336896955,0.00015097118362492347,nan,nan,nan,4.424016151460819e-05,5.153244564042957,3.4782276563224057e-06,4.424016151460819e-05,4.429947653910385,5.269581747453659e-06,0.006546397854081423,fp16,fp16
1150,fixed,1e-05,0.001,0.00014879383266431067,0.00015117505974990883,nan,nan,nan,4.309213545639068e-05,4.639816254883455,6.064931354984415e-06,4.309213545639068e-05,4.560258482924015,5.269581747453659e-06,0.0066513278008686495,fp16,fp16
1200,fixed,1e-05,0.001,0.00015272762711096387,0.00015676542276836226,nan,nan,nan,4.447279206942767e-05,4.867968046370537,9.169324788939519e-06,4.424016151460819e-05,4.776513731030333,5.269581747453659e-06,0.006564460027785277,fp16,fp16
1250,fixed,1e-05,0.001,0.000172937187981236,0.0001958209627988804,nan,nan,nan,4.449508196557872e-05,6.1004032035794555,7.292739743985969e-07,4.447279206942767e-05,4.96088768963174,3.52601695047983e-06,0.0066513278008686495,fp16,fp16
1300,fixed,1e-05,0.001,0.00017036264889654497,0.0001678264373201012,nan,nan,nan,4.3367090256651863e-05,7.585359372477933,5.486009018725692e-06,4.447279206942767e-05,5.6693582882708675,5.486009018725692e-06,0.00666879239963486,fp16,fp16
1350,fixed,1e-05,0.001,0.00017256000695427707,0.00017478570680209716,nan,nan,nan,4.4341613829601556e-05,7.643862666570004,3.2762775812144054e-06,4.4341613829601556e-05,6.167481908776277,5.486009018725692e-06,0.00666879239963486,fp16,fp16
1400,fixed,1e-05,0.001,0.00017651587343988043,0.00018056242652157313,nan,nan,nan,4.434806760400534e-05,6.711871800376021,6.186178941556127e-06,4.4341613829601556e-05,6.5818930178747905,5.486009018725692e-06,0.006658949904421984,fp16,fp16
1450,fixed,1e-05,0.001,0.00017654428865883414,0.00017657270845202011,nan,nan,nan,4.346540299593471e-05,3.429696647366784,1.29094982634924e-05,4.4341613829601556e-05,6.29423873807404,5.486009018725692e-06,0.006658949904421984,fp16,fp16
1500,fixed,1e-05,0.001,0.0001724112816938532,0.0001683750308839557,nan,nan,nan,4.296022234484553e-05,7.548857378127511,7.768964400564647e-06,4.346540299593471e-05,6.583929572983651,6.186178941556127e-06,0.006658949904421984,fp16,fp16
1550,fixed,1e-05,0.001,0.00016628769597289297,0.00016038160357205352,nan,nan,nan,4.4040913053322583e-05,4.533901629743392,2.821879941284082e-06,4.346540299593471e-05,5.973638024436743,6.186178941556127e-06,0.006592829665320856,fp16,fp16
1600,fixed,1e-05,0.001,0.00014806093620627536,0.00013183200778638687,nan,nan,nan,4.419735705596395e-05,2.7888916044425693,2.6166284781782452e-05,4.4040913053322583e-05,5.0026438120112555,7.768964400564647e-06,0.006592829665320856,fp16,fp16
1650,fixed,1e-05,0.001,0.00013707360479323248,0.00012690162315895788,nan,nan,nan,4.352997711976059e-05,4.875918891224582,7.2048928499074984e-06,4.4040913053322583e-05,4.635453230180968,7.768964400564647e-06,0.006636332801579693,fp16,fp16
1700,fixed,1e-05,0.001,0.000136705227306311,0.00013633783981285388,nan,nan,nan,4.370372334960848e-05,6.89299661785851,7.67729156059573e-06,4.370372334960848e-05,5.3281132242793126,7.67729156059573e-06,0.006636332801579693,fp16,fp16
1750,fixed,1e-05,0.001,0.00013306328904043273,0.00012951837496736577,nan,nan,nan,4.644696309696883e-05,3.471086293474262,3.325689414535404e-06,4.370372334960848e-05,4.5125590073486626,7.2048928499074984e-06,0.0066108791661630365,fp16,fp16
1800,fixed,1e-05,0.001,0.0001314452337507247,0.00012984685408259065,nan,nan,nan,4.357078796601854e-05,4.648492400412855,4.119107123028426e-06,4.370372334960848e-05,4.5354771614825555,7.2048928499074984e-06,0.0066108791661630365,fp16,fp16
1850,fixed,1e-05,0.001,0.0001289758114695355,0.0001265527814859506,nan,nan,nan,4.310166332288645e-05,1.7186086223797454,9.03248027622464e-06,4.357078796601854e-05,4.321420565069991,7.2048928499074984e-06,0.0066108791661630365,fp16,fp16
1900,fixed,1e-05,0.001,0.00014428348853583165,0.00016140797896035513,nan,nan,nan,4.434022048371844e-05,4.684604337483428,4.389938567978606e-06,4.357078796601854e-05,4.28315765432176,4.389938567978606e-06,0.006600817219558389,fp16,fp16
1950,fixed,1e-05,0.001,0.00015116987077894343,0.00015838492722365261,nan,nan,nan,4.286325565772131e-05,5.036710279795381,4.0590445917632835e-06,4.310166332288645e-05,3.911900386709134,4.119107123028426e-06,0.006600817219558389,fp16,fp16
2000,fixed,1e-05,0.001,0.00015161115009407842,0.0001520537175457513,nan,nan,nan,4.533906394499354e-05,1.4350644721946422,1.913929862276645e-06,4.434022048371844e-05,3.50469602245321,4.119107123028426e-06,0.006565185703610101,fp16,fp16
2050,fixed,1e-05,0.001,0.0001484542947930943,0.00014536317169838362,nan,nan,nan,4.177236769464798e-05,4.781450765386391,5.996119751329084e-06,4.286325565772131e-05,3.5312876954479173,4.389938567978606e-06,0.006658845281557339,fp16,fp16
2100,fixed,1e-05,0.001,0.00015157330100074484,0.00015475783713959023,nan,nan,nan,4.423495556693524e-05,3.45401763933181,4.641412566104972e-06,4.423495556693524e-05,3.8783694988383304,4.389938567978606e-06,0.006547003563289187,fp16,fp16
2150,fixed,1e-05,0.001,0.00015620988597935586,0.00016098830279854824,nan,nan,nan,4.4253902160562575e-05,7.479535909355335,1.1906693037812279e-05,4.423495556693524e-05,4.4373558132127116,4.641412566104972e-06,0.006650936442857896,fp16,fp16
2200,fixed,1e-05,0.001,0.0001603785436107705,0.00016465844712357724,nan,nan,nan,4.605525828083046e-05,8.060946704304012,5.043741770057218e-06,4.4253902160562575e-05,5.042203098114438,5.043741770057218e-06,0.006650936442857896,fp16,fp16
2250,fixed,1e-05,0.001,0.0001624781127385992,0.00016460516802775129,nan,nan,nan,4.4604403228731826e-05,4.210776666714314,5.6470532873339395e-06,4.4604403228731826e-05,5.597345537018373,5.6470532873339395e-06,0.006652360645707851,fp16,fp16
2300,fixed,1e-05,0.001,0.00016654423715811514,0.00017071211908525078,nan,nan,nan,4.308798452257179e-05,6.896622199217476,5.683716035708298e-06,4.4604403228731826e-05,6.020379823784589,5.6470532873339395e-06,0.00667865280043302,fp16,fp16
2350,fixed,1e-05,0.001,0.0001698500489725989,0.0001732214793394824,nan,nan,nan,4.298327985452488e-05,5.644547636507834,2.8745415572604727e-05,4.308798452257179e-05,6.458485823219794,5.683716035708298e-06,0.00667865280043302,fp16,fp16
2400,fixed,1e-05,0.001,0.00016580784257278744,0.0001618618353361642,nan,nan,nan,4.247403558110818e-05,3.4517025272569186,1.5683158552900764e-05,4.298327985452488e-05,5.6529191468001105,5.683716035708298e-06,0.006564143852976699,fp16,fp16
2450,fixed,1e-05,0.001,0.0001480908519249043,0.00013226696689100563,nan,nan,nan,4.160873868386261e-05,6.451756857318999,7.932041922544673e-06,4.247403558110818e-05,5.331081177403108,7.932041922544673e-06,0.006556163501204411,fp16,fp16
2500,fixed,1e-05,0.001,0.0001271481059831655,0.00010916704607320578,nan,nan,nan,4.331552918301895e-05,6.420546234924183,1.2609375375303517e-05,4.247403558110818e-05,5.773035091045083,1.2609375375303517e-05,0.006517210720937921,fp16,fp16
2550,fixed,1e-05,0.001,0.00011415802612521603,0.00010249507712313832,nan,nan,nan,4.26122969656717e-05,3.393574063093549,5.4140069449420785e-06,4.26122969656717e-05,5.072425463820297,1.2609375375303517e-05,0.006517210720937921,fp16,fp16
2600,fixed,1e-05,0.001,0.00011783127130260281,0.00012162270992280864,nan,nan,nan,4.319359140936285e-05,2.444783800646801,4.733239386400017e-06,4.319359140936285e-05,4.43247269664809,7.932041922544673e-06,0.006527809507458969,fp16,fp16
2650,fixed,1e-05,0.001,0.00013211392346021495,0.0001481278151300569,nan,nan,nan,4.4526721467263997e-05,3.727836062112405,4.6680259600690994e-06,4.319359140936285e-05,4.487699403619187,5.4140069449420785e-06,0.006572183153972723,fp16,fp16
2700,fixed,1e-05,0.001,0.00013401677249325771,0.00013594702843654696,nan,nan,nan,4.305287802708335e-05,2.913179912707095,5.775165483494532e-06,4.319359140936285e-05,3.7799840146968067,5.4140069449420785e-06,0.006572183153972723,fp16,fp16
2750,fixed,1e-05,0.001,0.00012761226206137738,0.0001215138159609161,nan,nan,nan,4.322718086768873e-05,2.608715634365716,1.2627016058848214e-05,4.322718086768873e-05,3.0176178945851135,5.4140069449420785e-06,0.006572183153972723,fp16,fp16
2800,fixed,1e-05,0.001,0.00013422464647586956,0.0001411796596232023,nan,nan,nan,4.3304004066158086e-05,6.111504476177063,1.6103004329327062e-06,4.322718086768873e-05,3.5612039772018163,4.733239386400017e-06,0.006574738083580876,fp16,fp16
2850,fixed,1e-05,0.001,0.00014419669041844385,0.00015490959427760928,nan,nan,nan,4.406384323374368e-05,5.743643434875315,3.432503611547437e-06,4.3304004066158086e-05,4.220975904047519,4.6680259600690994e-06,0.006574738083580876,fp16,fp16
2900,fixed,1e-05,0.001,0.00015965744626266726,0.00017677590292222177,nan,nan,nan,4.223028736305423e-05,4.115513071695334,3.6504715460405e-06,4.3304004066158086e-05,4.298511305964104,3.6504715460405e-06,0.006580577791209377,fp16,fp16
2950,fixed,1e-05,0.001,0.00017475452913909224,0.00019127918032951048,nan,nan,nan,4.357741272542626e-05,4.933512823935372,1.7484405175581074e-06,4.357741272542626e-05,4.70257788820976,3.432503611547437e-06,0.006580577791209377,fp16,fp16
3000,fixed,1e-05,0.001,0.0001864952022036072,0.00019902465828099632,nan,nan,nan,4.330467345425859e-05,3.7173301439480957,3.2992447554635374e-06,4.330467345425859e-05,4.924300790126236,3.2992447554635374e-06,0.006601319014062739,fp16,fp16
3050,fixed,1e-05,0.001,0.00018762941864421795,0.00018877053310107248,nan,nan,nan,4.391110996948555e-05,4.390186128014064,1.4240280233317528e-05,4.357741272542626e-05,4.580037120493636,3.432503611547437e-06,0.006580628651903904,fp16,fp16
