time,step,epoch,phase,split,metric,value,task,model,eps,seed,precision,zo_quantization_bits
2026-04-18 19:00:55,2,0.003766478342749529,train,train,train_runtime,5.0721,BoolQ,opt-1.3b,0.0001,42,int8,32
2026-04-18 19:00:55,2,0.003766478342749529,train,train,train_samples_per_second,6.309,BoolQ,opt-1.3b,0.0001,42,int8,32
2026-04-18 19:00:55,2,0.003766478342749529,train,train,train_steps_per_second,0.394,BoolQ,opt-1.3b,0.0001,42,int8,32
2026-04-18 19:00:55,2,0.003766478342749529,train,train,train_loss,0.8453173637390137,BoolQ,opt-1.3b,0.0001,42,int8,32
2026-04-18 19:00:55,2,0.003766478342749529,train,train,tail_perf_window_steps,1.0,BoolQ,opt-1.3b,0.0001,42,int8,32
2026-04-18 19:00:55,2,0.003766478342749529,train,train,tail_perf_measured_steps,1.0,BoolQ,opt-1.3b,0.0001,42,int8,32
2026-04-18 19:00:55,2,0.003766478342749529,train,train,tail_perf_wallclock_per_step,0.0007045269012451172,BoolQ,opt-1.3b,0.0001,42,int8,32
2026-04-18 19:00:55,2,0.003766478342749529,train,train,tail_perf_samples_per_second,22710.27546531303,BoolQ,opt-1.3b,0.0001,42,int8,32
2026-04-18 19:00:55,2,0.003766478342749529,train,train,tail_perf_max_gpu_memory_gb,9.834570407867432,BoolQ,opt-1.3b,0.0001,42,int8,32
2026-04-18 19:00:55,2,0.003766478342749529,train,train,epoch,0.0,BoolQ,opt-1.3b,0.0001,42,int8,32
