task,precision,batch_id,h,n_pairs,n_batches,true_directional_nmse,rho_emp,V_dir,V_h_dep,V_total,V_cross,directional_corr,sign_agreement,dh_std,dh_zero_fraction,source_path,nmse_ci_low,nmse_ci_high,rho_ci_low,rho_ci_high,active_fraction,visible_cosine,visible_norm_ratio,p_clip
sst-2,fp32,0,1e-07,64,1,0.049273592208315765,0.04927364182520583,9390017350625.707,462680351667.1992,9686031539743.229,-166666162549.67834,0.9767597006513198,0.953125,60.27637514077758,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.02945832441683276,0.08287900485142931,0.029458392464025845,0.08287871792065869,0.9948211305353033,0.9999861621295022,1.000013987495514,
sst-2,fp32,0,3e-07,64,1,0.0072190919651727034,0.007219128856245226,9390017350625.707,67787745216.54539,9507176409048.115,49371313205.86037,0.9963850772643943,0.96875,59.46244295363069,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.004781660687039732,0.011308010966585439,0.004781681849023512,0.011308069056307051,0.9982652544677841,0.9999984568956947,1.0000007944716591,
sst-2,fp32,0,1e-06,64,1,0.0008287281398501469,0.0008287283592359488,9390017350625.707,7781773672.181132,9341050229405.738,-56748894892.15094,0.9995819115098887,0.984375,58.9209571978162,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.0005533464688156721,0.0013529104950085258,0.0005533483659257775,0.0013529066852159815,0.9994646646858577,0.9999998612009973,1.0000000533905014,
sst-2,fp32,0,3e-06,64,1,0.0012824612276557902,0.001282449628177572,9390017350625.707,12042224259.890888,9250303960450.383,-151755614435.2167,0.9993731738763255,1.0,58.63725085804321,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.0008040811681381885,0.001927616003474964,0.0008040762868156593,0.0019275940714605104,0.9998167577799469,0.999999984560516,1.0000001504092328,
sst-2,fp32,0,1e-05,64,1,0.002877890964706448,0.0028778575682950904,9390017350625.707,27023132498.920403,9188242505418.754,-228797977705.8745,0.9986057806730538,0.984375,58.48003687393902,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.001708656835320343,0.004514966260788628,0.0017086439369123684,0.004514945769513492,0.9999508458450395,0.9999999986141969,0.9999999367288629,
sst-2,fp32,0,3e-05,64,1,0.007668631987104422,0.007668601554705635,9390017350625.707,72008301653.72119,9025759060534.312,-436266591745.1151,0.9964692377511407,0.96875,58.05358540481436,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.004637534522161589,0.012371345217705627,0.004637510953502512,0.012371322277846701,0.9999813866874481,0.9999999998462368,0.9999999673734306,
sst-2,fp32,0,0.0001,64,1,0.02510545295927085,0.02510528112745661,9390017350625.707,235739025379.1537,8802961447516.99,-822794928487.8707,0.9881393164023206,0.953125,57.418654877187954,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.013956123687265155,0.041856973722823744,0.013956001367575563,0.0418566670891556,0.9999953049988596,0.9999999999862299,0.9999999772603074,
sst-2,fp32,0,0.0003,64,1,0.0876194495683217,0.08761885763947369,9390017350625.707,822742593476.6617,8540905521148.996,-1671854422953.375,0.9560435719280684,0.90625,56.614217939774065,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.05366317697028949,0.14125439357101233,0.05366285378470661,0.14125317884013516,0.9999995398055994,0.9999999999984861,1.0000000476820956,
sst-2,fp32,0,0.001,64,1,0.2325051384159046,0.23250494638085553,9390017350625.707,2183225480622.5332,7419261330996.713,-4153981500251.529,0.8747291996328007,0.875,52.613009946509266,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.1518290897387651,0.3506562469278495,0.1518295794853731,0.35065527406198627,0.999999695183672,0.9999999999998708,1.0000000478453037,
sst-2,fp32,0,0.0015,64,1,0.3556159516079853,0.35561607460757466,9390017350625.707,3339241110726.532,6673472015791.291,-6055786445560.948,0.80377729386615,0.859375,50.0775123181311,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.22075712744740048,0.5285922547999439,0.220756801616349,0.5285928941505981,0.9999998468847149,0.9999999999999447,1.0000000084368665,
