global_step,eps,zo_two_point_precision,fd_mean,td_mean,mae,rmse,sign_acc,corr,probe_num_seeds
200,0.01,fp16,-20.745849609375,-3.037850469350815,37.24454489350319,49.67147156856539,0.625,0.5861902461634976,16
400,0.01,fp16,7.823848724365234,8.195032358169556,21.528817415237427,29.131518793035276,0.8125,0.6547177183144718,16
600,0.01,fp16,-18.349385261535645,-2.542059823870659,17.43456418812275,21.67388021898825,0.75,0.7934578580360272,16
800,0.01,fp16,4.335880279541016,9.777043983340263,42.34256999194622,52.00438746664166,0.625,0.15455305125094915,16
1000,0.01,fp16,-4.827094078063965,-8.491041719913483,38.14890056848526,48.20017968652484,0.5,0.3677529729142549,16
1200,0.01,fp16,-2.117800712585449,4.555071145296097,14.075258761644363,19.614729123300428,0.8125,0.7145797645746164,16
1400,0.01,fp16,4.668903350830078,10.921264886856079,33.45117247104645,41.658016736758015,0.6875,0.2850033014686713,16
1600,0.01,fp16,8.385086059570312,6.387680470943451,24.06886214017868,29.579573495810276,0.75,0.47460044608570984,16
1800,0.01,fp16,-2.9320716857910156,-6.383881896734238,26.289326578378677,31.863608428572757,0.625,0.3273450581103449,16
2000,0.01,fp16,-1.411581039428711,-1.6387494802474976,32.41181445121765,41.1836210428583,0.75,0.5904739704367273,16
2200,0.01,fp16,-6.444644927978516,-0.8999411463737488,13.76995050907135,17.68007617647747,0.75,0.89154732642546,16
2400,0.01,fp16,8.564901351928711,4.599194645881653,24.134104311466217,30.65576219116637,0.5,0.6364077878261332,16
2600,0.01,fp16,-4.5330047607421875,1.9362643361091614,33.09982079267502,42.148649333575015,0.5625,0.3574661046430449,16
2800,0.01,fp16,-1.7850399017333984,10.079879641532898,26.461623072624207,32.866976880464506,0.8125,0.7422027922026265,16
3000,0.01,fp16,-2.1216392517089844,12.302950948476791,35.60237744450569,45.1416456323858,0.5,-0.05702546327760234,16
3200,0.01,fp16,0.6123542785644531,3.1516863107681274,23.111881136894226,30.36545209587329,0.8125,0.715633270271863,16
3400,0.01,fp16,9.247350692749023,34.76725161075592,26.72383224964142,34.71630475219764,0.6875,0.3776152822371679,16
3600,0.01,fp16,-6.052827835083008,-8.781631708145142,24.113409996032715,32.33493177896929,0.75,0.7907791091285179,16
3800,0.01,fp16,3.993654251098633,12.582710564136505,37.22903090715408,42.769603379852015,0.3125,-0.09377166384963655,16
4000,0.01,fp16,3.2984256744384766,7.351282566785812,31.836326986551285,36.065448192641256,0.875,0.6551806292995159,16
4200,0.01,fp16,-6.3925981521606445,5.269309341907501,35.03877753019333,41.88279226364706,0.625,0.3981909118110387,16
4400,0.01,fp16,0.29425621032714844,4.67874801158905,29.80386769771576,43.2351984803061,0.625,0.3388705550418499,16
4600,0.01,fp16,-0.19769668579101562,-5.253619134426117,25.88086611032486,32.98817198916182,0.5625,0.46591065559897277,16
4800,0.01,fp16,7.660865783691406,-2.753257095813751,24.505939781665802,28.184976955881346,0.6875,0.6582219264010132,16
5000,0.01,fp16,2.7132034301757812,-1.5248081386089325,37.00486567616463,44.92068780335051,0.6875,0.31672179968558617,16
5200,0.01,fp16,3.133678436279297,-3.431789308786392,26.831147581338882,32.61345328889638,0.4375,0.2713463578668075,16
5400,0.01,fp16,-3.2523632049560547,2.046626925468445,37.862024903297424,44.835641517418985,0.5,0.3222241680896031,16
5600,0.01,fp16,-1.0371685028076172,-9.926948890089989,26.80703030526638,33.92232512827575,0.6875,0.4926360913649456,16
5800,0.01,fp16,3.5688400268554688,3.436780333518982,27.05119490623474,30.304975058423093,0.625,0.7376643312373813,16
6000,0.01,fp16,10.408782958984375,4.038896381855011,25.746582329273224,32.55202991517584,0.625,0.5149839380875106,16
6200,0.01,fp16,-6.9408416748046875,-2.116871416568756,25.30330401659012,34.85499391131326,0.75,0.6801719887553784,16
6400,0.01,fp16,-5.991411209106445,1.1302123069763184,27.24205470085144,36.92800602628519,0.6875,0.632716573920633,16
6600,0.01,fp16,-5.936527252197266,-13.004003465175629,29.46227353811264,38.61170968468612,0.8125,0.3995855480405529,16
6800,0.01,fp16,9.924125671386719,19.73971951007843,39.69965326786041,45.7551929757776,0.6875,0.34227767092075073,16
7000,0.01,fp16,0.5662918090820312,0.3091690167784691,24.353236354887486,30.378935415867094,0.625,0.6004360619921603,16
7200,0.01,fp16,0.9528636932373047,-6.51451376080513,26.464358299970627,39.66613157528425,0.5625,0.29089709124224883,16
7400,0.01,fp16,2.32696533203125,-0.4042515754699707,40.03221023082733,50.90262722851289,0.5625,0.3904159404474226,16
7600,0.01,fp16,-1.3015508651733398,-5.470994204282761,35.00977250933647,41.08889419573024,0.625,0.3929324448174228,16
7800,0.01,fp16,24.950838088989258,10.2704176902771,22.984450101852417,33.3135953258842,0.6875,0.6834924406696034,16
