global_step,eps,zo_two_point_precision,fd_mean,td_mean,mae,rmse,sign_acc,corr,probe_num_seeds
200,3e-05,fp16,-2.415975496172905,-2.9491646587848663,6.791258409619331,7.423617544831436,1.0,0.9915551011486005,16
400,3e-05,fp16,5.722046010196209,7.07044780254364,3.923583574593067,4.550509088559501,0.9375,0.9941675170868554,16
600,3e-05,fp16,-4.180272802710533,-4.5941131711006165,3.060009613633156,3.8780832972944315,1.0,0.9879193950445021,16
800,3e-05,fp16,11.761984467506409,11.324970602989197,3.974947839975357,5.078391271370195,0.9375,0.9949922533441562,16
1000,3e-05,fp16,-7.184346422553062,-7.713458597660065,3.886599376797676,4.842757185657327,0.9375,0.994841646314701,16
1200,3e-05,fp16,4.386901922523975,3.578418254852295,3.2744468227028847,4.104719621384325,0.875,0.9892364774817158,16
1400,3e-05,fp16,12.715658627450466,12.698401629924774,2.8922034278512,3.382482695447852,0.9375,0.9939983710681298,16
1600,3e-05,fp16,13.383230373263359,11.604335248470306,4.3219562619924545,4.80820445610213,0.8125,0.9883987520480786,16
1800,3e-05,fp16,-4.514059141278267,-4.962097942829132,2.7485025376081467,3.179297071455787,0.9375,0.9956924900290948,16
2000,3e-05,fp16,-5.9445706605911255,-5.15687495470047,3.6395252346992493,4.604956161727317,1.0,0.995328907610578,16
2200,3e-05,fp16,-6.3578296303749084,-4.826647043228149,3.1174177527427673,4.382349957958588,1.0,0.9953047055594921,16
2400,3e-05,fp16,5.976358987390995,5.779202610254288,2.7079287245869637,3.1611658804795364,0.9375,0.997008409678133,16
2600,3e-05,fp16,1.1126199886202812,2.2399345338344574,4.142756246030331,4.927098696529746,0.9375,0.9939731530879881,16
2800,3e-05,fp16,3.7511193454265594,3.6502501368522644,5.559649974107742,6.508855293151753,1.0,0.9912260875051613,16
3000,3e-05,fp16,14.623007416725159,13.807283282279968,3.099345862865448,4.1866892579253525,1.0,0.9936801327039522,16
3200,3e-05,fp16,6.9618229418993,6.272133827209473,4.879966571927071,5.635576787739441,1.0,0.9889508729141269,16
3400,3e-05,fp16,31.344097957015038,31.043315827846527,3.2495246678590775,4.273122679216709,1.0,0.9839009320850601,16
3600,3e-05,fp16,-6.421407759189606,-11.052818328142166,14.403344482183456,19.587536945633737,0.9375,0.9631286652941426,16
3800,3e-05,fp16,15.735627263784409,15.694071590900421,3.9312913715839386,4.610426472400275,0.9375,0.9890486362957802,16
4000,3e-05,fp16,2.4477643370628357,2.4196382761001587,3.4310342669487,4.146213048580238,1.0,0.9965123102980612,16
4200,3e-05,fp16,4.8637396693229675,4.93428099155426,2.9892892837524414,3.9971482962540064,0.9375,0.9968193704951692,16
4400,3e-05,fp16,-0.3496801555156708,-1.0890031903982162,3.8662975877523422,4.772860339585263,0.9375,0.9927594768467025,16
4600,3e-05,fp16,-8.360545665025711,-7.56579715013504,2.3223715722560883,2.829449505371938,0.9375,0.9961221418895666,16
4800,3e-05,fp16,2.7020773515105247,1.9664334058761597,4.659204982221127,5.793351212986533,0.9375,0.989187710123406,16
5000,3e-05,fp16,-5.3723660707473755,-5.89042991399765,4.222038745880127,4.925784366846979,1.0,0.9933111140813229,16
5200,3e-05,fp16,-3.6239628344774246,-3.4072287678718567,3.3425354808568954,4.25250122644561,1.0,0.99332844390949,16
5400,3e-05,fp16,3.4332271814346313,4.771842747926712,2.7016737163066864,3.252515365818699,1.0,0.997574852366635,16
5600,3e-05,fp16,-11.793773524463177,-12.673194468021393,3.852298967540264,4.746400218972024,1.0,0.9897345442092979,16
5800,3e-05,fp16,6.071727424860001,6.882966175675392,3.7358655780553818,4.345028150092506,1.0,0.9947962484921924,16
6000,3e-05,fp16,-1.0808312594890594,-1.617555320262909,3.1864502131938934,3.5907269054777684,1.0,0.9955965148691828,16
6200,3e-05,fp16,-1.1126201152801514,13.578995637595654,21.440766982734203,23.117937845279176,0.5625,0.9252864083188784,16
6400,3e-05,fp16,-6.29425111413002,-6.014937222003937,3.105838030576706,3.806823036065231,1.0,0.9966719852654898,16
6600,3e-05,fp16,-9.218852669000626,-11.499804437160492,6.033085256814957,7.067264947080323,0.9375,0.9918725362305064,16
6800,3e-05,fp16,19.995373159646988,20.737879514694214,4.724757939577103,5.353048888537922,1.0,0.9930417463326974,16
7000,3e-05,fp16,-5.308787651360035,-4.985810816287994,3.7291143611073494,4.993585432790564,1.0,0.9908928534681811,16
7200,3e-05,fp16,-4.3551129922270775,-5.3186938762664795,3.8533680960536003,4.560182369940549,0.9375,0.9907974028117112,16
7400,3e-05,fp16,-6.357829749584198,-6.397073298692703,4.064228683710098,5.463969971625146,1.0,0.9936472315272674,16
7600,3e-05,fp16,-6.453196719288826,-6.445636689662933,3.0425848811864853,3.87864876060442,1.0,0.9963979079301655,16
7800,3e-05,fp16,11.412303417921066,11.64469689130783,3.4912457168102264,3.88842644056049,1.0,0.994338912534313,16
8000,3e-05,fp16,1.1761980056762695,-0.34609830379486084,3.759791135787964,4.851049335193852,0.9375,0.9947663521277669,16
8200,3e-05,fp16,-6.167094051837921,-6.742879867553711,4.773105680942535,5.267723396601729,1.0,0.9886810378154508,16
8400,3e-05,fp16,1.0490423440933228,1.8101534843444824,4.079851984977722,4.806407841322247,0.9375,0.99240674355086,16
8600,3e-05,fp16,12.111664146184921,12.745130181312561,3.9140200912952423,4.664326182444697,0.9375,0.9950801972431037,16
8800,3e-05,fp16,3.2742821872234344,3.7543646097183228,5.484505712985992,6.3709967916962515,0.9375,0.984633309461133,16
9000,3e-05,fp16,-3.8782756365835667,-4.157156467437744,2.311794850975275,2.8253793889162875,1.0,0.9979010009093463,16
9200,3e-05,fp16,9.791057594120502,7.446219027042389,5.778199024498463,6.552810669622073,1.0,0.9908788932895276,16
9400,3e-05,fp16,-4.22795657068491,-4.1016925573349,3.846253417432308,5.293519234707533,1.0,0.9884580804153643,16
9600,3e-05,fp16,1.9709269367158413,0.8702606856822968,4.166527304798365,4.753883841311166,0.9375,0.9848949444287387,16
9800,3e-05,fp16,8.837381541728973,6.018435478210449,4.791584640741348,6.085354516889765,1.0,0.9960065472233578,16
10000,3e-05,fp16,16.021729975938797,16.271327257156372,4.033856600522995,5.397572246127688,1.0,0.9936313414567187,16
10200,3e-05,fp16,21.123887661844492,22.55615657567978,3.2441711984574795,4.078685158525697,1.0,0.9960817746623745,16
10400,3e-05,fp16,9.123485088348389,8.408353298902512,5.793583005666733,7.151620739002544,0.9375,0.9823751431245473,16
10600,3e-05,fp16,-14.591217994689941,-15.593073546886444,4.4195340275764465,5.1405714891107746,1.0,0.9937085369492591,16
