global_step,eps,zo_two_point_precision,fd_mean,td_mean,mae,mse,rmse,sign_acc,corr,probe_num_seeds
200,0.003,fp16,-0.8157095443457365,-2.9489746689796448,13.790406258776784,317.4979833941532,17.818473093790985,0.5625,0.13372949702515496,16
400,0.003,fp16,5.365212913602591,-0.730615645647049,12.376158531755209,227.7096144401773,15.090050180174263,0.375,-0.26703735775622217,16
600,0.003,fp16,2.813816199079156,-9.744796395301819,17.43127360008657,538.039982149987,23.195688869916907,0.5,0.03444563952123875,16
800,0.003,fp16,-1.163323737680912,-3.946989133954048,17.095427878201008,403.7313337528252,20.093066808051606,0.25,-0.3467429939912931,16
1000,0.003,fp16,3.7751198140904307,1.6425611153244972,12.63274956215173,236.7375311039193,15.38627736341443,0.4375,-0.25925373049741496,16
1200,0.003,fp16,3.858089730143547,-1.742393709719181,13.258674494922161,261.57086063100013,16.173152464222927,0.3125,-0.2596441845226729,16
1400,0.003,fp16,-1.044432365335524,0.4515319690108299,7.935695537365973,96.36812877038179,9.816726988685271,0.75,0.4452092452560644,16
1600,0.003,fp16,-0.3833770975470543,-2.837672546505928,9.271015904843807,115.65700536216968,10.754394699943353,0.375,0.10020640981671398,16
1800,0.003,fp16,0.37161512672901154,-3.0776527896523476,11.282050184905529,231.9692324385629,15.2305361835545,0.5625,0.05418208650498999,16
2000,0.003,fp16,2.048333466053009,-1.725201990455389,14.97887060418725,379.86863451194563,19.49021894468981,0.4375,-0.18427160307734922,16
2200,0.003,fp16,2.0173390805721283,3.0270427614450455,9.15524573624134,122.33522281861606,11.06052543139864,0.625,0.44815691483441805,16
2400,0.003,fp16,-2.4669965505599976,2.5012396667152643,11.054552713409066,164.99717965752419,12.845122796514021,0.4375,-0.06769391875189239,16
2600,0.003,fp16,-2.0503997653722763,-3.975210338830948,11.659685656428337,180.23502951845524,13.42516404065348,0.4375,0.01924206610281518,16
2800,0.003,fp16,-2.532164429081604,1.336322657763958,9.475714287953451,176.44555175414283,13.283280910759315,0.625,-0.0758780868801417,16
3000,0.003,fp16,0.7476806491613388,-0.8432071432471275,15.038795627653599,298.8124105258892,17.28619132504003,0.375,-0.11399197062280791,16
3200,0.003,fp16,5.3784055560827255,0.8497603684663773,20.794655948877335,612.5847892272132,24.750450283322387,0.3125,-0.3994814993062704,16
3400,0.003,fp16,-1.1175474375486374,-0.46566762030124664,11.130154937505722,173.4507998374801,13.170072127269467,0.3125,-0.3544332991612115,16
3600,0.003,fp16,-1.4745395481586456,-1.0097845792770386,11.06618943810463,179.34409323595867,13.391941354260728,0.6875,0.4903401870181006,16
3800,0.003,fp16,-0.15242896974086761,0.4376424252986908,11.168631449341774,187.45376028193814,13.69137539774358,0.625,0.24356631770405174,16
4000,0.003,fp16,-6.012439975515008,3.2535180002450943,17.05473711527884,430.2569812343402,20.742636795603886,0.5625,0.1550857440386014,16
4200,0.003,fp16,1.4050802141427994,1.4946588426828384,12.39599233865738,300.5748192947383,17.337093738419316,0.6875,-0.3598256851147294,16
4400,0.003,fp16,0.7038115933537483,-1.7849395275115967,13.32287972420454,259.2164499083297,16.100200306466057,0.25,-0.2333260109336288,16
4600,0.003,fp16,6.751060601323843,3.280406553298235,11.508230276405811,195.2283531990046,13.972414007572372,0.625,0.1294699332625105,16
4800,0.003,fp16,1.886049885302782,-1.4731783419847488,14.585352722555399,362.7474644259798,19.045930390137936,0.5625,0.07429076941423804,16
5000,0.003,fp16,-0.9805362317711115,3.513973481953144,9.528876973316073,154.77332370859847,12.440792728303068,0.5625,0.0645769981452565,16
5200,0.003,fp16,1.639048358425498,-0.7253328114748001,17.253037190064788,481.8458356406014,21.9509871222367,0.5,-0.011300379760927752,16
5400,0.003,fp16,-1.871109127998352,-0.18881845474243164,9.909775748848915,132.8912237728323,11.527845582450881,0.375,-0.2393446436169961,16
5600,0.003,fp16,2.2276243194937706,0.18534871190786362,12.986195981502533,228.17114757783398,15.105335070028536,0.375,-0.17519056471936165,16
5800,0.003,fp16,-2.6337306294590235,1.4009969234466553,12.764418369159102,238.90186657687912,15.456450646150271,0.5625,0.20173792391189357,16
6000,0.003,fp16,-2.568245033500716,-2.046614196151495,9.648542993934825,140.19096205101638,11.840226435799966,0.5,-0.07762503013101756,16
6200,0.003,fp16,6.421089328825474,-5.265009373426437,14.264844007790089,365.3445495392324,19.11398832110223,0.375,-0.5008499967400908,16
6400,0.003,fp16,-0.6631215009838343,-3.1530704759061337,7.673521274700761,116.4586684507384,10.79160175556615,0.4375,-0.24018004060321804,16
6600,0.003,fp16,-0.8351008296012878,-0.40614935383200645,7.647968400269747,137.6861008014523,11.733972081160426,0.5625,-0.25884202582260973,16
6800,0.003,fp16,-0.8214314430952072,1.4211003631353378,7.246857434511185,82.55671615142391,9.08607264726757,0.625,0.25305905036634735,16
7000,0.003,fp16,3.3094089357182384,1.1144882664084435,13.353306104429066,259.7283603741728,16.116090108155042,0.5,-0.1031327234298952,16
7200,0.003,fp16,2.269109135493636,-6.1227942481637,12.36579774133861,211.37361763833906,14.538693807847356,0.4375,0.17664208976086881,16
7400,0.003,fp16,-2.840518958866596,12.324949026107788,16.339774079620838,664.842981364572,25.784549275963155,0.6875,-0.14500117957405975,16
7600,0.003,fp16,-0.5618731901049614,-1.567360445857048,10.314941503107548,154.60310919394004,12.433949862933341,0.5,0.06575434941254128,16
7800,0.003,fp16,2.5765102207660675,-5.535031795501709,11.843473732471466,231.45221703900938,15.213553728140226,0.4375,0.27257764712043625,16
8000,0.003,fp16,0.030040714889764786,-0.752887561917305,9.483853984624147,146.65873058560692,12.110273761794442,0.5,0.016519276970587953,16
8200,0.003,fp16,0.7850329764187336,-2.682580664753914,10.319366339594126,132.30299756032883,11.502304010950539,0.3125,-0.11111199210365244,16
8400,0.003,fp16,1.713116966187954,2.0378592014312744,15.615992210805416,424.2606620480309,20.597588743540612,0.5625,0.10677799443397046,16
8600,0.003,fp16,2.9357275541406125,7.412337526679039,7.965538260759786,98.19119531539927,9.909147052869852,0.6875,0.46690218808604367,16
8800,0.003,fp16,-0.96241638623178,4.840113013982773,11.2936308439821,180.79110734220637,13.445858371342693,0.5,0.12754841836139238,16
9000,0.003,fp16,0.15481315553188324,1.9358707899227738,13.000827214680612,218.02413309208467,14.765640287237282,0.4375,-0.3370464015666958,16
9200,0.003,fp16,3.640651762485504,2.277466341853142,10.880461886525154,163.86008648195883,12.800784604154497,0.5,0.04994948992178435,16
