step,loss_plus,loss_minus,train_loss,d_h,d_h_finite,update_norm,seconds,scale_refreshed,eval_loss,eval_acc,nan_flag
1,1.884765625,2.001953125,1.943359375,-83.70535714285714,True,1.690602904316414,4.778823137283325,True,,,False
2,1.994140625,2.0546875,2.0244140625,-43.247767857142854,True,0.8734733751238496,0.5455143451690674,True,,,False
3,1.8232421875,2.013671875,1.91845703125,-136.02120535714286,True,2.7472661465656665,0.385697603225708,True,,,False
4,1.8603515625,1.9619140625,1.9111328125,-72.54464285714286,True,1.4652200795211163,0.397615909576416,True,,,False
5,1.8251953125,1.927734375,1.87646484375,-73.2421875,True,1.4793443308318783,0.38669395446777344,True,,,False
6,1.9931640625,1.8994140625,1.9462890625,66.96428571428571,True,1.3525536461560514,0.38442325592041016,True,,,False
7,2.076171875,1.8603515625,1.96826171875,154.15736607142858,True,3.1134313930497055,0.39017415046691895,True,,,False
8,1.921875,1.916015625,1.9189453125,4.185267857142857,True,0.08452731021325732,0.3941359519958496,True,,,False
9,1.8681640625,1.96875,1.91845703125,-71.84709821428571,True,1.4511586760742292,0.3878772258758545,True,,,False
10,2.099609375,2.03125,2.0654296875,48.828125,True,0.9862279671790825,0.38718581199645996,True,,,False
11,2.171875,2.03125,2.1015625,100.44642857142857,True,2.0287142202456474,0.39955830574035645,True,,,False
12,2.033203125,1.9296875,1.9814453125,73.93973214285714,True,1.4933631601473296,0.3856017589569092,True,,,False
13,1.8408203125,1.6513671875,1.74609375,135.32366071428572,True,2.733038925748963,0.38512539863586426,True,,,False
14,1.94140625,1.931640625,1.9365234375,6.975446428571429,True,0.14088325373546626,0.39785075187683105,True,,,False
15,1.962890625,1.8671875,1.9150390625,68.359375,True,1.3806811706596256,0.38408589363098145,True,,,False
16,1.9794921875,1.87109375,1.92529296875,77.42745535714286,True,1.5638600358031103,0.38494062423706055,True,,,False
17,2.017578125,1.931640625,1.974609375,61.38392857142857,True,1.239758813065751,0.39034128189086914,True,,,False
18,1.8515625,1.8046875,1.828125,33.482142857142854,True,0.6762293479379478,0.3867764472961426,True,,,False
19,2.0234375,1.9248046875,1.97412109375,70.45200892857143,True,1.4228792764328773,0.38524556159973145,True,,,False
20,2.0546875,1.9306640625,1.99267578125,88.58816964285714,True,1.7893007648943524,0.38530826568603516,True,,,False
21,1.91796875,1.8896484375,1.90380859375,20.228794642857142,True,0.4085814315918853,0.39103174209594727,True,,,False
22,1.87109375,1.798828125,1.8349609375,51.61830357142857,True,1.0426092027479348,0.38915443420410156,True,,,False
23,2.052734375,2.001953125,2.02734375,36.27232142857143,True,0.7325584729162306,0.3867490291595459,True,,,False
24,1.8134765625,1.861328125,1.83740234375,-34.1796875,True,0.6902848585383348,0.3881206512451172,True,,,False
25,1.818359375,1.8388671875,1.82861328125,-14.6484375,True,0.2958572710710286,0.3865170478820801,True,,,False
26,1.921875,1.8544921875,1.88818359375,48.130580357142854,True,0.972095987885713,0.3917350769042969,True,,,False
27,1.765625,2.04296875,1.904296875,-198.10267857142858,True,4.001125123867356,0.3904695510864258,True,,,False
28,1.8818359375,1.8056640625,1.84375,54.408482142857146,True,1.099002632043677,0.39212703704833984,True,,,False
29,1.78125,1.83984375,1.810546875,-41.85267857142857,True,0.8452867147036017,0.3863997459411621,True,,,False
30,1.7890625,1.6806640625,1.73486328125,77.42745535714286,True,1.5637947294310632,0.3849630355834961,True,,,False
31,1.7724609375,1.78125,1.77685546875,-6.277901785714286,True,0.1267972869948775,0.40138697624206543,True,,,False
32,1.8232421875,1.80859375,1.81591796875,10.463169642857142,True,0.2113248546846595,0.3847334384918213,True,,,False
33,1.8369140625,1.833984375,1.83544921875,2.0926339285714284,True,0.04226499830774636,0.38472700119018555,True,,,False
34,1.767578125,1.8525390625,1.81005859375,-60.68638392857143,True,1.225665865284046,0.39902305603027344,True,,,False
35,1.7666015625,1.7451171875,1.755859375,15.345982142857142,True,0.309950500837152,0.38507628440856934,True,,,False
36,1.8125,1.9140625,1.86328125,-72.54464285714286,True,1.4652688621663068,0.38579559326171875,True,,,False
37,1.7509765625,1.7919921875,1.771484375,-29.296875,True,0.5917299317615895,0.390946626663208,True,,,False
38,1.857421875,1.9306640625,1.89404296875,-52.315848214285715,True,1.0566156174397032,0.3967726230621338,True,,,False
39,1.9404296875,1.71875,1.82958984375,158.34263392857142,True,3.1980612396648898,0.3857710361480713,True,,,False
40,1.830078125,1.8037109375,1.81689453125,18.833705357142858,True,0.3803928333090807,0.38647913932800293,True,,,False
41,1.740234375,1.7333984375,1.73681640625,4.8828125,True,0.0986227825349122,0.398364782333374,True,,,False
42,1.8486328125,1.7158203125,1.7822265625,94.86607142857143,True,1.9160133163439776,0.3846089839935303,True,,,False
43,1.6953125,1.8486328125,1.77197265625,-109.51450892857143,True,2.212034118515916,0.38665103912353516,True,,,False
44,1.9033203125,1.728515625,1.81591796875,124.86049107142857,True,2.521682667873362,0.40015101432800293,True,,,False
45,1.8544921875,1.8359375,1.84521484375,13.253348214285715,True,0.26768370989364076,0.3866846561431885,True,,,False
46,1.7265625,1.9248046875,1.82568359375,-141.6015625,True,2.859882731071714,0.3850243091583252,True,,,False
47,1.705078125,1.763671875,1.734375,-41.85267857142857,True,0.8453540166976963,0.38817715644836426,True,,,False
48,1.8271484375,1.7822265625,1.8046875,32.08705357142857,True,0.6480618165161623,0.3855626583099365,True,,,False
49,1.7958984375,1.75390625,1.77490234375,29.994419642857142,True,0.605779305014342,0.38628530502319336,True,,,False
50,1.8798828125,1.701171875,1.79052734375,127.65066964285714,True,2.5783165860586466,0.389052152633667,True,,,False
51,2.01171875,1.7353515625,1.87353515625,197.40513392857142,True,3.987067158088175,0.39697980880737305,True,,,False
52,1.669921875,1.6474609375,1.65869140625,16.043526785714285,True,0.3240304047107061,0.3869926929473877,True,,,False
53,1.6787109375,1.826171875,1.75244140625,-105.32924107142857,True,2.1273690941537566,0.3921339511871338,True,,,False
54,1.6904296875,1.63671875,1.66357421875,38.364955357142854,True,0.7748667398810791,0.3976757526397705,True,,,False
55,1.7265625,1.90234375,1.814453125,-125.55803571428572,True,2.5358735741480984,0.385103702545166,True,,,False
56,1.6904296875,1.6337890625,1.662109375,40.457589285714285,True,0.8171645198914274,0.38464832305908203,True,,,False
57,1.67578125,1.8037109375,1.73974609375,-91.37834821428571,True,1.8456031207115275,0.3917875289916992,True,,,False
58,1.814453125,1.765625,1.7900390625,34.877232142857146,True,0.7043877182033799,0.38550591468811035,True,,,False
59,1.7578125,1.6748046875,1.71630859375,59.291294642857146,True,1.1975812279662974,0.38571977615356445,True,,,False
60,1.68359375,1.697265625,1.6904296875,-9.765625,True,0.19722960920932806,0.3860793113708496,True,,,False
61,1.8486328125,1.7626953125,1.8056640625,61.38392857142857,True,1.23983505107273,0.3941230773925781,True,,,False
62,1.8193359375,1.66796875,1.74365234375,108.11941964285714,True,2.1838293014325725,0.38542628288269043,True,,,False
63,1.7001953125,1.6796875,1.68994140625,14.6484375,True,0.2958608179420388,0.3856775760650635,True,,,False
64,1.6884765625,1.84375,1.76611328125,-110.90959821428572,True,2.240103895082102,0.40363454818725586,True,,,False
65,1.7158203125,1.78515625,1.75048828125,-49.525669642857146,True,1.0003054631399557,0.38771939277648926,True,,,False
66,1.76953125,1.787109375,1.7783203125,-12.555803571428571,True,0.25360299666494834,0.3848867416381836,True,,,False
67,1.8115234375,1.7509765625,1.78125,43.247767857142854,True,0.8734969607925308,0.38720202445983887,True,,,False
68,1.794921875,1.8173828125,1.80615234375,-16.043526785714285,True,0.32405892324036534,0.5019512176513672,True,,,False
69,1.59765625,1.76171875,1.6796875,-117.1875,True,2.367012213482887,0.39464497566223145,True,,,False
70,1.7216796875,1.8017578125,1.76171875,-57.198660714285715,True,1.1553099990982472,0.38805055618286133,True,,,False
71,1.6806640625,1.76171875,1.72119140625,-57.89620535714286,True,1.169312054413203,0.39705991744995117,True,,,False
72,1.63671875,1.6025390625,1.61962890625,24.4140625,True,0.49312027979112033,0.38652944564819336,True,,,False
73,1.7099609375,1.658203125,1.68408203125,36.96986607142857,True,0.7466708429733406,0.39271044731140137,True,,,False
74,1.6298828125,1.6318359375,1.630859375,-1.3950892857142858,True,0.028177270956237333,0.3915071487426758,True,,,False
75,1.775390625,1.759765625,1.767578125,11.160714285714286,True,0.22541900967603257,0.3918919563293457,True,,,False
76,1.716796875,1.6611328125,1.68896484375,39.760044642857146,True,0.8030805661106635,0.38872742652893066,True,,,False
77,1.6708984375,1.6689453125,1.669921875,1.3950892857142858,True,0.028177849907857877,0.39136362075805664,True,,,False
78,1.6455078125,1.6396484375,1.642578125,4.185267857142857,True,0.08453193265888324,0.3875415325164795,True,,,False
79,1.662109375,1.666015625,1.6640625,-2.7901785714285716,True,0.056354465292840425,0.386608362197876,True,,,False
80,1.67578125,1.724609375,1.7001953125,-34.877232142857146,True,0.7044480336288065,0.38775110244750977,True,,,False
81,1.603515625,1.611328125,1.607421875,-5.580357142857143,True,0.11270458973409396,0.3994455337524414,True,,,False
82,1.740234375,1.7138671875,1.72705078125,18.833705357142858,True,0.38039625302020685,0.3883790969848633,True,,,False
83,1.7001953125,1.603515625,1.65185546875,69.05691964285714,True,1.3948111452672964,0.38671302795410156,True,,,False
84,1.775390625,1.6181640625,1.69677734375,112.3046875,True,2.2682048801854875,0.3957810401916504,True,,,False
85,1.650390625,1.681640625,1.666015625,-22.321428571428573,True,0.4508397233947334,0.38611865043640137,True,,,False
86,1.611328125,1.634765625,1.623046875,-16.741071428571427,True,0.3381466312732316,0.3863353729248047,True,,,False
87,1.6806640625,1.7451171875,1.712890625,-46.03794642857143,True,0.9298881653870392,0.3965566158294678,True,,,False
88,1.6181640625,1.6328125,1.62548828125,-10.463169642857142,True,0.21133116822860992,0.39276909828186035,True,,,False
89,1.724609375,1.6650390625,1.69482421875,42.550223214285715,True,0.8593511114905455,0.38690900802612305,True,,,False
90,1.6904296875,1.751953125,1.72119140625,-43.9453125,True,0.8875957907667616,0.3888204097747803,True,,,False
91,1.6982421875,1.71484375,1.70654296875,-11.858258928571429,True,0.2395045551452738,0.3939242362976074,True,,,False
92,1.6845703125,1.6103515625,1.6474609375,53.01339285714286,True,1.0707860217036385,0.3880493640899658,True,,,False
93,1.763671875,1.6796875,1.7216796875,59.988839285714285,True,1.2116191993247445,0.3879117965698242,True,,,False
94,1.6611328125,1.658203125,1.65966796875,2.0926339285714284,True,0.04226512079264965,0.3935396671295166,True,,,False
95,1.7197265625,1.6220703125,1.6708984375,69.75446428571429,True,1.4088446485786992,0.38686060905456543,True,,,False
96,1.708984375,1.6416015625,1.67529296875,48.130580357142854,True,0.9721315276063297,0.38865041732788086,True,,,False
97,1.673828125,1.6142578125,1.64404296875,42.550223214285715,True,0.8594097915515873,0.3925666809082031,True,,,False
98,1.7392578125,1.6708984375,1.705078125,48.828125,True,0.9862004955970882,0.3852572441101074,True,,,False
99,1.7685546875,1.7548828125,1.76171875,9.765625,True,0.19723981004819363,0.3883051872253418,True,,,False
100,1.6826171875,1.765625,1.72412109375,-59.291294642857146,True,1.197577179427873,0.3859837055206299,True,,,False
101,1.669921875,1.677734375,1.673828125,-5.580357142857143,True,0.11270725566563382,0.5479040145874023,True,,,False
102,1.6748046875,1.630859375,1.65283203125,31.38950892857143,True,0.6339487764330222,0.38625097274780273,True,,,False
103,1.58984375,1.7236328125,1.65673828125,-95.56361607142857,True,1.9302078515937933,0.3867461681365967,True,,,False
104,1.671875,1.625,1.6484375,33.482142857142854,True,0.676275278124408,0.393357515335083,True,,,False
105,1.6982421875,1.7119140625,1.705078125,-9.765625,True,0.1972531576536257,0.38799262046813965,True,,,False
106,1.7724609375,1.673828125,1.72314453125,70.45200892857143,True,1.4229398945983793,0.3881676197052002,True,,,False
107,1.611328125,1.6376953125,1.62451171875,-18.833705357142858,True,0.38041285811449393,0.3901350498199463,True,,,False
108,1.66796875,1.658203125,1.6630859375,6.975446428571429,True,0.14089336143614636,0.38707756996154785,True,,,False
109,1.6181640625,1.6279296875,1.623046875,-6.975446428571429,True,0.14089351876898,0.3867356777191162,True,,,False
110,1.615234375,1.671875,1.6435546875,-40.457589285714285,True,0.8171460045171589,0.39219021797180176,True,,,False
111,1.6005859375,1.6708984375,1.6357421875,-50.223214285714285,True,1.0143438535186922,0.3918650150299072,True,,,False
112,1.630859375,1.6328125,1.6318359375,-1.3950892857142858,True,0.028177578240763668,0.3872356414794922,True,,,False
113,1.6240234375,1.6669921875,1.6455078125,-30.691964285714285,True,0.6199349221034411,0.3875746726989746,True,,,False
114,1.712890625,1.703125,1.7080078125,6.975446428571429,True,0.14088130473204868,0.39096903800964355,True,,,False
115,1.6552734375,1.7451171875,1.7001953125,-64.17410714285714,True,1.2961657253722179,0.3857102394104004,True,,,False
116,1.623046875,1.6474609375,1.63525390625,-17.438616071428573,True,0.3522027332861543,0.3869318962097168,True,,,False
117,1.697265625,1.7392578125,1.71826171875,-29.994419642857142,True,0.6058767717975647,0.39417362213134766,True,,,False
118,1.67578125,1.7001953125,1.68798828125,-17.438616071428573,True,0.35222488475389446,0.3859415054321289,True,,,False
119,1.6376953125,1.734375,1.68603515625,-69.05691964285714,True,1.3948414285215143,0.38896870613098145,True,,,False
120,1.6962890625,1.6494140625,1.6728515625,33.482142857142854,True,0.6762403724197045,0.3869016170501709,True,,,False
121,1.74609375,1.79296875,1.76953125,-33.482142857142854,True,0.6762375410102885,0.38213419914245605,True,,,False
122,1.728515625,1.7021484375,1.71533203125,18.833705357142858,True,0.38038949525047505,0.3877542018890381,True,,,False
123,1.6494140625,1.6533203125,1.6513671875,-2.7901785714285716,True,0.056353147761813056,0.38740968704223633,True,,,False
124,1.7021484375,1.6845703125,1.693359375,12.555803571428571,True,0.25360021464660315,0.4012722969055176,True,,,False
