global_step,training_h_source,training_h,h_additive,h_two_point,h_two_point_tilde,eps_est,nu3_est,noise_est,delta_tilde,g_tilde,l_tilde,delta_hat,g_hat,l_hat,h2,two_point_precision,additive_noise_precision
50,fixed,1e-05,0.001,0.0005469084940516612,0.00029910890086585595,nan,nan,nan,4.381596590974368e-05,12.825966528890898,3.8495750079535965e-06,4.381596590974368e-05,12.825966528890898,3.8495750079535965e-06,0.006619362953467931,fp16,fp16
100,fixed,1e-05,0.001,0.00039131618781414087,0.0002799889936083669,nan,nan,nan,4.483387601794675e-05,10.256422694611436,4.148689797257908e-06,4.4324920963845216e-05,11.541194611751166,3.999132402605752e-06,0.006619362953467931,fp16,fp16
150,fixed,1e-05,0.001,0.00032593327924719306,0.0002714748477803449,nan,nan,nan,4.401724800118245e-05,8.469210459609071,3.5424053275125614e-06,4.401724800118245e-05,10.517199894370469,3.8495750079535965e-06,0.006657696370655936,fp16,fp16
200,fixed,1e-05,0.001,0.0002939041552333463,0.0002650224998899702,nan,nan,nan,4.406936204759404e-05,6.896117566941055,3.210965277144892e-06,4.406936204759404e-05,9.611929312513116,3.695990167733079e-06,0.006634549570331241,fp16,fp16
250,fixed,1e-05,0.001,0.0002797588755348409,0.00026629439239598304,nan,nan,nan,4.560055458568968e-05,12.090637718387072,8.29903959593811e-06,4.406936204759404e-05,10.107670993687908,3.8495750079535965e-06,0.006638475882881103,fp16,fp16
300,fixed,1e-05,0.001,0.00025627250785636275,0.00023475787196181532,nan,nan,nan,4.255156818544492e-05,4.616373323923785,2.1924658328526356e-05,4.406936204759404e-05,8.465752352694484,4.148689797257908e-06,0.006638475882881103,fp16,fp16
350,fixed,1e-05,0.001,0.00021807384182894596,0.00018556887310241905,nan,nan,nan,4.5188538933871314e-05,9.528540253319939,6.6911306924429e-06,4.5188538933871314e-05,8.320175864436184,6.6911306924429e-06,0.006638475882881103,fp16,fp16
400,fixed,1e-05,0.001,0.000192792239416595,0.00017044156817496925,nan,nan,nan,4.4659169361693785e-05,10.912586786230047,1.4687140540516572e-05,4.4659169361693785e-05,8.80885112976038,8.29903959593811e-06,0.006722242106163041,fp16,fp16
450,fixed,1e-05,0.001,0.0001810181339060865,0.00016996309032977269,nan,nan,nan,4.3718762753997e-05,6.649175226160257,6.484953433682153e-06,4.4659169361693785e-05,8.759462661604221,8.29903959593811e-06,0.006682751631004536,fp16,fp16
500,fixed,1e-05,0.001,0.00018216503222230523,0.00018331919707983348,nan,nan,nan,4.5783217501593754e-05,9.372886081108913,6.244027657850187e-06,4.4659169361693785e-05,8.215912334148587,6.6911306924429e-06,0.006682751631004536,fp16,fp16
