global_step,eps,zo_two_point_precision,fd_mean,td_mean,td_u2_mean_debug,mae,mse,rmse,sign_acc,corr,mae_u2_debug,mse_u2_debug,rmse_u2_debug,sign_acc_u2_debug,corr_u2_debug,probe_num_seeds
200,1e-05,fp16,4.690885543823242,3.888075765222311,,4.120029982179403,24.697641780963522,4.969672200554431,1.0,0.9714945569506108,,,,,,16
400,1e-05,fp16,1.7046928405761719,0.892615307122469,,2.4636494405567646,9.920152747427778,3.149627398189789,0.8125,0.9247467443567723,,,,,,16
600,1e-05,fp16,1.52587890625,-0.8754864446818829,,2.7177704982459545,12.190576324615343,3.491500583504941,0.875,0.8789322189416741,,,,,,16
800,1e-05,fp16,-0.8702278137207031,-2.070207815617323,,3.9044273607432842,22.694033060312258,4.763825464929656,0.8125,0.8964901819623369,,,,,,16
1000,1e-05,fp16,0.7867813110351562,0.4775298088788986,,3.6984683871269226,19.75938977907793,4.445153515805493,0.8125,0.8310544951197184,,,,,,16
1200,1e-05,fp16,2.3484230041503906,2.0311077386140823,,2.454871103167534,8.019932967707792,2.8319486167139036,0.875,0.9155725925787793,,,,,,16
1400,1e-05,fp16,-4.184246063232422,-2.0265536047518253,,4.201727148145437,23.800234620342966,4.878548413241686,0.8125,0.7574278826963562,,,,,,16
1600,1e-05,fp16,0.7867813110351562,-0.5717445202171803,,3.316739033907652,16.920049604295254,4.113398789844629,0.6875,0.7600293147828215,,,,,,16
1800,1e-05,fp16,0.3933906555175781,0.3748125545680523,,3.3594634123146534,18.515027046388028,4.302909137593778,0.9375,0.8000636253240041,,,,,,16
2000,1e-05,fp16,0.9298324584960938,0.44418254867196083,,2.7927356101572514,13.383710187777366,3.6583753481261825,1.0,0.8922767791966434,,,,,,16
2200,1e-05,fp16,-3.2901763916015625,-3.809377175755799,,3.2287849010899663,20.61742591398431,4.5406415751504,0.8125,0.8444034400918897,,,,,,16
2400,1e-05,fp16,4.041194915771484,2.498633489012718,,2.717541441321373,10.009116349264925,3.1637187531866555,0.75,0.8452856026738238,,,,,,16
2600,1e-05,fp16,-0.30994415283203125,-1.7530547566711903,,3.044858243316412,11.369770874404082,3.371909084540104,0.625,0.8338231492161042,,,,,,16
2800,1e-05,fp16,0.2741813659667969,1.5599669143557549,,3.903064362704754,21.4834849092935,4.635028037595188,0.875,0.7665945022399907,,,,,,16
3000,1e-05,fp16,-1.1801719665527344,-1.5384909063577652,,3.112555794417858,14.953872682272586,3.867023749897663,0.8125,0.82492186708143,,,,,,16
3200,1e-05,fp16,1.2159347534179688,-5.090171221643686,,8.688072707504034,387.04046160744707,19.673343935575545,0.625,-0.2835705109314876,,,,,,16
3400,1e-05,fp16,1.9311904907226562,1.310369111597538,,5.4036804512143135,45.433242346717854,6.74041855871858,0.5,0.5097462507690619,,,,,,16
3600,1e-05,fp16,-2.4080276489257812,-1.6703210342675447,,2.863254165276885,11.936346241302253,3.4549017701379374,0.6875,0.5734574437121986,,,,,,16
3800,1e-05,fp16,0.5602836608886719,-0.06747826933860779,,2.738168142735958,13.437283995847931,3.66569011181359,0.6875,0.8771892157964898,,,,,,16
4000,1e-05,fp16,-2.0503997802734375,-0.8136408664286137,,2.7329383827745914,9.957336210168657,3.1555247123368653,0.8125,0.9334774314681155,,,,,,16
4200,1e-05,fp16,0.3695487976074219,-0.5176886394619942,,3.081469126045704,13.219902269915806,3.63591835303212,0.875,0.9645617937185292,,,,,,16
4400,1e-05,fp16,-1.2636184692382812,-1.5120461881160736,,2.9233900904655457,13.328982221459565,3.6508878675549,0.75,0.8490474756404632,,,,,,16
4600,1e-05,fp16,-0.40531158447265625,-0.7411950193345547,,2.918541122227907,11.7757578510653,3.431582412104553,0.6875,0.7496076241247727,,,,,,16
4800,1e-05,fp16,-0.13113021850585938,-14.263873714953661,,18.16297512128949,3066.363481270431,55.37475490934864,0.625,-0.10582211543823748,,,,,,16
5000,1e-05,fp16,1.049041748046875,0.8150446563959122,,2.799785003066063,11.329996233701824,3.366005976480408,0.8125,0.9705511318890365,,,,,,16
