run_name,dataset,task_name,bitwidth,h,h_label,h_policy,hstar_cont,hstar_nearest_grid,Delta_mode,Delta_value,G_mode,G_value,L_mode,L_hat,d_trainable,direction_mode,sparse_ratio,sparse_mask_strategy,sparse_mask_source,sparse_mask_hash,sparse_mask_restored_from_checkpoint,sparse_rescale,active_params_all,mask_active_frac_all,active_params_quantized_linear,mask_active_frac_quantized_linear,scale_refresh_k,status,steps_completed,seed,data_seed,batch_size,gpu_name,gpu_type_requested,fallback_used,best_eval_acc,best_eval_step,last_eval_acc,last_eval_step,best_eval_loss,best_eval_loss_step,last_eval_loss,last_eval_loss_step,final_train_loss,update_scalar_source,d_h_last,d_g_last,fd_true_error_last,update_variant,perturbed_parameter_scope,quantized_forward_scope,active_frac,alignment,norm_ratio,delta_q_norm,ideal_displacement_norm,code_change_frac,delta_visibility_mse,delta_visibility_nmse,delta_visibility_rel_l2,lowbit_true_nmse,lowbit_true_corr,nMSE_metric_version,true_dir_lowbit,true_dir_lowbit_field_name,legacy_nMSE_fd_true,legacy_nMSE_computed,legacy_nMSE_excluded_from_main_selection,saturation_frac_w,saturation_frac_w_plus,saturation_frac_w_minus,weight_recon_mse,weight_recon_rel_mse,weight_recon_sqnr_db,corr_fd_true,nMSE_fd_true,fd_true_available,fd_true_mse,fd_true_nmse,fd_true_rmse,fd_true_bias,run_dir,resume_command,warnings
int4_prefix_quantized_seedfixed_sst2_fixed_small_h1e-5_seed32_full_bs64_step20k,sst-2,sst-2,4,1e-05,1e-5,fixed_small,0.0886419832658425,0.01,prefix_int4_rtnclip_scale_rms_over_sqrt6,0.2885099956904725,clean32_absG_median_1e-4_3e-4_1e-3,0.0285117762729773,L_clean32,1.0649598954304798e-06,245760,prefix,0.1,task_grad_static,,,,none,245760,0.0006020860945533829,0,0.0,1,complete,20000,32,32,64,NVIDIA H100 80GB HBM3,H100,False,0.4883444691907944,2000,0.44097995545657015,20000,0.7319564309576837,2000,0.9926541040274685,20000,0.8876953125,finite_difference,0.0,,,standard,prefix_parameters_only,base_Linear.weight_plus_prefix_params_int4,0.0,0.0,0.0,0.0,0.009921149636948576,0.0,4.005094812773636e-10,1.0,1.0,1.0,0.0,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,0.026074393025643086,0.027994792015912633,0.027994792015912633,2.571149344075246,0.011400991317348019,19.43057385072608,,,False,,,,,v10_lowbit_sparse_prefix_multiseed_rerun_20260628/raw_runs/roberta_int4_sparse_prefix_multiseed/int4_hsearch/prefix_quantized/fixed_small/int4_prefix_quantized_seedfixed_sst2_fixed_small_h1e-5_seed32_full_bs64_step20k,CUDA_VISIBLE_DEVICES=0 DATALOADER_SHUFFLE=True python tools/rtnclip_roberta_sst5_batch.py --manifest v10_lowbit_sparse_prefix_multiseed_rerun_20260628/manifests/lowbit_lane0.csv --only-run-name int4_prefix_quantized_seedfixed_sst2_fixed_small_h1e-5_seed32_full_bs64_step20k run-manifest,
int4_prefix_quantized_seedfixed_sst2_mezo_default_h1e-3_seed32_full_bs64_step20k,sst-2,sst-2,4,0.001,1e-3,mezo_default,0.0886419832658425,0.01,prefix_int4_rtnclip_scale_rms_over_sqrt6,0.2885099956904725,clean32_absG_median_1e-4_3e-4_1e-3,0.0285117762729773,L_clean32,1.0649598954304798e-06,245760,prefix,0.1,task_grad_static,,,,none,245760,0.0006020860945533829,0,0.0,1,complete,20000,32,32,64,NVIDIA H100 80GB HBM3,H100,False,0.5575352635486266,17000,0.5557535263548626,20000,0.6841763525426875,14000,0.6887241468309205,20000,0.706298828125,finite_difference,-0.244140625,,,standard,prefix_parameters_only,base_Linear.weight_plus_prefix_params_int4,0.0034871419270833333,0.056738267787303516,14.789243008415875,14.682595170453553,0.9927888237473397,0.0034871419270833333,0.0008744714893602099,218.0434745846631,14.766295222047509,218.0434745846631,0.056738267787303516,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,0.02607139982316405,0.023661295863954972,0.023657226799211156,5.3212449982184155e-05,0.017352112475966325,17.606476458985885,,,False,,,,,v10_lowbit_sparse_prefix_multiseed_rerun_20260628/raw_runs/roberta_int4_sparse_prefix_multiseed/int4_hsearch/prefix_quantized/mezo_default/int4_prefix_quantized_seedfixed_sst2_mezo_default_h1e-3_seed32_full_bs64_step20k,CUDA_VISIBLE_DEVICES=0 DATALOADER_SHUFFLE=True python tools/rtnclip_roberta_sst5_batch.py --manifest v10_lowbit_sparse_prefix_multiseed_rerun_20260628/manifests/lowbit_lane1.csv --only-run-name int4_prefix_quantized_seedfixed_sst2_mezo_default_h1e-3_seed32_full_bs64_step20k run-manifest,
int4_prefix_quantized_seedfixed_sst2_hstar_cleanGL_h0p0886419832658_seed32_full_bs64_step20k,sst-2,sst-2,4,0.0886419832658425,0p0886419832658,hstar_cleanGL,0.0886419832658425,0.01,prefix_int4_rtnclip_scale_rms_over_sqrt6,0.2885099956904725,clean32_absG_median_1e-4_3e-4_1e-3,0.0285117762729773,L_clean32,1.0649598954304798e-06,245760,prefix,0.1,task_grad_static,,,,none,245760,0.0006020860945533829,0,0.0,1,complete,20000,32,32,64,NVIDIA H100 80GB HBM3,H100,False,0.557238307349666,20000,0.557238307349666,20000,0.6809101968494803,20000,0.6809101968494803,20000,0.696533203125,finite_difference,0.008262697291005143,,,standard,prefix_parameters_only,base_Linear.weight_plus_prefix_params_int4,0.36746826171875,0.6043806440514992,1.5717718155596356,138.0998105066772,87.86250595637804,0.36746826171875,0.049334779614174956,1.5705697168974377,1.2532237297854834,1.5705697168974377,0.6043806440514992,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,0.026070236268568338,0.025374349284296233,0.025512695719953626,5.172147739076581e-05,0.01783812657222227,17.486507588202834,,,False,,,,,v10_lowbit_sparse_prefix_multiseed_rerun_20260628/raw_runs/roberta_int4_sparse_prefix_multiseed/int4_hsearch/prefix_quantized/hstar_cleanGL/int4_prefix_quantized_seedfixed_sst2_hstar_cleanGL_h0p0886419832658_seed32_full_bs64_step20k,CUDA_VISIBLE_DEVICES=0 DATALOADER_SHUFFLE=True python tools/rtnclip_roberta_sst5_batch.py --manifest v10_lowbit_sparse_prefix_multiseed_rerun_20260628/manifests/lowbit_lane2.csv --only-run-name int4_prefix_quantized_seedfixed_sst2_hstar_cleanGL_h0p0886419832658_seed32_full_bs64_step20k run-manifest,
int4_prefix_quantized_seedfixed_trec_fixed_small_h1e-5_seed32_full_bs64_step20k,trec,trec,4,1e-05,1e-5,fixed_small,0.0949896412434653,0.01,prefix_int4_rtnclip_scale_rms_over_sqrt6,0.2885099956904725,clean32_absG_median_1e-4_3e-4_1e-3,0.1250035955374203,L_clean32,4.065911464304133e-06,245760,prefix,0.1,task_grad_static,,,,none,245760,0.0006020800469195179,0,0.0,1,complete,20000,32,32,64,NVIDIA H100 80GB HBM3,H100,False,0.22527472527472528,15000,0.17765567765567766,20000,1.8508470695970696,2000,1.9280598958333333,20000,1.9775390625,finite_difference,0.0,,,standard,prefix_parameters_only,base_Linear.weight_plus_prefix_params_int4,0.0,0.0,0.0,0.0,0.009921149636948576,0.0,4.005094812773636e-10,1.0,1.0,1.0,0.0,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,0.026074435743029277,0.028047689120285213,0.028047689120285213,2.3535202030220654,0.01142236713097585,19.422438851102633,,,False,,,,,v10_lowbit_sparse_prefix_multiseed_rerun_20260628/raw_runs/roberta_int4_sparse_prefix_multiseed/int4_hsearch/prefix_quantized/fixed_small/int4_prefix_quantized_seedfixed_trec_fixed_small_h1e-5_seed32_full_bs64_step20k,CUDA_VISIBLE_DEVICES=0 DATALOADER_SHUFFLE=True python tools/rtnclip_roberta_sst5_batch.py --manifest v10_lowbit_sparse_prefix_multiseed_rerun_20260628/manifests/lowbit_lane3.csv --only-run-name int4_prefix_quantized_seedfixed_trec_fixed_small_h1e-5_seed32_full_bs64_step20k run-manifest,
int4_prefix_quantized_seedfixed_trec_mezo_default_h1e-3_seed32_full_bs64_step20k,trec,trec,4,0.001,1e-3,mezo_default,0.0949896412434653,0.01,prefix_int4_rtnclip_scale_rms_over_sqrt6,0.2885099956904725,clean32_absG_median_1e-4_3e-4_1e-3,0.1250035955374203,L_clean32,4.065911464304133e-06,245760,prefix,0.1,task_grad_static,,,,none,245760,0.0006020800469195179,0,0.0,1,complete,20000,32,32,64,NVIDIA H100 80GB HBM3,H100,False,0.25824175824175827,2000,0.14285714285714285,20000,1.7148866758241759,6000,1.9654661744505495,20000,1.99609375,finite_difference,83.984375,,,standard,prefix_parameters_only,base_Linear.weight_plus_prefix_params_int4,0.00015462239583333333,0.012501091109634621,74.40606875563923,73.86951347964916,0.9927888237473397,0.00015462239583333333,0.022199939275799156,5535.402759448764,74.4002873613319,5535.402759448764,0.012501091109634621,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,0.026074691497350793,0.028344727121293545,0.028348796147232253,0.009398026636376608,0.011201322826228235,19.507306860613014,,,False,,,,,v10_lowbit_sparse_prefix_multiseed_rerun_20260628/raw_runs/roberta_int4_sparse_prefix_multiseed/int4_hsearch/prefix_quantized/mezo_default/int4_prefix_quantized_seedfixed_trec_mezo_default_h1e-3_seed32_full_bs64_step20k,CUDA_VISIBLE_DEVICES=0 DATALOADER_SHUFFLE=True python tools/rtnclip_roberta_sst5_batch.py --manifest v10_lowbit_sparse_prefix_multiseed_rerun_20260628/manifests/lowbit_lane4.csv --only-run-name int4_prefix_quantized_seedfixed_trec_mezo_default_h1e-3_seed32_full_bs64_step20k run-manifest,
int4_prefix_quantized_seedfixed_trec_hstar_cleanGL_h0p0949896412435_seed32_full_bs64_step20k,trec,trec,4,0.0949896412434653,0p0949896412435,hstar_cleanGL,0.0949896412434653,0.01,prefix_int4_rtnclip_scale_rms_over_sqrt6,0.2885099956904725,clean32_absG_median_1e-4_3e-4_1e-3,0.1250035955374203,L_clean32,4.065911464304133e-06,245760,prefix,0.1,task_grad_static,,,,none,245760,0.0006020800469195179,0,0.0,1,complete,20000,32,32,64,NVIDIA H100 80GB HBM3,H100,False,0.6703296703296703,20000,0.6703296703296703,20000,1.1933522206959708,20000,1.1933522206959708,20000,1.2890625,finite_difference,-0.25701815672116285,,,standard,prefix_parameters_only,base_Linear.weight_plus_prefix_params_int4,0.37829182942708334,0.6220398054081795,1.5327377424263675,144.40037588995818,94.21075236352355,0.37829182942708334,0.0520938750185807,1.4424372126224372,1.2010150759347016,1.4424372126224372,0.6220398054081795,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,0.026070810215660538,0.02509358760047083,0.024804687884170562,5.1855594497578875e-05,0.01781886599794783,17.491199381501307,,,False,,,,,v10_lowbit_sparse_prefix_multiseed_rerun_20260628/raw_runs/roberta_int4_sparse_prefix_multiseed/int4_hsearch/prefix_quantized/hstar_cleanGL/int4_prefix_quantized_seedfixed_trec_hstar_cleanGL_h0p0949896412435_seed32_full_bs64_step20k,CUDA_VISIBLE_DEVICES=0 DATALOADER_SHUFFLE=True python tools/rtnclip_roberta_sst5_batch.py --manifest v10_lowbit_sparse_prefix_multiseed_rerun_20260628/manifests/lowbit_lane5.csv --only-run-name int4_prefix_quantized_seedfixed_trec_hstar_cleanGL_h0p0949896412435_seed32_full_bs64_step20k run-manifest,
int4_sparsep0p1_taskgrad_seedfixed_sst5_fixed_small_h1e-5_seed32_full_bs64_step20k,sst-5,sst-5,4,1e-05,1e-5,fixed_small,0.0013388576857165,,scale_rms_over_sqrt6,0.002886209991649,clean32_absG_median_1e-4_3e-4_1e-3,14.212155553886564,L_clean32,0.000160848398332,35566596,sparse,0.1,task_grad_static,static_task_gradient_square_before_zo_training,8f7cbd903ce40aaf670d188683ae8cc06108fd5a74833fb50081c1c6489386cf,False,none,35568191,0.08719015786466959,35568191,0.1000332964416597,1,failed,16584,32,32,64,NVIDIA H100 80GB HBM3,H100,False,0.27400468384074944,15000,0.12763466042154567,16000,1.6248421948185012,3000,63.432377049180324,16000,nan,finite_difference,nan,,,standard,sparse_task_grad_static_p0.1_all_trainable,Linear.weight_only,9.826654882930623e-06,0.008677278065864186,471.9174477855892,56.301773250106024,0.11930428407303607,9.826654882930623e-06,8.91482716727116e-06,222698.88722138054,471.9098295452009,222698.88722138054,0.008677278065864186,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,0.018082380664469665,0.01807755730112061,0.018077562925994613,0.010079626654835718,0.009950637353336818,20.02149101146504,,,False,,,,,v10_lowbit_sparse_prefix_multiseed_rerun_20260628/raw_runs/roberta_int4_sparse_prefix_multiseed/int4_hsearch/sparse_p0p1_taskgrad/fixed_small/int4_sparsep0p1_taskgrad_seedfixed_sst5_fixed_small_h1e-5_seed32_full_bs64_step20k,CUDA_VISIBLE_DEVICES=0 DATALOADER_SHUFFLE=True python tools/rtnclip_roberta_sst5_batch.py --manifest v10_lowbit_sparse_prefix_multiseed_rerun_20260628/manifests/lowbit_lane0.csv --only-run-name int4_sparsep0p1_taskgrad_seedfixed_sst5_fixed_small_h1e-5_seed32_full_bs64_step20k run-manifest,
int4_sparsep0p1_taskgrad_seedfixed_sst5_mezo_default_h1e-3_seed32_full_bs64_step20k,sst-5,sst-5,4,0.001,1e-3,mezo_default,0.0013388576857165,,scale_rms_over_sqrt6,0.002886209991649,clean32_absG_median_1e-4_3e-4_1e-3,14.212155553886564,L_clean32,0.000160848398332,35566596,sparse,0.1,task_grad_static,static_task_gradient_square_before_zo_training,8f7cbd903ce40aaf670d188683ae8cc06108fd5a74833fb50081c1c6489386cf,False,none,35568191,0.08719015786466959,35568191,0.1000332964416597,1,complete,20000,32,32,64,NVIDIA H100 80GB HBM3,H100,False,0.4496487119437939,20000,0.4496487119437939,20000,1.4851937573185012,20000,1.4851937573185012,20000,1.52294921875,finite_difference,5.37109375,,,standard,sparse_task_grad_static_p0.1_all_trainable,Linear.weight_only,0.011855223505493477,0.4225832897202283,2.1170106006069553,25.254037058309425,11.929102788180124,0.011855223505493477,1.4778138219118599e-06,3.6925072752889965,1.921589778097551,3.6925072752889965,0.4225832897202283,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,0.026074367663643766,0.026079036189393986,0.0260775850540823,1.9572189961203114e-05,0.01293403145867708,18.882660870789245,,,False,,,,,v10_lowbit_sparse_prefix_multiseed_rerun_20260628/raw_runs/roberta_int4_sparse_prefix_multiseed/int4_hsearch/sparse_p0p1_taskgrad/mezo_default/int4_sparsep0p1_taskgrad_seedfixed_sst5_mezo_default_h1e-3_seed32_full_bs64_step20k,CUDA_VISIBLE_DEVICES=0 DATALOADER_SHUFFLE=True python tools/rtnclip_roberta_sst5_batch.py --manifest v10_lowbit_sparse_prefix_multiseed_rerun_20260628/manifests/lowbit_lane1.csv --only-run-name int4_sparsep0p1_taskgrad_seedfixed_sst5_mezo_default_h1e-3_seed32_full_bs64_step20k run-manifest,
int4_sparsep0p1_taskgrad_seedfixed_sst5_hstar_lowbitL_h0p00136650442032_seed32_full_bs64_step20k,sst-5,sst-5,4,0.0013665044203238,0p00136650442032,hstar_lowbitL,0.0013665044203238,0.0015,scale_rms_over_sqrt6,0.002886209991649,rtnclip_int4_shared_grid_absG_median_1e-4_3e-4_1e-3,62.72690384513612,L_lowbit_q90,0.000681486709151,35566596,sparse,0.1,task_grad_static,static_task_gradient_square_before_zo_training,8f7cbd903ce40aaf670d188683ae8cc06108fd5a74833fb50081c1c6489386cf,False,none,35568191,0.08719015786466959,35568191,0.1000332964416597,1,complete,20000,32,32,64,NVIDIA H100 80GB HBM3,H100,False,0.39695550351288056,18000,0.3840749414519906,20000,1.539487887880562,20000,1.539487887880562,20000,1.5703125,finite_difference,-12.148927038279304,,,standard,sparse_task_grad_static_p0.1_all_trainable,Linear.weight_only,0.0164783974463972,0.4991937846593813,1.8268082979465472,29.772754640822114,16.297689623091173,0.0164783974463972,1.8775460618109457e-06,2.5133658613253824,1.5853598523128374,2.5133658613253824,0.4991937846593813,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,0.026071695777109716,0.02607932591869454,0.026078155982393034,1.9571129384042877e-05,0.012934517853613207,18.882497553832998,,,False,,,,,v10_lowbit_sparse_prefix_multiseed_rerun_20260628/raw_runs/roberta_int4_sparse_prefix_multiseed/int4_hsearch/sparse_p0p1_taskgrad/hstar_lowbitL/int4_sparsep0p1_taskgrad_seedfixed_sst5_hstar_lowbitL_h0p00136650442032_seed32_full_bs64_step20k,CUDA_VISIBLE_DEVICES=0 DATALOADER_SHUFFLE=True python tools/rtnclip_roberta_sst5_batch.py --manifest v10_lowbit_sparse_prefix_multiseed_rerun_20260628/manifests/lowbit_lane2.csv --only-run-name int4_sparsep0p1_taskgrad_seedfixed_sst5_hstar_lowbitL_h0p00136650442032_seed32_full_bs64_step20k run-manifest,
int4_sparsep0p1_taskgrad_seedfixed_rte_fixed_small_h1e-5_seed32_full_bs64_step20k,rte,rte,4,1e-05,1e-5,fixed_small,0.0004352528589334,,scale_rms_over_sqrt6,0.0028858952948455,clean32_absG_median_1e-4_3e-4_1e-3,4.037918061873794,L_clean32,0.0004323457990226,35568337,sparse,0.1,task_grad_static,static_task_gradient_square_before_zo_training,b7216984485c6d2e100d858d0c928b841a5cf1ee6c17b7bc97dab47314566047,False,none,35580201,0.08722025606099708,35580201,0.10006793837766792,1,complete,20000,32,32,64,NVIDIA H100 80GB HBM3,H100,False,0.5140562248995983,6000,0.4979919678714859,20000,0.6926495042670683,10000,0.6943339765311245,20000,0.693359375,finite_difference,0.0,,,standard,sparse_task_grad_static_p0.1_all_trainable,Linear.weight_only,5.512142902913656e-05,0.02851220096828016,26.338230262008633,3.1418622829714082,0.11928904302568209,5.512142902913656e-05,2.7742557918508774e-08,693.2004516783973,26.32870015170512,693.2004516783973,0.02851220096828016,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,0.02363156249668484,0.023631579371452646,0.023631686244982065,3.0131678358129184e-05,0.015345247653012015,18.140260982084605,,,False,,,,,v10_lowbit_sparse_prefix_multiseed_rerun_20260628/raw_runs/roberta_int4_sparse_prefix_multiseed/int4_hsearch/sparse_p0p1_taskgrad/fixed_small/int4_sparsep0p1_taskgrad_seedfixed_rte_fixed_small_h1e-5_seed32_full_bs64_step20k,CUDA_VISIBLE_DEVICES=0 DATALOADER_SHUFFLE=True python tools/rtnclip_roberta_sst5_batch.py --manifest v10_lowbit_sparse_prefix_multiseed_rerun_20260628/manifests/lowbit_lane3.csv --only-run-name int4_sparsep0p1_taskgrad_seedfixed_rte_fixed_small_h1e-5_seed32_full_bs64_step20k run-manifest,
