step,loss_plus,loss_minus,train_loss,d_h,d_h_finite,update_norm,seconds,scale_refreshed,eval_loss,eval_acc,nan_flag
1,1.8916015625,2.08984375,1.99072265625,-49.560546875,True,1.001018854340541,1.6647887229919434,True,,,False
2,1.7216796875,1.701171875,1.71142578125,5.126953125,True,0.10355056698743637,0.3906583786010742,True,,,False
3,1.826171875,1.716796875,1.771484375,27.34375,True,0.5522652431184363,0.38457584381103516,True,,,False
4,1.73828125,2.138671875,1.9384765625,-100.09765625,True,2.021677091834449,0.38559508323669434,True,,,False
5,2.193359375,1.849609375,2.021484375,85.9375,True,1.7358015659757586,0.385101318359375,True,,,False
6,1.849609375,1.91796875,1.8837890625,-17.08984375,True,0.34519644589949633,0.3945019245147705,True,,,False
7,1.9130859375,1.8623046875,1.8876953125,12.6953125,True,0.25640606263975185,0.3850581645965576,True,,,False
8,1.732421875,1.9658203125,1.84912109375,-58.349609375,True,1.178434135888932,0.3946070671081543,True,,,False
9,1.6689453125,1.7646484375,1.716796875,-23.92578125,True,0.48326715878510823,0.3847928047180176,True,,,False
10,1.8388671875,1.6767578125,1.7578125,40.52734375,True,0.818573384587231,0.3865396976470947,True,,,False
11,1.740234375,1.8427734375,1.79150390625,-25.634765625,True,0.5177592158359163,0.38721442222595215,True,,,False
12,1.9140625,1.83984375,1.876953125,18.5546875,True,0.3747339111104219,0.3982088565826416,True,,,False
13,1.9873046875,2.189453125,2.08837890625,-50.537109375,True,1.0206625939714866,0.3834996223449707,True,,,False
14,1.7646484375,1.7373046875,1.7509765625,6.8359375,True,0.13807115528295638,0.3857276439666748,True,,,False
15,1.970703125,1.9970703125,1.98388671875,-6.591796875,True,0.13313189268479889,0.3952183723449707,True,,,False
16,1.7353515625,1.970703125,1.85302734375,-58.837890625,True,1.188374843054711,0.3834362030029297,True,,,False
17,1.708984375,1.7802734375,1.74462890625,-17.822265625,True,0.3599800614909976,0.3835136890411377,True,,,False
18,1.6513671875,2.1171875,1.88427734375,-116.455078125,True,2.3520327129357304,0.38648295402526855,True,,,False
19,1.8134765625,1.71875,1.76611328125,23.681640625,True,0.47829868122684643,0.3932793140411377,True,,,False
20,1.8408203125,1.7421875,1.79150390625,24.658203125,True,0.49802821925335505,0.38579845428466797,True,,,False
21,1.794921875,1.89453125,1.8447265625,-24.90234375,True,0.5029263931419975,0.38403820991516113,True,,,False
22,1.7861328125,1.8037109375,1.794921875,-4.39453125,True,0.0887578929087241,0.39476919174194336,True,,,False
23,1.9091796875,1.556640625,1.73291015625,88.134765625,True,1.7800820985353123,0.3864166736602783,True,,,False
24,1.9453125,1.791015625,1.8681640625,38.57421875,True,0.7790975242522495,0.38504481315612793,True,,,False
25,1.900390625,2.060546875,1.98046875,-40.0390625,True,0.8086383157197824,0.4013364315032959,True,,,False
26,1.80078125,1.802734375,1.8017578125,-0.48828125,True,0.009861760309958858,0.38979387283325195,True,,,False
27,1.8828125,1.880859375,1.8818359375,0.48828125,True,0.009861298990413764,0.38551855087280273,True,,,False
28,1.8779296875,1.6376953125,1.7578125,60.05859375,True,1.213078807983291,0.38579368591308594,True,,,False
29,1.8876953125,1.7958984375,1.841796875,22.94921875,True,0.4635220151819066,0.397808313369751,True,,,False
30,1.953125,2.033203125,1.9931640625,-20.01953125,True,0.40433958135628245,0.3846132755279541,True,,,False
31,2.0078125,1.62890625,1.818359375,94.7265625,True,1.9131460536399265,0.3898305892944336,True,,,False
32,1.7841796875,1.708984375,1.74658203125,18.798828125,True,0.37969820659230846,0.3910667896270752,True,,,False
33,1.814453125,1.7802734375,1.79736328125,8.544921875,True,0.1725846682144138,0.3844177722930908,True,,,False
34,1.734375,1.98828125,1.861328125,-63.4765625,True,1.2820700600539017,0.38367295265197754,True,,,False
35,1.8818359375,1.7822265625,1.83203125,24.90234375,True,0.5029859118152404,0.3848540782928467,True,,,False
36,1.7529296875,1.6787109375,1.7158203125,18.5546875,True,0.37473690308600155,0.39310598373413086,True,,,False
37,2.109375,1.7470703125,1.92822265625,90.576171875,True,1.8293154116018393,0.38402867317199707,True,,,False
38,1.8134765625,1.947265625,1.88037109375,-33.447265625,True,0.6755593851014162,0.3901808261871338,True,,,False
39,1.8935546875,1.8515625,1.87255859375,10.498046875,True,0.2120398241189135,0.39116644859313965,True,,,False
40,1.8017578125,1.859375,1.83056640625,-14.404296875,True,0.290929293560832,0.3864786624908447,True,,,False
41,1.9873046875,1.9365234375,1.9619140625,12.6953125,True,0.256419332172681,0.38822293281555176,True,,,False
42,1.5966796875,1.6201171875,1.6083984375,-5.859375,True,0.118348287141616,0.39179182052612305,True,,,False
43,1.6650390625,1.640625,1.65283203125,6.103515625,True,0.12327735493006163,0.39455509185791016,True,,,False
