model,task,h,visibility_mse,alignment,norm_ratio,active_frac,Q_term,C_term,bound_proxy,G,L,d,fd_nmse,corr
OPT-1.3B,sst-2,1e-05,254.26769483577806,0.05098294101249174,15.965451015568183,0.0019226907105702492,1994562.5122221033,5021653.817783872,13345830.047859132,88.56828458316666,0.00033408344862993354,1315758080.0,133.2843145092627,0.08310562159864895
OPT-1.3B,sst-2,3e-05,84.49999122577469,0.08863741548439287,9.226900260095421,0.005788329471316602,662846.7485453897,5041825.577602134,9360876.746497434,88.56828458316666,0.00033408344862993354,1315758080.0,46.29740335099903,-0.06314648307394669
OPT-1.3B,sst-2,0.0001,25.165555279967453,0.16341490647565465,5.081977675377349,0.019571066588266857,197407.19792616475,5155288.985113195,7370309.776422214,88.56828458316666,0.00033408344862993354,1315758080.0,10.605061588967134,0.0929814191795797
OPT-1.3B,sst-2,0.0003,8.12605004745113,0.28912587217415264,2.9742038631106533,0.060611972145529255,63743.507831597526,5443114.203629561,6684929.344032525,88.56828458316666,0.00033408344862993354,1315758080.0,4.645865130825273,0.0002700298934993047
OPT-1.3B,sst-2,0.001,1.99481830770723,0.54720828284068,1.6848616626170843,0.20909945726291174,15648.03510653183,6228435.872249525,6868464.506631028,88.56828458316666,0.00033408344862993354,1315758080.0,1.0430473403590206,0.44411086541490385
OPT-1.3B,sst-2,0.003,0.3207284359971072,0.8650638240759161,1.1278638539883088,0.5331178565587228,2515.9032312642894,11256185.122872677,11595268.835154923,88.56828458316666,0.00033408344862993354,1315758080.0,0.9194875267748481,0.47648411581987404
OPT-1.3B,sst-2,0.01,0.04325842409081204,0.9781818256296566,0.9880867780767848,0.8336630618173836,339.3338311619385,73671982.20787457,73988545.48749031,88.56828458316666,0.00033408344862993354,1315758080.0,1.1930592559710236,0.14734965650732515
OPT-1.3B,sst-2,0.03,0.0696536436284787,0.9711795964987918,0.8578506404282669,0.9429538751072768,546.3869348828223,376713541.87813365,377621461.08254915,88.56828458316666,0.00033408344862993354,1315758080.0,0.9976658005290004,0.1395843780389504
OPT-1.3B,sst-2,0.1,0.4033208688734401,0.8802933952962863,0.45811176296761225,0.9828136163608482,3163.7864415743943,340414285.37689596,342493019.5433474,88.56828458316666,0.00033408344862993354,1315758080.0,0.9892209185206021,0.13940982179381126
OPT-1.3B,sst-5,1e-05,254.26769483577806,0.05098294101249174,15.965451015568183,0.0019226907105702492,4338030.577848771,14196917.277135808,34230381.74633076,130.61730282386577,0.0005617312705735774,1315758080.0,80.34007232882185,0.19792963621077034
OPT-1.3B,sst-5,3e-05,84.49999122577469,0.08863741548439287,9.226900260095421,0.005788329471316602,1441644.1931489294,14253945.661780715,24761816.852477532,130.61730282386577,0.0005617312705735774,1315758080.0,30.612152420418564,0.2069538137113881
OPT-1.3B,sst-5,0.0001,25.165555279967453,0.16341490647565465,5.081977675377349,0.019571066588266857,429346.5136558166,14574722.574898822,20007110.693432026,130.61730282386577,0.0005617312705735774,1315758080.0,9.020183335637638,0.25208564507477205
OPT-1.3B,sst-5,0.0003,8.12605004745113,0.28912587217415264,2.9742038631106533,0.060611972145529255,138637.56308381914,15388444.700282943,18448326.157941356,130.61730282386577,0.0005617312705735774,1315758080.0,3.1480236792918195,0.15947994229648513
OPT-1.3B,sst-5,0.001,1.99481830770723,0.54720828284068,1.6848616626170843,0.20909945726291174,34033.35536461101,17608658.830905784,19190957.981909387,130.61730282386577,0.0005617312705735774,1315758080.0,1.0461633530319547,0.524053015906562
OPT-1.3B,sst-5,0.003,0.3207284359971072,0.8650638240759161,1.1278638539883088,0.5331178565587228,5471.909294020505,31822808.748706933,32662862.04517392,130.61730282386577,0.0005617312705735774,1315758080.0,1.0946962681217067,0.4526590048259775
OPT-1.3B,sst-5,0.01,0.04325842409081204,0.9781818256296566,0.9880867780767848,0.8336630618173836,738.0267736201909,208280991.68122146,209065864.7685475,130.61730282386577,0.0005617312705735774,1315758080.0,1.391927224326688,-0.05860933179782752
OPT-1.3B,sst-5,0.03,0.0696536436284787,0.9711795964987918,0.8578506404282669,0.9429538751072768,1188.352441367258,1065021840.4702626,1067273025.537575,130.61730282386577,0.0005617312705735774,1315758080.0,1.1364670954860459,-0.03530337650976482
OPT-1.3B,sst-5,0.1,0.4033208688734401,0.8802933952962863,0.45811176296761225,0.9828136163608482,6881.00886346388,962398768.3770472,967552405.4342927,130.61730282386577,0.0005617312705735774,1315758080.0,1.0398885580929578,0.017325628009082862
OPT-1.3B,rte,1e-05,254.25460777157798,0.05098362988607826,15.965040532577307,0.0019227267993200156,1641617.747506672,16244384.486055646,28214035.903071918,80.35290883820537,0.0006009046122668158,1315758080.0,139.99932198542416,-0.08160411615449709
OPT-1.3B,rte,3e-05,84.49901047631113,0.08864244795532929,9.226851679522017,0.00578835030965921,545575.4625665861,16310971.371958984,22822740.17740908,80.35290883820537,0.0006009046122668158,1315758080.0,30.996142295271525,-0.0025570350657911564
OPT-1.3B,rte,0.0001,25.16447951750097,0.16341127980336048,5.0818645695955835,0.019570469791587032,162476.72577014213,16676906.981355758,20131561.856803656,80.35290883820537,0.0006009046122668158,1315758080.0,9.857243095245112,0.0541045036604116
OPT-1.3B,rte,0.0003,8.126156117208033,0.2891199841816621,2.9742170927535736,0.060612252357208914,52467.25798968919,17609877.238047082,19584782.502543475,80.35290883820537,0.0006009046122668158,1315758080.0,3.7337021742069574,0.14937793363223684
OPT-1.3B,rte,0.001,1.9948292599263637,0.5472039286391596,1.6848600275743757,0.20909803187371132,12879.794569083082,20150158.484286074,21181919.826066744,80.35290883820537,0.0006009046122668158,1315758080.0,1.3977317999725178,0.19327699394312517
OPT-1.3B,rte,0.003,0.32073134776813794,0.8650628301690537,1.12786512831013,0.5331166739989487,2070.830799459623,36416176.43827235,36967471.22982708,80.35290883820537,0.0006009046122668158,1315758080.0,0.8970140518761225,0.34844730978113647
OPT-1.3B,rte,0.01,0.04325896581875188,0.9781815452701289,0.988086156610768,0.8336640979654882,279.3054043317362,238343008.65548164,238859313.11687028,80.35290883820537,0.0006009046122668158,1315758080.0,1.173424265370011,-0.02681760412741643
OPT-1.3B,rte,0.03,0.06965307397183573,0.9711799274311284,0.8578506487033106,0.9429554398456177,449.7213380033877,1218743756.2545009,1220224874.8419204,80.35290883820537,0.0006009046122668158,1315758080.0,1.0981626656081833,-0.07949834054957916
OPT-1.3B,rte,0.1,0.40332010328849444,0.8802939000620591,0.4581121219439539,0.9828138735093592,2604.072529058919,1101311800.899786,1104701377.547729,80.35290883820537,0.0006009046122668158,1315758080.0,1.016746918010332,0.08805515266683588
OPT-1.3B,mnli,1e-05,254.25460777157798,0.05098362988607826,15.965040532577307,0.0019227267993200156,1269573.1630542749,104539890.62263662,128850387.34384094,70.66338710602987,0.0015243859175549399,1315758080.0,59.84300297267124,-0.0917154527803128
OPT-1.3B,mnli,3e-05,84.49901047631113,0.08864244795532929,9.226851679522017,0.00578835030965921,421930.1154288018,104968407.06012997,118700383.32232447,70.66338710602987,0.0015243859175549399,1315758080.0,13.480250006444058,0.09721364345772117
OPT-1.3B,mnli,0.0001,25.16447951750097,0.16341127980336048,5.0818645695955835,0.019570469791587032,125654.15485547618,107323366.62256244,114793577.10961458,70.66338710602987,0.0015243859175549399,1315758080.0,3.5179144943119347,-0.013565769072075332
OPT-1.3B,mnli,0.0003,8.126156117208033,0.2891199841816621,2.9742170927535736,0.060612252357208914,40576.45135959621,113327448.13592523,117656812.61515218,70.66338710602987,0.0015243859175549399,1315758080.0,1.520776053366445,0.1764185846645042
