global_step,eps,precision,zo_quantization_bits,fd_mean,td_mean,mae,mse,rmse,sign_acc,corr,probe_num_seeds
200,0.003,fp16,16,-2.268473436124623,6.695333011448383,48.20418774802238,4214.094481909262,64.91605719626895,0.5,0.2946629316693831,16
400,0.003,fp16,16,4.465739046223462,5.773773193359375,74.6780123161152,7086.291787050493,84.18011515227627,0.75,0.6652807049369053,16
600,0.003,fp16,16,-8.382161836139858,19.225112855434418,57.50820489693433,6052.588924417982,77.79838638698094,0.375,-0.5244393089815336,16
800,0.003,fp16,16,6.113688252866268,-3.108300544321537,59.140172094106674,5146.663296055311,71.74024878724154,0.5625,0.051206043782251284,16
1000,0.003,fp16,16,3.0517577715218067,-2.913587361574173,57.171277929097414,5742.665761649798,75.78037847391498,0.4375,0.03013553094313186,16
1200,0.003,fp16,16,-2.2888185381889343,19.77061067521572,65.41419033706188,6652.198106740899,81.56100849511915,0.3125,-0.32597995526262086,16
1400,0.003,fp16,16,11.11857095360756,-3.6934731900691986,65.7651018500328,6435.468013755301,80.22136881003279,0.5625,0.39557630069948607,16
1600,0.003,fp16,16,-3.356933440081775,-12.90243113040924,86.23722040187567,12377.071768718048,111.2522888246262,0.5,-0.03593670115652734,16
1800,0.003,fp16,16,-3.407796402461827,-6.48069704324007,31.224603313021362,1344.4882007329397,36.667263338473184,0.625,0.33980995108060863,16
2000,0.003,fp16,16,9.847005181014538,6.047131419181824,54.99798060208559,4693.597056247436,68.50983182177166,0.5,0.47865746282000454,16
2200,0.003,fp16,16,8.809407696127892,6.709105521440506,53.09329105913639,3908.6396677168846,62.51911441884701,0.5625,0.15255991441088496,16
2400,0.003,fp16,16,6.896972857415676,-12.004202097654343,59.536757953464985,4973.749974142309,70.52481814327712,0.625,0.14779583175909675,16
2600,0.003,fp16,16,2.1158853471279144,-34.67370742559433,62.42195472121239,7255.3877454795565,85.17856388481528,0.625,0.26406738303646976,16
2800,0.003,fp16,16,-8.066813305020332,20.802618116140366,54.98775787651539,4028.6847794285645,63.471921189046775,0.5,0.09485255028099601,16
3000,0.003,fp16,16,-2.838134929537773,0.2708124630153179,48.36332917585969,3530.4673452319958,59.41773594838494,0.5625,0.49835637863398136,16
3200,0.003,fp16,16,4.191080905497074,-5.974812984466553,37.27473779767752,2132.1747249329437,46.17547752793623,0.625,0.308644095330582,16
3400,0.003,fp16,16,-1.2207030951976776,33.25578223913908,53.63992006331682,5358.895254129595,73.20447564274738,0.6875,0.3611010955316524,16
3600,0.003,fp16,16,-3.2450359063223004,18.090947836637497,66.024270077236,6425.7943699708585,80.16105269999177,0.625,0.3891256896216712,16
3800,0.003,fp16,16,4.7912596222013235,-11.972600907087326,55.47373102605343,4885.858398049608,69.89891557134207,0.5625,0.40928829969549907,16
4000,0.003,fp16,16,-3.804524764418602,23.754809364676476,64.52052330970764,7479.166489710632,86.48217440438597,0.625,0.11449375079435384,16
4200,0.003,fp16,16,-2.07519518584013,11.653323113918304,61.930612705647945,4963.383751905029,70.45128637509062,0.3125,-0.42137070519081044,16
4400,0.003,fp16,16,0.31534823775291443,13.1581529378891,68.54447248578072,8396.653599028952,91.63325596653735,0.5,-0.05376625670505416,16
4600,0.003,fp16,16,-7.446289002895355,-3.317208167165518,43.248235400766134,2804.412787448171,52.95670672774291,0.5,0.04462036361092145,16
4800,0.003,fp16,16,-3.560384340584278,-40.98743838071823,79.74445530027151,8747.904560649245,93.53023340422735,0.5625,0.5359210254530236,16
