global_step,training_h_source,training_h,h_additive,h_two_point,h_two_point_tilde,eps_est,nu3_est,noise_est,delta_tilde,g_tilde,l_tilde,delta_hat,g_hat,l_hat,h2,two_point_precision,additive_noise_precision
50,fixed,0.001,0.001,0.000570846797269244,0.00032586606595255306,nan,nan,nan,4.347578214947134e-05,12.857939560100071,3.226186551563801e-06,4.347578214947134e-05,12.857939560100071,3.226186551563801e-06,0.006593616773021567,fp16,fp16
100,fixed,0.001,0.001,0.0004168395913275569,0.00030438157090364066,nan,nan,nan,4.3669268052326515e-05,10.26707267294213,3.438917895385817e-06,4.357252510089893e-05,11.5625061165211,3.332552223474809e-06,0.006593616773021567,fp16,fp16
150,fixed,0.001,0.001,0.0003505766539434872,0.000294847209447608,nan,nan,nan,4.370084934635088e-05,8.314796429751619,2.67870519576485e-06,4.3669268052326515e-05,10.479936220931274,3.226186551563801e-06,0.006600948803081185,fp16,fp16
200,fixed,0.001,0.001,0.0003178343743606203,0.0002881500761356776,nan,nan,nan,4.3643511162372306e-05,6.510235460877087,2.889844654326497e-06,4.3669268052326515e-05,9.487511030917727,3.058015602945149e-06,0.006608272698090365,fp16,fp16
250,fixed,0.001,0.001,0.00030223546612094814,0.0002874021325261186,nan,nan,nan,4.4739277655025944e-05,11.800817644156288,7.64696678309973e-06,4.370084934635088e-05,9.950172353565438,3.226186551563801e-06,0.006608272698090365,fp16,fp16
300,fixed,0.001,0.001,0.00027695610927873626,0.0002537911498318984,nan,nan,nan,4.152590190642513e-05,4.514301022818755,2.3414184379870292e-05,4.3643511162372306e-05,8.281444646109176,3.438917895385817e-06,0.006610661793372195,fp16,fp16
350,fixed,0.001,0.001,0.00021976294973316521,0.00017438053343974273,nan,nan,nan,4.4648935727309436e-05,9.576490406330404,7.327671868004177e-06,4.4648935727309436e-05,8.14332819278683,7.327671868004177e-06,0.006606323573847432,fp16,fp16
400,fixed,0.001,0.001,0.00019526700192127295,0.0001735015028039014,nan,nan,nan,4.340265513746999e-05,10.869503385074413,1.373455948719099e-05,4.340265513746999e-05,8.65426958385139,7.64696678309973e-06,0.006681985911935869,fp16,fp16
450,fixed,0.001,0.001,0.00018334870092707355,0.000172157844391952,nan,nan,nan,4.22044686274603e-05,5.84261271760319,5.266273935422797e-06,4.340265513746999e-05,8.52074503519661,7.64696678309973e-06,0.006588069150932616,fp16,fp16
500,fixed,0.001,0.001,0.00017687020951746542,0.00017062063083389328,nan,nan,nan,4.369838279671967e-05,9.296119835422525,5.906483870508901e-06,4.340265513746999e-05,8.019805473449857,7.327671868004177e-06,0.006588069150932616,fp16,fp16
550,fixed,0.001,0.001,0.00017800363270191867,0.00017914431911130124,nan,nan,nan,4.587651346810162e-05,5.899559406266129,6.923438900295e-06,4.369838279671967e-05,8.296857150139333,6.923438900295e-06,0.006588069150932616,fp16,fp16
600,fixed,0.001,0.001,0.000173404861353174,0.00016892490048934497,nan,nan,nan,4.308233837946318e-05,2.2293037339816606,6.407425972346399e-06,4.369838279671967e-05,6.827419815669583,6.407425972346399e-06,0.00661047523229001,fp16,fp16
650,fixed,0.001,0.001,0.00016422796314891156,0.00015553672295904472,nan,nan,nan,4.3865558836841956e-05,3.3085674590281022,4.682844852238557e-06,4.3865558836841956e-05,5.315232630460321,5.906483870508901e-06,0.00661047523229001,fp16,fp16
700,fixed,0.001,0.001,0.00015245978400186037,0.00014153488414648196,nan,nan,nan,4.2493495129747316e-05,3.5735051375682483,1.3699641947274217e-05,4.308233837946318e-05,4.861411114453333,6.407425972346399e-06,0.006623107943921944,fp16,fp16
750,fixed,0.001,0.001,0.00014308489021942248,0.00013428646736672747,nan,nan,nan,4.117883509024978e-05,7.173412730047147,2.8751853939248235e-06,4.2493495129747316e-05,4.436869693378258,6.407425972346399e-06,0.00656371376428491,fp16,fp16
800,fixed,0.001,0.001,0.00014613812701519494,0.0001492565157282434,nan,nan,nan,4.4620213884627447e-05,6.156497939567245,5.2466558597683895e-06,4.2493495129747316e-05,4.4882574000384805,5.2466558597683895e-06,0.0065187034853371965,fp16,fp16
850,fixed,0.001,0.001,0.00015195219737670624,0.00015799757913421695,nan,nan,nan,4.3582895159488544e-05,4.306206616027574,6.062540084713548e-06,4.3582895159488544e-05,4.903637976447664,5.2466558597683895e-06,0.0065187034853371965,fp16,fp16
900,fixed,0.001,0.001,0.00015378348278488252,0.00015563683833290598,nan,nan,nan,4.325338886701502e-05,6.280987960289323,1.2715094779833785e-05,4.3582895159488544e-05,5.498122076699907,6.062540084713548e-06,0.006601734253928171,fp16,fp16
950,fixed,0.001,0.001,0.0001618734581125508,0.00017038901686190465,nan,nan,nan,4.0972252463689074e-05,4.814948470344688,4.290845414282065e-06,4.325338886701502e-05,5.746410743255195,5.2466558597683895e-06,0.006601734253928171,fp16,fp16
1000,fixed,0.001,0.001,0.00015782624853306155,0.00015388022852208652,nan,nan,nan,4.4801796320825815e-05,1.8755044424155018,4.408217998317078e-06,4.325338886701502e-05,4.686829085728866,5.2466558597683895e-06,0.006576730864724131,fp16,fp16
1050,fixed,0.001,0.001,0.0001592932689138402,0.00016077392548516175,nan,nan,nan,4.181820622761734e-05,4.952888371379859,4.337179885784323e-06,4.181820622761734e-05,4.44610717209139,4.408217998317078e-06,0.006576730864724131,fp16,fp16
1100,fixed,0.001,0.001,0.00015780720918832792,0.00015633501303359201,nan,nan,nan,4.3520187318790704e-05,2.2735537660999565,5.445874570542766e-06,4.3520187318790704e-05,4.039576602105866,4.408217998317078e-06,0.006466699794146729,fp16,fp16
1150,fixed,0.001,0.001,0.0001504680073605507,0.00014347013267331356,nan,nan,nan,4.228579200571403e-05,3.5901411817972626,4.953693276415766e-06,4.228579200571403e-05,3.501407246407454,4.408217998317078e-06,0.006596983198310475,fp16,fp16
1200,fixed,0.001,0.001,0.00013826097713815248,0.0001270442676454859,nan,nan,nan,4.282870577299036e-05,1.552968394837887,4.63306007700506e-06,4.282870577299036e-05,2.8490112313060934,4.63306007700506e-06,0.006502752648357004,fp16,fp16
1250,fixed,0.001,0.001,0.00014054300626858656,0.0001428627008130796,nan,nan,nan,4.277309199096635e-05,6.699804124869291,4.898328641521542e-06,4.277309199096635e-05,3.8138711677968518,4.898328641521542e-06,0.006544364428498031,fp16,fp16
1300,fixed,0.001,0.001,0.00013748732589944544,0.00013449808200954468,nan,nan,nan,4.1498140490148216e-05,2.7852365811248574,3.3885546004448656e-06,4.277309199096635e-05,3.3803408097458507,4.898328641521542e-06,0.00654011406559292,fp16,fp16
1350,fixed,0.001,0.001,0.000144613709594431,0.0001521094752978014,nan,nan,nan,4.293370875529945e-05,6.989617481052351,5.4405950540404095e-06,4.277309199096635e-05,4.32355355273633,4.898328641521542e-06,0.00654011406559292,fp16,fp16
1400,fixed,0.001,0.001,0.00015058643109342465,0.00015680583323012955,nan,nan,nan,4.22092889493797e-05,5.252500633445796,1.0250024277224679e-05,4.22092889493797e-05,4.656025443066037,4.898328641521542e-06,0.00654011406559292,fp16,fp16
1450,fixed,0.001,0.001,0.00015852250124304856,0.00016687681099741272,nan,nan,nan,4.2205163481412455e-05,4.639366691383932,3.0310766406957275e-06,4.22092889493797e-05,5.273305102375245,4.898328641521542e-06,0.006496867625970203,fp16,fp16
1500,fixed,0.001,0.001,0.00016262163039265523,0.00016682675622824286,nan,nan,nan,4.167372389929369e-05,5.783150213532734,4.730409464380886e-06,4.2205163481412455e-05,5.089974320107934,4.730409464380886e-06,0.006496867625970203,fp16,fp16
1550,fixed,0.001,0.001,0.00016664518040303267,0.00017076828023742123,nan,nan,nan,4.3151532736374065e-05,4.002023168086157,4.699320069411472e-06,4.2205163481412455e-05,5.333331637500194,4.730409464380886e-06,0.006496550121519302,fp16,fp16
1600,fixed,0.001,0.001,0.00016787007770357936,0.00016910397840520411,nan,nan,nan,4.318698120187037e-05,5.730784092912132,4.1530552318801714e-06,4.3151532736374065e-05,5.08156495987215,4.699320069411472e-06,0.006496550121519302,fp16,fp16
1650,fixed,0.001,0.001,0.00017658020527685006,0.0001857422676045481,nan,nan,nan,4.267943950253539e-05,6.934987628471282,2.100548259729769e-06,4.3151532736374065e-05,5.418062358877248,4.1530552318801714e-06,0.006568982625671503,fp16,fp16
1700,fixed,0.001,0.001,0.0001741811579524544,0.000171814704474326,nan,nan,nan,4.162287950748578e-05,4.0681080547215345,4.850202394094854e-06,4.267943950253539e-05,5.303810631544768,4.699320069411472e-06,0.006568982625671503,fp16,fp16
1750,fixed,0.001,0.001,0.00017339243714165658,0.0001726072877878672,nan,nan,nan,4.445476952241734e-05,6.028379962894458,1.4877928234952342e-05,4.267943950253539e-05,5.352856581417113,4.699320069411472e-06,0.006532950290836093,fp16,fp16
1800,fixed,0.001,0.001,0.0001661583983216349,0.00015922616803785744,nan,nan,nan,4.195344081381336e-05,1.1511882427860272,5.611725879798148e-06,4.195344081381336e-05,4.782689596357086,4.850202394094854e-06,0.006532950290836093,fp16,fp16
1850,fixed,0.001,0.001,0.00015557044808464467,0.0001456571835171923,nan,nan,nan,4.112025999347679e-05,4.97067965878914,6.4432184872116645e-06,4.195344081381336e-05,4.630668709532488,5.611725879798148e-06,0.006477147583142858,fp16,fp16
1900,fixed,0.001,0.001,0.00014178711729039128,0.00012922497091851862,nan,nan,nan,4.33193999924697e-05,4.705860140474727,6.907404207481118e-06,4.195344081381336e-05,4.1848432119331775,6.4432184872116645e-06,0.006477147583142858,fp16,fp16
1950,fixed,0.001,0.001,0.00014110213171309322,0.00014042045535915784,nan,nan,nan,4.2384293919894844e-05,7.5995693662341335,2.2286418200575277e-06,4.2384293919894844e-05,4.891135474235697,6.4432184872116645e-06,0.006477147583142858,fp16,fp16
2000,fixed,0.001,0.001,0.0001395302190777753,0.00013797581793787605,nan,nan,nan,4.3048607039963827e-05,4.819907644438053,7.040897509237986e-06,4.3048607039963827e-05,4.649441010544416,6.4432184872116645e-06,0.0065103221056945285,fp16,fp16
2050,fixed,0.001,0.001,0.00014202563461294016,0.0001445656791806855,nan,nan,nan,4.0312686905963346e-05,3.8248394697746484,6.252780917317979e-06,4.2384293919894844e-05,5.1841712559421405,6.4432184872116645e-06,0.006561143729561472,fp16,fp16
2100,fixed,0.001,0.001,0.00014289579044698183,0.00014377127750997754,nan,nan,nan,4.293393067200668e-05,3.61036058206913,4.837488586430901e-06,4.293393067200668e-05,4.912107440598138,6.252780917317979e-06,0.0065103221056945285,fp16,fp16
2150,fixed,0.001,0.001,0.00014128841311438118,0.00013969911652356642,nan,nan,nan,4.24458303314168e-05,3.6009222629657978,1.0780289483700195e-05,4.24458303314168e-05,4.691119865096352,6.252780917317979e-06,0.006552398848666546,fp16,fp16
2200,fixed,0.001,0.001,0.00013493915828583097,0.00012887522789393634,nan,nan,nan,4.5598008000524715e-05,3.878759192723619,3.3564631399471177e-06,4.293393067200668e-05,3.9469578303942496,6.252780917317979e-06,0.006515046456581626,fp16,fp16
2250,fixed,0.001,0.001,0.00013289576981019108,0.0001308833244389506,nan,nan,nan,4.279648419469595e-05,5.5050740025524805,6.936281302955274e-06,4.279648419469595e-05,4.083991102017135,6.252780917317979e-06,0.006552398848666546,fp16,fp16
2300,fixed,0.001,0.001,0.00014381597270834358,0.00015563350162001123,nan,nan,nan,4.176311631454155e-05,5.742615907557742,4.1322263638280256e-06,4.279648419469595e-05,4.467546389573753,4.837488586430901e-06,0.006541902184739233,fp16,fp16
2350,fixed,0.001,0.001,0.00015981296565837068,0.00017758934220970428,nan,nan,nan,4.1503059037495404e-05,6.731904108538684,1.885926637971197e-06,4.176311631454155e-05,5.091855094867665,4.1322263638280256e-06,0.006541902184739233,fp16,fp16
2400,fixed,0.001,0.001,0.0001779484660322286,0.00019814197448105882,nan,nan,nan,4.102964885532856e-05,4.0461807497185855,3.077940661591269e-06,4.1503059037495404e-05,5.180906792218222,3.3564631399471177e-06,0.006462438882847679,fp16,fp16
2450,fixed,0.001,0.001,0.00018636044320455715,0.00019517007123348256,nan,nan,nan,4.0410544897895306e-05,4.265200995667253,3.4710192892193043e-06,4.102964885532856e-05,5.258195152806949,3.4710192892193043e-06,0.006442286786343449,fp16,fp16
2500,fixed,0.001,0.001,0.00018607150751560523,0.00018578301979635617,nan,nan,nan,4.1535608033882454e-05,3.036870507539653,1.1353407454652359e-05,4.102964885532856e-05,4.764554453804384,3.4710192892193043e-06,0.006405439005667649,fp16,fp16
2550,fixed,0.001,0.001,0.00019160500674710276,0.00019730306429359358,nan,nan,nan,4.1278057324234396e-05,8.626927766419712,6.713517764004496e-06,4.1278057324234396e-05,5.341416825576777,3.4710192892193043e-06,0.006405439005667649,fp16,fp16
2600,fixed,0.001,0.001,0.0001927537839963256,0.00019390944879609147,nan,nan,nan,4.1979226807598025e-05,5.667324805567221,3.471858671365954e-06,4.1535608033882454e-05,5.128500964982485,3.471858671365954e-06,0.006424800177766963,fp16,fp16
2650,fixed,0.001,0.001,0.00016505962575139057,0.00014134446280809936,nan,nan,nan,4.267053373041563e-05,4.47087345265897,1.4970903229016256e-05,4.1979226807598025e-05,5.213439505570562,6.713517764004496e-06,0.0064448124902034545,fp16,fp16
2700,fixed,0.001,0.001,0.00015270526319865877,0.0001412755984537013,nan,nan,nan,4.155395436100662e-05,4.239806814698699,2.078023935982592e-06,4.1979226807598025e-05,5.208360669376851,6.713517764004496e-06,0.006479137813598197,fp16,fp16
2750,fixed,0.001,0.001,0.00017388215525107308,0.00019799582071657051,nan,nan,nan,4.149677261011675e-05,3.717916475845769,2.7797488086656585e-06,4.155395436100662e-05,5.344569863038074,3.471858671365954e-06,0.006479137813598197,fp16,fp16
