global_step,eps,zo_two_point_precision,fd_mean,td_mean,td_u2_mean_debug,mae,mse,rmse,sign_acc,corr,mae_u2_debug,mse_u2_debug,rmse_u2_debug,sign_acc_u2_debug,corr_u2_debug,probe_num_seeds
200,0.001,fp16,3.6959049282595515,3.0428289473056793,,2.6043205531314015,12.572786777418195,3.5458125694145473,0.9375,0.9855794599952662,,,,,,16
400,0.001,fp16,0.7935761548578739,0.6569709964096546,,0.32272354513406754,0.1450474384053586,0.38085093987721574,1.0,0.9991540291784674,,,,,,16
600,0.001,fp16,-0.9109973208978772,-0.3693733662366867,,0.833910571411252,1.1460300560342813,1.070527933327422,0.875,0.9802687650440387,,,,,,16
800,0.001,fp16,-2.1301506273448467,-2.1476498395204544,,0.29026444628834724,0.15923079097246728,0.39903733029939353,1.0,0.9994771926020388,,,,,,16
1000,0.001,fp16,0.6763934530317783,1.2548914402723312,,1.725219737738371,5.523157945264673,2.3501399841849153,0.9375,0.9268070370744881,,,,,,16
1200,0.001,fp16,1.4390944318147376,1.506303932517767,,0.3634396457346156,0.16285852439441867,0.40355733718322934,1.0,0.9986053137702844,,,,,,16
1400,0.001,fp16,-2.2249219864606857,-2.4229868799448013,,0.3150387853384018,0.15836134401219182,0.3979464084675119,1.0,0.9978763808923289,,,,,,16
1600,0.001,fp16,-0.7114409672794864,-1.0921496003866196,,0.8724203574238345,1.0615236000731556,1.030302674010485,0.9375,0.9771259674777155,,,,,,16
1800,0.001,fp16,-0.2788304812274873,-0.259514719247818,,0.519467952195555,0.3974896530616416,0.630467804936653,1.0,0.9913851265404943,,,,,,16
2000,0.001,fp16,0.5451440680772066,0.6527433022856712,,1.2070427220314741,2.1951921970399058,1.4816181009423128,1.0,0.9600058486849519,,,,,,16
2200,0.001,fp16,-3.7006136388808955,-3.7153374515473843,,0.3258927562565077,0.15351643102632018,0.391811729056597,0.9375,0.9989410310946758,,,,,,16
2400,0.001,fp16,2.5438068360090256,2.4895329512655735,,0.8492867276072502,1.0021243719115405,1.0010616224346733,0.9375,0.9908864008200885,,,,,,16
2600,0.001,fp16,-1.0491608614102006,-1.0467732213437557,,0.33084547240287066,0.14071335048161082,0.3751177821453028,1.0,0.9961252485135101,,,,,,16
2800,0.001,fp16,1.4303921012906358,1.6408711671829224,,0.4136125744553283,0.30230641045203765,0.5498239813358796,1.0,0.9972393309586159,,,,,,16
3000,0.001,fp16,-0.9862183760851622,-0.8950151689350605,,0.36791948042809963,0.21243590348649405,0.4609076951912325,1.0,0.9943185732496936,,,,,,16
3200,0.001,fp16,-0.8689164347015321,-0.721352132037282,,0.46872366638854146,0.3086479405848177,0.5555609242781728,0.8125,0.988575698455354,,,,,,16
3400,0.001,fp16,0.6601809533312917,0.6827920712530613,,0.2059717057272792,0.05617297159459396,0.23700837874344013,1.0,0.9982168993550558,,,,,,16
3600,0.001,fp16,-1.6481875046156347,-1.8045607265084982,,0.41468626679852605,0.2220295607232019,0.4712001281018522,1.0,0.9943674244082638,,,,,,16
3800,0.001,fp16,0.4196166768670082,0.4166831076145172,,0.36647337675094604,0.18190263742073365,0.42650045418584687,0.9375,0.997499496207079,,,,,,16
4000,0.001,fp16,-0.11360643617808819,-0.10235185921192169,,0.28690010495483875,0.1464103210188386,0.38263601636390504,1.0,0.9989901614587959,,,,,,16
4200,0.001,fp16,-0.062108032405376434,-3.3639224767684937,,4.466862462460995,141.83187576289146,11.909318862256207,0.9375,0.6996245179570109,,,,,,16
4400,0.001,fp16,-1.4327763505280018,-1.457467682659626,,0.29748398438096046,0.12907734653300285,0.35927335906382324,0.9375,0.9982278281012484,,,,,,16
4600,0.001,fp16,-0.9697674983181059,-0.7362330406904221,,0.47988303611055017,0.3566786689247408,0.5972258106652297,0.9375,0.9931826871744264,,,,,,16
4800,0.001,fp16,0.3732442446053028,0.1245462242513895,,0.36640563048422337,0.21390107969257294,0.46249441044468087,1.0,0.9976021580779512,,,,,,16
5000,0.001,fp16,1.3676880672574043,1.3187583088874817,,0.3123039975762367,0.17039800831651153,0.41279293636944847,1.0,0.9995668984712128,,,,,,16
