setting,formula,h,actual_mse,pred_mse,pred_over_actual
fp32_seed16,old_h4_full_bound,1e-05,0.0002879121006139,0.03780098084082217,131.2934772808128
fp32_seed16,old_h4_full_bound,3e-05,0.0094141829122235,0.3259603336557716,34.62438925342531
fp32_seed16,old_h4_full_bound,0.0001,0.1366171896662058,3.603987492867072,26.380190528531777
fp32_seed16,old_h4_full_bound,0.0003,0.3691759554000862,32.42182753173048,87.82215379274646
fp32_seed16,old_h4_full_bound,0.001,0.612236921252227,360.22476011901114,588.3747739065334
fp32_seed16,old_h4_full_bound,0.0015,1.2685563525499743,810.5035137015425,638.91802052965
fp32_seed16,old_h4_full_bound,0.002,3.062354811868508,1440.893768718336,470.5182309815919
fp32_seed16,old_h4_full_bound,0.003,10.608103210878452,3242.008783052926,305.61625566843037
fp32_seed16,old_h4_full_bound,0.004,23.823669382992907,5763.569803121663,241.9261999680085
fp32_seed16,old_h4_full_bound,0.005,39.23033170997613,9005.576828924413,229.556479295186
fp32_seed16,old_h4_full_bound,0.01,332.355385392128,36022.30204394766,108.38489047333145
fp32_seed16,old_h4_hdep_only,1e-05,0.0002879121006139,0.0360437309501594,125.19005235731748
fp32_seed16,old_h4_hdep_only,3e-05,0.0094141829122235,0.3242030837651088,34.43772941188122
fp32_seed16,old_h4_hdep_only,0.0001,0.1366171896662058,3.6022302429764093,26.36732794590249
fp32_seed16,old_h4_hdep_only,0.0003,0.3691759554000862,32.42007028183981,87.81739386766206
fp32_seed16,old_h4_hdep_only,0.001,0.612236921252227,360.2230028691205,588.3719036943171
fp32_seed16,old_h4_hdep_only,0.0015,1.2685563525499743,810.5017564516518,638.9166352936791
fp32_seed16,old_h4_hdep_only,0.002,3.062354811868508,1440.8920114684454,470.51765715850524
fp32_seed16,old_h4_hdep_only,0.003,10.608103210878452,3242.0070258030355,305.61609001677186
fp32_seed16,old_h4_hdep_only,0.004,23.823669382992907,5763.5680458717725,241.92612620733533
fp32_seed16,old_h4_hdep_only,0.005,39.23033170997613,9005.575071674522,229.55643450204215
fp32_seed16,old_h4_hdep_only,0.01,332.355385392128,36022.30028669777,108.38488518606978
fp32_seed16,strict_h6_S3,1e-05,0.0002879121006139,2.1430972031535652e-05,0.07443581560427473
fp32_seed16,strict_h6_S3,3e-05,0.0094141829122235,2.4061789901226124e-06,0.00025559084761338105
fp32_seed16,strict_h6_S3,0.0001,0.1366171896662058,3.3000055297793226e-06,2.415512672923637e-05
fp32_seed16,strict_h6_S3,0.0003,0.3691759554000862,0.00024996542235648236,0.000677090202382189
fp32_seed16,strict_h6_S3,0.001,0.612236921252227,0.03085699109469496,0.05040040876917748
fp32_seed16,strict_h6_S3,0.0015,1.2685563525499743,0.15621350752009378,0.12314274190979607
fp32_seed16,strict_h6_S3,0.002,3.062354811868508,0.49371182376182443,0.16121966724704384
fp32_seed16,strict_h6_S3,0.003,10.608103210878452,2.499416105320036,0.23561385627893608
fp32_seed16,strict_h6_S3,0.004,23.823669382992907,7.899389171750867,0.3315773504391407
fp32_seed16,strict_h6_S3,0.005,39.23033170997613,19.285618094853604,0.49159966929235377
fp32_seed16,strict_h6_S3,0.01,332.355385392128,308.5698895163075,0.9284335475781225
fp16_seed16,old_h4_full_bound,1e-05,49.77350203720866,939.6842017754058,18.87920606978661
fp16_seed16,old_h4_full_bound,3e-05,8.706959571742914,120.58288039110042,13.849022657970464
fp16_seed16,old_h4_full_bound,0.0001,0.9648023601991664,34.78427397453291,36.053263766220795
fp16_seed16,old_h4_full_bound,0.0003,0.5317261088154063,92.06939772601925,173.15192201325965
fp16_seed16,old_h4_full_bound,0.001,0.5465045712523249,836.0024696424751,1529.726398677253
fp16_seed16,old_h4_full_bound,0.0015,1.3187760332036178,1859.11819166216,1409.7300412306734
fp16_seed16,old_h4_full_bound,0.002,3.24496152467841,3291.5339989869462,1014.3522423777125
fp16_seed16,old_h4_full_bound,0.003,10.981217998358776,7384.189017412929,672.4380682103343
fp16_seed16,old_h4_full_bound,0.004,22.43509291788505,13113.919492333609,584.5270862185425
fp16_seed16,old_h4_full_bound,0.005,38.31002990104948,20480.719506134297,534.6046338004356
fp16_seed16,old_h4_full_bound,0.01,256.0990473696237,81870.73414619426,319.68386835907097
fp16_seed16,old_h4_hdep_only,1e-05,49.77350203720866,922.3075201227667,18.530090959508673
fp16_seed16,old_h4_hdep_only,3e-05,8.706959571742914,103.20619873846135,11.853299408142545
fp16_seed16,old_h4_hdep_only,0.0001,0.9648023601991664,17.40759232189384,18.04265105477183
fp16_seed16,old_h4_hdep_only,0.0003,0.5317261088154063,74.69271607338017,140.47216195530177
fp16_seed16,old_h4_hdep_only,0.001,0.5465045712523249,818.6257879898361,1497.9303578631386
fp16_seed16,old_h4_hdep_only,0.0015,1.3187760332036178,1841.7415100095209,1396.5536707059323
fp16_seed16,old_h4_hdep_only,0.002,3.24496152467841,3274.157317334307,1008.9972692846615
fp16_seed16,old_h4_hdep_only,0.003,10.981217998358776,7366.81233576029,670.855668001611
fp16_seed16,old_h4_hdep_only,0.004,22.43509291788505,13096.54281068097,583.7525549199097
fp16_seed16,old_h4_hdep_only,0.005,38.31002990104948,20463.342824481657,534.1510533230118
fp16_seed16,old_h4_hdep_only,0.01,256.0990473696237,81853.35746454162,319.61601694833314
fp16_seed16,strict_h6_S3,1e-05,49.77350203720866,792.3425512821465,15.918963280699503
fp16_seed16,strict_h6_S3,3e-05,8.706959571742914,88.03806127853173,10.111228902939391
fp16_seed16,strict_h6_S3,0.0001,0.9648023601991664,7.923428598517276,8.212488821940303
fp16_seed16,strict_h6_S3,0.0003,0.5317261088154063,0.8806305541458839,1.656173243228128
fp16_seed16,strict_h6_S3,0.001,0.5465045712523249,0.11009124407981243,0.2014461541054202
fp16_seed16,strict_h6_S3,0.0015,1.3187760332036178,0.19142873106903485,0.14515636184561934
fp16_seed16,strict_h6_S3,0.002,3.24496152467841,0.5135203870081038,0.15825161041285254
fp16_seed16,strict_h6_S3,0.003,10.981217998358776,2.5082199112072714,0.22840999164046677
fp16_seed16,strict_h6_S3,0.004,22.43509291788505,7.904341312562437,0.352320417904807
fp16_seed16,strict_h6_S3,0.005,38.31002990104948,19.28878746497301,0.5034918405126226
fp16_seed16,strict_h6_S3,0.01,256.0990473696237,308.57068185883736,1.2048880502608126
int8_rtnclip_g128_seed16,old_h4_full_bound,1e-05,8719.468482195416,526224.2764283755,60.3504992882182
int8_rtnclip_g128_seed16,old_h4_full_bound,3e-05,3779.0640556688536,58791.39736489961,15.557131739195716
int8_rtnclip_g128_seed16,old_h4_full_bound,0.0001,865.4748274548169,5626.509574500183,6.501066693119877
int8_rtnclip_g128_seed16,old_h4_full_bound,0.0003,127.19267842643508,1001.9234221220622,7.877209871805228
int8_rtnclip_g128_seed16,old_h4_full_bound,0.001,14.916885651402405,1036.097054387352,69.45800072483252
int8_rtnclip_g128_seed16,old_h4_full_bound,0.0015,6.52644552333603,1784.1889217589728,273.3783520262917
int8_rtnclip_g128_seed16,old_h4_full_bound,0.002,6.734152330033429,2862.1928514146534,425.0264489339886
int8_rtnclip_g128_seed16,old_h4_full_bound,0.003,16.960035501369003,5964.115018527607,351.656989046172
int8_rtnclip_g128_seed16,old_h4_full_bound,0.004,34.01085142788154,10314.474881319593,303.27011669175545
int8_rtnclip_g128_seed16,old_h4_full_bound,0.005,69.6161074883063,15909.898155103721,228.5376004077242
int8_rtnclip_g128_seed16,old_h4_full_bound,0.01,209.65882249409785,62546.707771778674,298.3261425764205
int8_rtnclip_g128_seed16,old_h4_hdep_only,1e-05,8719.468482195416,525862.6107915732,60.30902134291215
int8_rtnclip_g128_seed16,old_h4_hdep_only,3e-05,3779.0640556688536,58429.73172809724,15.461429302964225
int8_rtnclip_g128_seed16,old_h4_hdep_only,0.0001,865.4748274548169,5264.843937697813,6.083185519306938
int8_rtnclip_g128_seed16,old_h4_hdep_only,0.0003,127.19267842643508,640.2577853196929,5.033762896108845
int8_rtnclip_g128_seed16,old_h4_hdep_only,0.001,14.916885651402405,674.4314175849826,45.21261564551688
int8_rtnclip_g128_seed16,old_h4_hdep_only,0.0015,6.52644552333603,1422.5232849566034,217.9629447407802
int8_rtnclip_g128_seed16,old_h4_hdep_only,0.002,6.734152330033429,2500.527214612284,371.32026305081683
int8_rtnclip_g128_seed16,old_h4_hdep_only,0.003,16.960035501369003,5602.449381725238,330.3324088721991
int8_rtnclip_g128_seed16,old_h4_hdep_only,0.004,34.01085142788154,9952.809244517224,292.63628596954425
int8_rtnclip_g128_seed16,old_h4_hdep_only,0.005,69.6161074883063,15548.232518301353,223.34245736036092
int8_rtnclip_g128_seed16,old_h4_hdep_only,0.01,209.65882249409785,62185.042134976306,296.60112269650324
int8_rtnclip_g128_seed16,strict_h6_S3,1e-05,8719.468482195416,525862.5486070573,60.30901421122563
int8_rtnclip_g128_seed16,strict_h6_S3,3e-05,3779.0640556688536,58429.17206747578,15.461281207929789
int8_rtnclip_g128_seed16,strict_h6_S3,0.0001,865.4748274548169,5258.625489156269,6.076000505550003
int8_rtnclip_g128_seed16,strict_h6_S3,0.0003,127.19267842643508,584.2919706161184,4.593754749445407
int8_rtnclip_g128_seed16,strict_h6_S3,0.001,14.916885651402405,52.617111849657334,3.527352362904958
int8_rtnclip_g128_seed16,strict_h6_S3,0.0015,6.52644552333603,23.527882333547936,3.6050070822504194
int8_rtnclip_g128_seed16,strict_h6_S3,0.002,6.734152330033429,13.640275538402484,2.0255371232944435
int8_rtnclip_g128_seed16,strict_h6_S3,0.003,16.960035501369003,8.342333311826996,0.4918818307398949
int8_rtnclip_g128_seed16,strict_h6_S3,0.004,34.01085142788154,11.186030100411031,0.3288959150032012
int8_rtnclip_g128_seed16,strict_h6_S3,0.005,69.6161074883063,21.389068289196107,0.30724309446328807
int8_rtnclip_g128_seed16,strict_h6_S3,0.01,209.65882249409785,309.09575206489313,1.474279729266316
