global_step,eps,precision,zo_quantization_bits,fd_mean,td_mean,mae,mse,rmse,sign_acc,corr,probe_num_seeds
100,0.001,fp16,16,-5.706786662340164,1.4089913815259933,16.857348665595055,463.0415253202665,21.5183996923625,0.8125,0.9508247800083216,16
200,0.001,fp16,16,-3.692626655101776,-3.201909214258194,16.489645689725876,529.3407863524005,23.007407206210797,1.0,0.9589788797130684,16
300,0.001,fp16,16,-0.762939590960741,3.9741571247577667,18.429574836045504,507.435594260309,22.526331131817916,0.9375,0.957141618265661,16
400,0.001,fp16,16,1.037597544491291,-13.743393756449223,19.760189697146416,1067.4467867039396,32.6718041544072,0.75,0.8613420560668712,16
500,0.001,fp16,16,17.639158479869366,21.43008542060852,13.207312889397144,258.8004760380198,16.08727683724066,1.0,0.9531254123672642,16
600,0.001,fp16,16,3.204345704987645,8.319271095097065,19.33794946409762,648.3624859790139,25.462963024342116,0.875,0.8624553060714467,16
700,0.001,fp16,16,8.377074502408504,9.022143334150314,14.080477423965931,298.1863564588123,17.268073327931297,0.9375,0.9719342865021214,16
800,0.001,fp16,16,-8.544921271502972,-7.699621133506298,13.031112343072891,225.79600495215476,15.026510072274093,0.875,0.916950118922159,16
900,0.001,fp16,16,-1.7395018953830004,2.9053194522857666,19.228345872834325,432.5022238437632,20.796687809450887,0.875,0.9417502599449148,16
1000,0.001,fp16,16,12.115477539598942,28.082292079925537,26.1932280883193,1228.0242314152506,35.04317667414372,0.9375,0.9162316893020419,16
1100,0.001,fp16,16,-14.862059280276299,-3.616270661354065,27.562234684824944,1215.6070469673084,34.865556742540456,0.875,0.9064580448141619,16
1200,0.001,fp16,16,-5.462645888328552,-7.292284652590752,14.102452114224434,282.0655296878016,16.79480662847303,0.875,0.9141566586920036,16
1300,0.001,fp16,16,-7.20214769244194,-6.021926198154688,18.613521691411734,501.2062280970574,22.387635607563773,0.8125,0.8582797886115764,16
1400,0.001,fp16,16,3.1738277692347765,6.518589342013001,17.364423237740993,572.3473732587398,23.92378258676374,0.8125,0.7091261801771147,16
1500,0.001,fp16,16,-22.064207203686237,-15.54979544878006,21.264041803777218,641.7403719931779,25.332595050511067,0.9375,0.9201107574903664,16
1600,0.001,fp16,16,-21.118162244558334,-19.747048497200012,17.70297235250473,745.1065584207015,27.29664005735324,0.75,0.8533953454668857,16
1700,0.001,fp16,16,-3.2348630726337433,-4.277152985334396,18.047608256340027,654.2369446099108,25.57805591928188,0.8125,0.918157485677137,16
1800,0.001,fp16,16,2.8076167702674866,14.862073853611946,20.815073922276497,624.6832118662428,24.993663434283555,0.9375,0.9611346154822269,16
1900,0.001,fp16,16,-8.148192498832941,-8.584851667284966,35.11974508687854,1740.1554605183842,41.71517062794283,0.75,0.771350641464198,16
2000,0.001,fp16,16,-2.9296873956918716,-4.9288622215390205,21.128400318324566,618.8795238612154,24.877289318999676,0.9375,0.8211595735213613,16
2100,0.001,fp16,16,20.20263496041298,14.23434168100357,30.492241710424423,1403.228744421167,37.45969493230246,0.8125,0.8968196710562956,16
2200,0.001,fp16,16,-15.502928674221039,-16.998197503387928,27.001278705894947,1188.2796923951466,34.47143299016081,0.9375,0.6768343399518159,16
2300,0.001,fp16,16,-14.556883558630943,-13.295383654534817,21.36261724680662,786.0405939508441,28.036415497542553,0.875,0.85028326275769,16
2400,0.001,fp16,16,-17.51708832383156,-41.59166467189789,38.97578927874565,2409.14606023368,49.083052678431486,1.0,0.9208679224271901,16
