precision,checkpoint_id,h,n_directions,G,G2,d,V_dir_formula,V_dir_sample,scalar_nmse,directional_corr,sign_agreement,V_h_raw,rho_raw,rho_raw_std_or_bootstrap_ci,d_h_mean,d_h_std,d_star_mean,d_star_std,probe_active_frac,probe_alignment,probe_norm_ratio,saturation_frac
fp32,task_start_seed16_deterministic,1e-09,64,15.708180551906716,246.74693625130038,406883417,100397236802.95721,123203315579.24551,36.5919359918176,0.2166828674242558,0.453125,4508234937843.163,36.591831288366784,38509.0429054143,15.832483768463135,107.3840782265371,1.6999678547347843,17.432078843670837,1.0,1.0,1.0,0.0
fp32,task_start_seed16_deterministic,3e-09,64,15.708180551906716,246.74693625130038,406883417,100397236802.95721,123203315579.24551,3.076784371847721,0.4558264974690112,0.578125,379081941820.8597,3.076881007938708,2019.9946634480307,-1.2417634328206388,34.29877011988694,1.6999678547347843,17.432078843670837,1.0,1.0,1.0,0.0
fp32,task_start_seed16_deterministic,1e-08,64,15.708180551906716,246.74693625130038,406883417,100397236802.95721,123203315579.24551,0.4570996800725514,0.8045258981762596,0.703125,56317201572.93972,0.4571078408739412,20.832180298381534,-1.1175870895385742,19.023602730619025,1.6999678547347843,17.432078843670837,1.0,1.0,1.0,0.0
fp32,task_start_seed16_deterministic,3e-08,64,15.708180551906716,246.74693625130038,406883417,100397236802.95721,123203315579.24551,0.05794264677250981,0.9760607501919399,0.875,7138776238.653679,0.057943052953489324,43.13776477246189,0.6519258022308348,18.52694977352027,1.6999678547347843,17.432078843670837,1.0,1.0,1.0,0.0
fp32,task_start_seed16_deterministic,1e-07,64,15.708180551906716,246.74693625130038,406883417,100397236802.95721,123203315579.24551,0.004688669135988239,0.997715527265226,0.953125,577682787.8902045,0.0046888574806140965,1.0237406037430645,1.778826117515564,17.605362928270694,1.6999678547347843,17.432078843670837,1.0,1.0,1.0,0.0
fp32,task_start_seed16_deterministic,3e-07,64,15.708180551906716,246.74693625130038,406883417,100397236802.95721,123203315579.24551,0.0004774055363831941,0.9997616230532042,1.0,58818408.491126455,0.0004774092987237337,0.39873489094062403,1.6639629999796548,17.41060554604346,1.6999678547347843,17.432078843670837,1.0,1.0,1.0,0.0
fp32,task_start_seed16_deterministic,1e-06,64,15.708180551906716,246.74693625130038,406883417,100397236802.95721,123203315579.24551,5.714207598983958e-05,0.9999712530712337,1.0,7040084.684304841,5.71420067001086e-05,0.003812422897313627,1.7071142792701721,17.42854026496111,1.6999678547347843,17.432078843670837,1.0,1.0,1.0,0.0
fp32,task_start_seed16_deterministic,3e-06,64,15.708180551906716,246.74693625130038,406883417,100397236802.95721,123203315579.24551,5.649256054444717e-06,0.999997163728666,1.0,696020.987587037,5.649368966368035e-06,0.0056227859398076604,1.6974906126658122,17.43383962372049,1.6999678547347843,17.432078843670837,1.0,1.0,1.0,0.0
fp32,task_start_seed16_deterministic,1e-05,64,15.708180551906716,246.74693625130038,406883417,100397236802.95721,123203315579.24551,5.128333225386179e-07,0.9999997481252001,1.0,63183.20877486944,5.128369190213019e-07,3.013402478071737e-05,1.701992005109787,17.43175243712028,1.6999678547347843,17.432078843670837,1.0,1.0,1.0,0.0
fp32,task_start_seed16_deterministic,3e-05,64,15.708180551906716,246.74693625130038,406883417,100397236802.95721,123203315579.24551,9.319091641257819e-07,0.9999995722308664,1.0,114813.94617852948,9.319063016991624e-07,0.000562713240012048,1.703730473915736,17.42867119785367,1.6999678547347843,17.432078843670837,1.0,1.0,1.0,0.0
fp32,task_start_seed16_deterministic,0.0001,64,15.708180551906716,246.74693625130038,406883417,100397236802.95721,123203315579.24551,1.532131581503383e-05,0.9999925919644236,1.0,1887637.1860444646,1.5321318076300624e-05,0.009129618900429575,1.7045903950929642,17.418652271062655,1.6999678547347843,17.432078843670837,1.0,1.0,1.0,0.0
fp32,task_start_seed16_deterministic,0.0003,64,15.708180551906716,246.74693625130038,406883417,100397236802.95721,123203315579.24551,0.0002621236982981764,0.9998741075036635,1.0,32294090.02768467,0.00026212029989495546,0.16036520306165358,1.7498868207136793,17.392674190569892,1.6999678547347843,17.432078843670837,1.0,1.0,1.0,0.0
fp32,task_start_seed16_deterministic,0.001,64,15.708180551906716,246.74693625130038,406883417,100397236802.95721,123203315579.24551,0.0017460399428449371,0.9993288658555647,0.96875,215119057.01780155,0.001746049252054706,2.512923752973921,1.8926886841654778,17.119998094479975,1.6999678547347843,17.432078843670837,1.0,1.0,1.0,0.0
fp32,task_start_seed16_deterministic,0.0015,64,15.708180551906716,246.74693625130038,406883417,100397236802.95721,123203315579.24551,0.004467820784830825,0.9983404918406369,0.96875,550450511.3704575,0.004467822223634905,8.553441703899276,1.9386957089106238,16.850743249006204,1.6999678547347843,17.432078843670837,1.0,1.0,1.0,0.0
fp32,task_start_seed16_deterministic,0.002,64,15.708180551906716,246.74693625130038,406883417,100397236802.95721,123203315579.24551,0.009735118026059114,0.9964716262072338,0.9375,1199399347.0747366,0.009735122317412569,19.516100131004908,2.0038019865751266,16.503116617564032,1.6999678547347843,17.432078843670837,1.0,1.0,1.0,0.0
fp32,task_start_seed16_deterministic,0.003,64,15.708180551906716,246.74693625130038,406883417,100397236802.95721,123203315579.24551,0.03426601973276753,0.9873225190643542,0.890625,4221705268.3894067,0.034266166040588145,53.92995584865744,2.153594978153705,15.583736284710378,1.6999678547347843,17.432078843670837,1.0,1.0,1.0,0.0
fp32,task_start_seed16_deterministic,0.005,64,15.708180551906716,246.74693625130038,406883417,100397236802.95721,123203315579.24551,0.19922934302016201,0.905236878778614,0.796875,24546053261.75038,0.19923208353887306,65.96161337824806,2.4600518867373466,13.397855379667872,1.6999678547347843,17.432078843670837,1.0,1.0,1.0,0.0
fp32,task_start_seed16_deterministic,0.01,64,15.708180551906716,246.74693625130038,406883417,100397236802.95721,123203315579.24551,0.9279531039820237,0.29604748338380577,0.515625,114327060347.62737,0.9279544126723696,91.2640548742291,-0.058483704924583435,7.239823100343738,1.6999678547347843,17.432078843670837,1.0,1.0,1.0,0.0
fp16,task_start_seed16_deterministic,1e-06,64,20.899689635196623,436.7970268475451,406883417,177725467255.96692,162271682787.80917,1.0,,0.0,162271683146.59808,1.0000000022110382,9.164600471181492e-08,0.0,0.0,3.665187744516984,19.760068512353897,1.0,1.0,1.0,0.0
fp16,task_start_seed16_deterministic,3e-06,64,20.899689635196623,436.7970268475451,406883417,177725467255.96692,162271682787.80917,1.0,,0.0,162271683146.59808,1.0000000022110382,9.164600471181492e-08,0.0,0.0,3.665187744516984,19.760068512353897,1.0,1.0,1.0,0.0
fp16,task_start_seed16_deterministic,5e-06,64,20.899689635196623,436.7970268475451,406883417,177725467255.96692,162271682787.80917,1.224687312277163,0.10201889883155073,0.015625,198729826321.0013,1.2246734791113603,1.872658460481921,1.5258789062499998,12.207031249999998,3.665187744516984,19.760068512353897,1.0,1.0,1.0,0.0
fp16,task_start_seed16_deterministic,7e-06,64,20.899689635196623,436.7970268475451,406883417,177725467255.96692,162271682787.80917,1.0262329292578443,0.2640103358896294,0.03125,166528356655.82568,1.0262317725119217,1.0226537633068673,2.1798270089285716,12.232707422087767,3.665187744516984,19.760068512353897,1.0,1.0,1.0,0.0
fp16,task_start_seed16_deterministic,1e-05,64,20.899689635196623,436.7970268475451,406883417,177725467255.96692,162271682787.80917,0.8923216691380234,0.38042846305432965,0.0625,144798441393.20248,0.8923210686275117,0.33464891773159056,1.5258789062499998,12.207031249999998,3.665187744516984,19.760068512353897,1.0,1.0,1.0,0.0
fp16,task_start_seed16_deterministic,2e-05,64,20.899689635196623,436.7970268475451,406883417,177725467255.96692,162271682787.80917,0.4653925657036151,0.8137872120694063,0.328125,75520108585.78053,0.4653930204478908,0.4200283524866356,-3.3306690738754696e-16,22.603029779603308,3.665187744516984,19.760068512353897,1.0,1.0,1.0,0.0
fp16,task_start_seed16_deterministic,3e-05,64,20.899689635196623,436.7970268475451,406883417,177725467255.96692,162271682787.80917,0.22046607858150455,0.9062454132692359,0.609375,35775680320.14067,0.2204677963863967,1.176325533164657,5.086263020833333,22.06170220655116,3.665187744516984,19.760068512353897,1.0,1.0,1.0,0.0
fp16,task_start_seed16_deterministic,5e-05,64,20.899689635196623,436.7970268475451,406883417,177725467255.96692,162271682787.80917,0.06387708457491419,0.9732032385081398,0.734375,10365601515.88823,0.06387806755811222,0.43791537054303875,3.204345703125,21.455798058861156,3.665187744516984,19.760068512353897,1.0,1.0,1.0,0.0
fp16,task_start_seed16_deterministic,7e-05,64,20.899689635196623,436.7970268475451,406883417,177725467255.96692,162271682787.80917,0.04172413441612082,0.9788954265970822,0.84375,6770765369.852536,0.04172487308649021,0.3710865717789926,3.705705915178571,18.599892914856806,3.665187744516984,19.760068512353897,1.0,1.0,1.0,0.0
fp16,task_start_seed16_deterministic,0.0001,64,20.899689635196623,436.7970268475451,406883417,177725467255.96692,162271682787.80917,0.01390711736124303,0.9935852493956939,0.9375,2256739734.4214206,0.013907169110783144,0.3093934559129696,4.425048828125,19.833481864785178,3.665187744516984,19.760068512353897,1.0,1.0,1.0,0.0
fp16,task_start_seed16_deterministic,0.0003,64,20.899689635196623,436.7970268475451,406883417,177725467255.96692,162271682787.80917,0.001707475547787616,0.9991405041816924,1.0,277075329.1436693,0.0017074780046866247,0.02987157730103585,3.585815429687501,19.630419203982598,3.665187744516984,19.760068512353897,1.0,1.0,1.0,0.0
fp16,task_start_seed16_deterministic,0.001,64,20.899689635196623,436.7970268475451,406883417,177725467255.96692,162271682787.80917,0.0015955583284968462,0.999298942269188,1.0,258915223.09689748,0.0015955662667001612,0.06246694719123864,3.72314453125,19.43948167714295,3.665187744516984,19.760068512353897,1.0,1.0,1.0,0.0
fp16,task_start_seed16_deterministic,0.0015,64,20.899689635196623,436.7970268475451,406883417,177725467255.96692,162271682787.80917,0.0034845500631203114,0.9985105112702093,1.0,565451558.114629,0.003484597857125995,0.12060708508721202,3.6366780598958335,19.235661700160357,3.665187744516984,19.760068512353897,1.0,1.0,1.0,0.0
fp16,task_start_seed16_deterministic,0.002,64,20.899689635196623,436.7970268475451,406883417,177725467255.96692,162271682787.80917,0.007869580283158432,0.9964856308982212,0.96875,1277029264.8579688,0.00786969878489426,0.3769498449495974,3.5552978515625,19.036204495606636,3.665187744516984,19.760068512353897,1.0,1.0,1.0,0.0
fp16,task_start_seed16_deterministic,0.003,64,20.899689635196623,436.7970268475451,406883417,177725467255.96692,162271682787.80917,0.03147629236400114,0.9851414277465529,0.953125,5107796066.8815,0.031476817021492236,1.8858078361006125,3.3086140950520826,18.430377698469908,3.665187744516984,19.760068512353897,1.0,1.0,1.0,0.0
fp16,task_start_seed16_deterministic,0.005,64,20.899689635196623,436.7970268475451,406883417,177725467255.96692,162271682787.80917,0.19532122558796236,0.8983125221697299,0.90625,31695623634.263332,0.1953244280809572,7.450423254150809,2.1270751953125,16.676005233564585,3.665187744516984,19.760068512353897,1.0,1.0,1.0,0.0
