precision,checkpoint_id,checkpoint_step,h,batch_index,direction_index,direction_seed,d_star,d_h,e_h,norm_u2,vector_error_h,loss_plus,loss_minus,loss_base,G,G2,d,V_dir_formula,V_dir_sample_direction,direction_distribution,direction_dtype,quantizer,quant_bits,group_size,probe_active_frac,probe_alignment,probe_norm_ratio,delta_q_norm,nominal_delta_norm,saturation_frac
fp32,task_start_seed16_deterministic,0,1e-09,0,0,730000,15.072630044239387,0.0,-15.072630044239387,407932189.6846677,92675738561.16357,1.750921607017517,1.750921607017517,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,92675738353.54216,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,4.039466250309156e-05,4.039466250309156e-05,0.0
fp32,task_start_seed16_deterministic,0,3e-09,0,0,730000,15.072630044239387,19.868214925130207,4.79558488089082,407932189.6846677,9381475337.892916,1.7509218454360962,1.7509217262268066,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,92675738353.54216,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,0.00012118398750927465,0.00012118398750927465,0.0
fp32,task_start_seed16_deterministic,0,1e-08,0,0,730000,15.072630044239387,11.920928955078125,-3.1517010891612625,407932189.6846677,4052080085.447597,1.7509219646453857,1.7509217262268066,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,92675738353.54216,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,0.00040394662503091556,0.00040394662503091556,0.0
fp32,task_start_seed16_deterministic,0,3e-08,0,0,730000,15.072630044239387,21.85503641764323,6.782406373403843,407932189.6846677,18765303430.536255,1.750922441482544,1.7509211301803589,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,92675738353.54216,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,0.0012118398750927465,0.0012118398750927465,0.0
fp32,task_start_seed16_deterministic,0,1e-07,0,0,730000,15.072630044239387,14.901161193847656,-0.1714688503917312,407932189.6846677,11993845.46559594,1.7509233951568604,1.7509204149246216,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,92675738353.54216,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,0.004039466250309155,0.004039466250309155,0.0
fp32,task_start_seed16_deterministic,0,3e-07,0,0,730000,15.072630044239387,13.907750447591146,-1.164879596648241,407932189.6846677,553541330.8397294,1.7509260177612305,1.750917673110962,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,92675738353.54216,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,0.012118398750927465,0.012118398750927465,0.0
fp32,task_start_seed16_deterministic,0,1e-06,0,0,730000,15.072630044239387,15.2587890625,0.18615901826061254,407932189.6846677,14136963.493850963,1.7509372234344482,1.7509067058563232,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,92675738353.54216,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,0.04039466250309155,0.04039466250309155,0.0
fp32,task_start_seed16_deterministic,0,3e-06,0,0,730000,15.072630044239387,15.060106913248697,-0.012523130990690134,407932189.6846677,63975.51979142693,1.750967025756836,1.7508766651153564,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,92675738353.54216,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,0.12118398750927466,0.12118398750927466,0.0
fp32,task_start_seed16_deterministic,0,1e-05,0,0,730000,15.072630044239387,15.074014663696287,0.0013846194568998271,407932189.6846677,782.0757805208362,1.7510721683502197,1.7507706880569458,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,92675738353.54216,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,0.40394662503091555,0.40394662503091555,0.0
fp32,task_start_seed16_deterministic,0,3e-05,0,0,730000,15.072630044239387,15.074014663696289,0.0013846194569016035,407932189.6846677,782.0757805228429,1.75137197971344,1.7504675388336182,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,92675738353.54216,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,1.2118398750927466,1.2118398750927466,0.0
fp32,task_start_seed16_deterministic,0,0.0001,0,0,730000,15.072630044239387,15.05434513092041,-0.018284913318977303,407932189.6846677,136387.2549047228,1.7524044513702393,1.7493935823440552,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,92675738353.54216,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,4.039466250309156,4.039466250309156,0.0
fp32,task_start_seed16_deterministic,0,0.0003,0,0,730000,15.072630044239387,14.99454180399577,-0.07808824024361805,407932189.6846677,2487477.9999248832,1.755314826965332,1.7463181018829346,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,92675738353.54216,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,12.118398750927465,12.118398750927465,0.0
fp32,task_start_seed16_deterministic,0,0.001,0,0,730000,15.072630044239387,14.803290367126465,-0.2693396771129226,407932189.6846677,29592976.338120632,1.7652846574783325,1.7356780767440796,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,92675738353.54216,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,40.39466250309155,40.39466250309155,0.0
fp32,task_start_seed16_deterministic,0,0.0015,0,0,730000,15.072630044239387,14.570514361063639,-0.5021156831757487,407932189.6846677,102847928.64324479,1.7719858884811401,1.7282743453979492,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,92675738353.54216,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,60.59199375463733,60.59199375463733,0.0
fp32,task_start_seed16_deterministic,0,0.002,0,0,730000,15.072630044239387,13.982206583023071,-1.0904234612163162,407932189.6846677,485040888.459966,1.7769986391067505,1.7210698127746582,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,92675738353.54216,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,80.7893250061831,80.7893250061831,0.0
fp32,task_start_seed16_deterministic,0,0.003,0,0,730000,15.072630044239387,12.71742582321167,-2.3552042210277175,407932189.6846677,2262794521.54831,1.7818683385849,1.7055637836456299,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,92675738353.54216,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,121.18398750927466,121.18398750927466,0.0
fp32,task_start_seed16_deterministic,0,0.005,0,0,730000,15.072630044239387,12.201869487762451,-2.8707605564769363,407932189.6846677,3361877755.5725946,1.787160038948059,1.6651413440704346,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,92675738353.54216,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,201.97331251545776,201.97331251545776,0.0
fp32,task_start_seed16_deterministic,0,0.01,0,0,730000,15.072630044239387,1.289057731628418,-13.78357231261097,407932189.6846677,77501758135.09418,1.7270069122314453,1.701225757598877,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,92675738353.54216,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,403.9466250309155,403.9466250309155,0.0
fp32,task_start_seed16_deterministic,0,1e-09,0,1,730001,18.610883943766087,-59.60464477539062,-78.21552871915671,407934642.81282955,2495609090955.94,1.750921607017517,1.7509217262268066,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,141294282588.48505,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,4.0394783960943756e-05,4.0394783960943756e-05,0.0
fp32,task_start_seed16_deterministic,0,3e-09,0,1,730001,18.610883943766087,19.868214925130207,1.2573309813641202,407934642.81282955,644896206.3045423,1.7509219646453857,1.7509218454360962,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,141294282588.48505,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,0.00012118435188283125,0.00012118435188283125,0.0
fp32,task_start_seed16_deterministic,0,1e-08,0,1,730001,18.610883943766087,17.881393432617188,-0.7294905111488994,407934642.81282955,217085033.34354177,1.7509219646453857,1.750921607017517,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,141294282588.48505,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,0.0004039478396094375,0.0004039478396094375,0.0
fp32,task_start_seed16_deterministic,0,3e-08,0,1,730001,18.610883943766087,17.881393432617188,-0.7294905111488994,407934642.81282955,217085033.34354177,1.750922441482544,1.750921368598938,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,141294282588.48505,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,0.0012118435188283123,0.0012118435188283123,0.0
fp32,task_start_seed16_deterministic,0,1e-07,0,1,730001,18.610883943766087,17.881393432617188,-0.7294905111488994,407934642.81282955,217085033.34354177,1.750923752784729,1.7509201765060425,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,141294282588.48505,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,0.004039478396094375,0.004039478396094375,0.0
fp32,task_start_seed16_deterministic,0,3e-07,0,1,730001,18.610883943766087,19.272168477376304,0.6612845336102176,407934642.81282955,178388691.11477256,1.7509276866912842,1.7509161233901978,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,141294282588.48505,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,0.012118435188283124,0.012118435188283124,0.0
fp32,task_start_seed16_deterministic,0,1e-06,0,1,730001,18.610883943766087,18.596649169921875,-0.014234773844211901,407934642.81282955,82659.30160199199,1.7509404420852661,1.7509032487869263,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,141294282588.48505,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,0.04039478396094375,0.04039478396094375,0.0
fp32,task_start_seed16_deterministic,0,3e-06,0,1,730001,18.610883943766087,18.636385599772137,0.0255016560060497,407934642.81282955,265293.95526179986,1.750977635383606,1.7508658170700073,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,141294282588.48505,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,0.12118435188283125,0.12118435188283125,0.0
fp32,task_start_seed16_deterministic,0,1e-05,0,1,730001,18.610883943766087,18.614530563354492,0.0036466195884052865,407934642.81282955,5424.64733534347,1.7511072158813477,1.7507349252700806,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,141294282588.48505,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,0.40394783960943753,0.40394783960943753,0.0
fp32,task_start_seed16_deterministic,0,3e-05,0,1,730001,18.610883943766087,18.622477849324543,0.011593905558456186,407934642.81282955,54834.022383535455,1.7514749765396118,1.7503576278686523,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,141294282588.48505,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,1.2118435188283125,1.2118435188283125,0.0
fp32,task_start_seed16_deterministic,0,0.0001,0,1,730001,18.610883943766087,18.678903579711914,0.06801963594582716,407934642.81282955,1887379.3304804664,1.7527326345443726,1.7489968538284302,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,141294282588.48505,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,4.039478396094375,4.039478396094375,0.0
fp32,task_start_seed16_deterministic,0,0.0003,0,1,730001,18.610883943766087,18.863280614217125,0.25239667045103786,407934642.81282955,25987100.816514708,1.7563806772232056,1.7450627088546753,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,141294282588.48505,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,12.118435188283124,12.118435188283124,0.0
fp32,task_start_seed16_deterministic,0,0.001,0,1,730001,18.610883943766087,18.925607204437256,0.31472326067116896,407934642.81282955,40406224.49230421,1.769302248954773,1.7314510345458984,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,141294282588.48505,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,40.39478396094375,40.39478396094375,0.0
fp32,task_start_seed16_deterministic,0,0.0015,0,1,730001,18.610883943766087,19.144455591837566,0.5335716480714794,407934642.81282955,116138463.97283153,1.778558611869812,1.7211252450942993,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,141294282588.48505,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,60.592175941415626,60.592175941415626,0.0
fp32,task_start_seed16_deterministic,0,0.002,0,1,730001,18.610883943766087,19.329696893692017,0.7188129499259297,407934642.81282955,210776589.70885897,1.7878966331481934,1.7105778455734253,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,141294282588.48505,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,80.7895679218875,80.7895679218875,0.0
fp32,task_start_seed16_deterministic,0,0.003,0,1,730001,18.610883943766087,18.931070963541668,0.32018701977558095,407934642.81282955,41821348.473141894,1.8051480054855347,1.6915615797042847,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,141294282588.48505,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,121.18435188283125,121.18435188283125,0.0
fp32,task_start_seed16_deterministic,0,0.005,0,1,730001,18.610883943766087,18.504512310028076,-0.10637163373801073,407934642.81282955,4615749.6697141295,1.8374965190887451,1.6524513959884644,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,141294282588.48505,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,201.97391980471875,201.97391980471875,0.0
fp32,task_start_seed16_deterministic,0,0.01,0,1,730001,18.610883943766087,-1.6462445259094238,-20.25712846967551,407934642.81282955,167396492161.7681,1.5777608156204224,1.6106857061386108,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,141294282588.48505,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,403.9478396094375,403.9478396094375,0.0
fp32,task_start_seed16_deterministic,0,1e-09,0,2,730002,-3.882064043981298,119.20928955078124,123.09135359476254,407906208.6035517,6180383303962.489,1.7509218454360962,1.750921607017517,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,6147318607.314333,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,4.03933761205251e-05,4.03933761205251e-05,0.0
fp32,task_start_seed16_deterministic,0,3e-09,0,2,730002,-3.882064043981298,-19.868214925130207,-15.986150881148909,407906208.6035517,104243295108.12459,1.7509218454360962,1.7509219646453857,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,6147318607.314333,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,0.00012118012836157528,0.00012118012836157528,0.0
fp32,task_start_seed16_deterministic,0,1e-08,0,2,730002,-3.882064043981298,-11.920928955078125,-8.038864911096827,407906208.6035517,26360265301.865032,1.7509218454360962,1.7509220838546753,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,6147318607.314333,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,0.00040393376120525094,0.00040393376120525094,0.0
fp32,task_start_seed16_deterministic,0,3e-08,0,2,730002,-3.882064043981298,-7.947285970052084,-4.065221926070786,407906208.6035517,6741069958.381758,1.750921607017517,1.7509220838546753,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,6147318607.314333,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,0.0012118012836157526,0.0012118012836157526,0.0
fp32,task_start_seed16_deterministic,0,1e-07,0,2,730002,-3.882064043981298,-2.9802322387695312,0.9018318052117666,407906208.6035517,331750366.1962726,1.7509214878082275,1.7509220838546753,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,6147318607.314333,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,0.004039337612052509,0.004039337612052509,0.0
fp32,task_start_seed16_deterministic,0,3e-07,0,2,730002,-3.882064043981298,-3.5762786865234375,0.3057853574578604,407906208.6035517,38141141.47797244,1.7509207725524902,1.7509229183197021,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,6147318607.314333,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,0.012118012836157528,0.012118012836157528,0.0
fp32,task_start_seed16_deterministic,0,1e-06,0,2,730002,-3.882064043981298,-3.8743019104003906,0.007762133580907271,407906208.6035517,24576.641834009413,1.7509180307388306,1.7509257793426514,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,6147318607.314333,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,0.04039337612052509,0.04039337612052509,0.0
fp32,task_start_seed16_deterministic,0,3e-06,0,2,730002,-3.882064043981298,-3.83456548055013,0.047498563431167984,407906208.6035517,920282.7153957335,1.7509104013442993,1.7509334087371826,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,6147318607.314333,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,0.12118012836157528,0.12118012836157528,0.0
fp32,task_start_seed16_deterministic,0,1e-05,0,2,730002,-3.882064043981298,-3.8862228393554683,-0.00415879537417041,407906208.6035517,7054.974040898813,1.7508823871612549,1.750960111618042,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,6147318607.314333,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,0.40393376120525093,0.40393376120525093,0.0
fp32,task_start_seed16_deterministic,0,3e-05,0,2,730002,-3.882064043981298,-3.8862228393554688,-0.004158795374170854,407906208.6035517,7054.97404090032,1.7508000135421753,1.7510331869125366,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,6147318607.314333,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,1.2118012836157528,1.2118012836157528,0.0
fp32,task_start_seed16_deterministic,0,0.0001,0,2,730002,-3.882064043981298,-3.8576126098632812,0.024451434118016646,407906208.6035517,243875.957905599,1.7504788637161255,1.7512503862380981,1.7509217262268066,15.708180551906716,246.74693625130038,406883417,100397236802.95721,6147318607.314333,torch.randn_like trainable parameters,torch.float32,none,32,0,1.0,1.0,1.0,4.03933761205251,4.03933761205251,0.0
