global_step,eps,zo_two_point_precision,fd_mean,td_mean,mae,rmse,sign_acc,corr,probe_num_seeds
200,0.001,fp16,-0.8649825812317431,-0.9518310874700546,0.4871700801886618,0.6386599287809436,1.0,0.9996658149388294,16
400,0.001,fp16,9.36603463999927,9.47336132824421,0.5990607421845198,0.7120549784329624,0.9375,0.9985266045893253,16
600,0.001,fp16,5.067824823781848,5.252349436283112,0.6276421379297972,0.7483965646078908,0.9375,0.9985021312969687,16
800,0.001,fp16,-2.5587079413235188,-2.5629165172576904,0.4084012694656849,0.49198677672642915,1.0,0.9997806989743778,16
1000,0.001,fp16,0.4076957553625107,0.32394377887248993,0.3761402368545532,0.4554076937302808,1.0,0.99944697992423,16
1200,0.001,fp16,6.24895045440644,7.0566534250974655,2.8285491866990924,3.372887633966808,0.875,0.9704912820230283,16
1400,0.001,fp16,1.0528564434498549,1.2917903810739517,0.6982422303408384,0.8456000513403907,0.9375,0.9981632783021963,16
1600,0.001,fp16,1.395702324807644,1.4471769332885742,0.5509300753474236,0.7016028066976875,1.0,0.9983393917647282,16
1800,0.001,fp16,-0.007629420608282089,0.21068798750638962,0.529857937246561,0.6173730549832214,1.0,0.9988421720036776,16
2000,0.001,fp16,-3.4675594409927726,-3.224131092429161,0.608391641639173,0.8216051832874799,0.9375,0.9988748725051682,16
2200,0.001,fp16,3.0155179649591446,2.945416670292616,1.0021333284676075,1.2084302282863624,0.9375,0.9961445651408478,16
2400,0.001,fp16,-4.747390358708799,-5.284822523593903,0.9363047191873193,1.1286855217309242,1.0,0.9973389280081338,16
2600,0.001,fp16,-0.5517004746943712,-0.8723187446594238,0.6692707519978285,0.789592333728256,0.9375,0.998894741460648,16
2800,0.001,fp16,-3.06510896619875,-3.100839104503393,0.5959503947524354,0.6934303195889842,0.9375,0.9981788457960622,16
3000,0.001,fp16,0.5636214464902878,0.3148086369037628,0.5336471349000931,0.7575388125206539,1.0,0.9992707778920138,16
3200,0.001,fp16,10.272025130689144,10.47696378827095,0.8437152579426765,1.0748637780007444,1.0,0.9986134854611826,16
3400,0.001,fp16,-1.8463132232427597,-1.9237065613269806,0.7663037329912186,0.9318826360582643,1.0,0.997932064152155,16
3600,0.001,fp16,-2.6168819973245263,-3.2188233137130737,4.099542588926852,4.718508449481031,1.0,0.9707841508959171,16
3800,0.001,fp16,0.2861022353172302,0.6032981500029564,0.8007701560854912,0.9281855223727782,1.0,0.9982809463352986,16
4000,0.001,fp16,-7.996081594377756,-8.235013276338577,1.0154462419450283,1.292592395546344,0.9375,0.9983956626752245,16
4200,0.001,fp16,3.0517575703561306,2.9597800225019455,0.7705688178539276,0.8546856146333593,0.875,0.9963107710152145,16
4400,0.001,fp16,0.46014781668782234,1.3890489116311073,4.756215248256922,7.428795705562142,0.8125,0.8825159495076521,16
4600,0.001,fp16,4.256725059822202,4.253756865859032,0.4327781815081835,0.5940562179568919,1.0,0.9988316280553827,16
4800,0.001,fp16,2.682685635983944,2.971893012523651,0.7958299890160561,0.9791571180084655,0.9375,0.998854481976707,16
5000,0.001,fp16,-1.2183187121991068,-1.2609499394893646,0.7122287487145513,1.0150027508394126,0.9375,0.9974529845735007,16
