global_step,eps,zo_two_point_precision,fd_mean,td_mean,td_u2_mean_debug,mae,mse,rmse,sign_acc,corr,mae_u2_debug,mse_u2_debug,rmse_u2_debug,sign_acc_u2_debug,corr_u2_debug,probe_num_seeds
200,0.0003,fp16,-1026.2712497711182,747628.9921875,922984.5859375,6750143.676233292,66014214121911.25,8124913.176269101,0.625,0.05653630266040903,6352031.215047836,55622695556338.24,7458062.453233966,0.6875,-0.02604832796058632,16
400,0.0003,fp16,-813.32634806633,-9015316.6015625,-7891517.069824219,10586898.246811628,672612780142333.1,25934779.354032166,0.5625,0.5594072537995401,8822045.17154622,476453364129524.6,21827811.711885475,0.5,0.6018172713028656,16
600,0.0003,fp16,1.1571248043328524,0.03608869528397918,0.08851947775110602,5.7412443687208,54.31658251395865,7.36997846088838,0.25,-0.3975641946934714,5.82915631076321,55.82788419123294,7.471805952461088,0.3125,-0.48316061627167617,16
800,0.0003,fp16,-12.513994246721268,-0.8176300078630447,-0.9407427161931992,122.91159819066525,22823.409464544828,151.0741853016088,0.5,-0.2194605565405427,123.33456562459469,22680.102541224907,150.59914522076448,0.375,-0.2052817130687799,16
1000,0.0003,fp16,-6.119009971618652,0.7187188044190407,-0.6420569010078907,215.2161586508155,82041.50595280639,286.42888463422537,0.375,-0.046483925870505566,213.57803473994136,81322.34808385119,285.1707349709138,0.5625,0.04483152623110389,16
1200,0.0003,fp16,-423.1143436431885,7.167787194252014,10.160332143306732,708.7848057746887,709276.1171000807,842.1853223014996,0.4375,-0.14015765742548528,711.6097158789635,712462.9365153506,844.0751960076487,0.25,-0.20076170438083255,16
1400,0.0003,fp16,-54.50868558883667,-7.1918235421180725,-11.339372992515564,922.0362818837166,1278204.7391184263,1130.577170793054,0.4375,-0.15980466459707002,917.4339107275009,1278866.6685197502,1130.869872496279,0.5,-0.15626705813657985,16
1600,0.0003,fp16,-112.40641593933105,-11.9904825091362,-12.838963329792023,1192.0746793150902,2141925.8071408714,1463.5319631428865,0.375,-0.2531728559919851,1189.727673113346,2117953.1994966753,1455.318933944266,0.3125,-0.12901194694149226,16
1800,0.0003,fp16,-0.0445048026740551,-0.058079330367036164,-0.056357566732913256,0.7029982245294377,0.7098756995883132,0.8425412153647519,0.4375,0.2114108959108806,0.6689899242483079,0.7177995427889923,0.8472305133722418,0.4375,0.17745004750977716,16
2000,0.0003,fp16,-2.640088304877281,0.30498448433354497,0.3746167216449976,9.931327861268073,158.21360446339474,12.578298949515977,0.625,0.2660640311815238,10.018976820632815,159.68521970883,12.636661731202192,0.5625,0.25009580692453404,16
2200,0.0003,fp16,0.07510143518447876,5.104377418756485,4.1608740240335464,130.14885991811752,30112.153314900414,173.5285374654567,0.625,0.13690274101452132,130.119597569108,30133.300233304253,173.58945887727242,0.625,0.12671908597368178,16
2400,0.0003,fp16,148.6872627735138,4.797694802284241,6.781898573040962,456.2253962755203,261387.0042252898,511.2602118542864,0.625,0.4877937373237955,455.67833010852337,261259.50802854524,511.13550847944936,0.6875,0.4780153334782098,16
2600,0.0003,fp16,-299.67128920555115,-10.231106638908386,-10.570255100727081,694.7815935611725,740474.9734246591,860.5085551141599,0.625,0.20383663250050726,696.1476446986198,731356.0548808048,855.1935774319197,0.5625,0.40616393109554405,16
2800,0.0003,fp16,-421.39388942718506,-10.444956213235855,-8.644133120775223,1184.9390278756618,2142866.6098965034,1463.8533430287691,0.5625,-0.1689147646430826,1181.2630002200603,2135823.480503541,1461.4456816808283,0.5,-0.09469200484174452,16
