global_step,eps,precision,zo_quantization_bits,fd_mean,td_mean,mae,mse,rmse,sign_acc,corr,probe_num_seeds
100,1e-06,fp16,16,122.0703125,21.77752368710935,768.8125529345125,995060.3941117058,997.5271395364167,0.25,-0.22843773368719422,16
200,1e-06,fp16,16,305.17578125,20.874768882989883,578.8325634896755,794803.2232615515,891.5173712618007,0.125,-0.36169465114128874,16
300,1e-06,fp16,16,-30.517578125,-5.6985819414258,953.5260227099061,1155702.0013284178,1075.03581397478,0.3125,-0.09851455203874067,16
400,1e-06,fp16,16,-61.03515625,-0.14426647126674652,778.8708835989237,833091.3954530831,912.7384047212449,0.625,0.5995293415326411,16
500,1e-06,fp16,16,244.140625,6.619509130716324,742.3930996358395,841083.1724787593,917.1058676503816,0.25,-0.09628232172293318,16
600,1e-06,fp16,16,-488.28125,20.944666624069214,1766.1398792266846,4436365.047097437,2106.2680378093946,0.1875,-0.255146035407139,16
700,1e-06,fp16,16,-915.52734375,-5.289223909378052,1159.284018278122,2411736.6163227973,1552.9766953572732,0.5,0.19489907389047498,16
800,1e-06,fp16,16,-183.10546875,4.109707643743604,924.3679316542111,1392484.1075988496,1180.0356382748996,0.3125,-0.12790655740746995,16
900,1e-06,fp16,16,-183.10546875,-5.606953799724579,1301.2622190117836,2813642.046601373,1677.3914410778937,0.375,-0.026521444627657927,16
1000,1e-06,fp16,16,122.0703125,-10.504620134830475,1128.1134118437767,2170593.5248130336,1473.2934279406236,0.25,-0.07025539643005962,16
1100,1e-06,fp16,16,122.0703125,-1.3283947724848986,1595.007110239938,4443756.376991591,2108.0219109372633,0.375,0.3292858388485842,16
1200,1e-06,fp16,16,732.421875,29.899002492427826,1950.276600420475,5221284.716624959,2285.013067057814,0.5,-0.022795612423795308,16
1300,1e-06,fp16,16,-244.140625,-23.413084357976913,1028.829132169485,2423551.93569573,1556.7761353822618,0.1875,-0.13515077582232574,16
1400,1e-06,fp16,16,-244.140625,-30.61416044831276,605.9343729913235,685488.6649735165,827.9424285380696,0.375,0.4136127773589291,16
1500,1e-06,fp16,16,-488.28125,0.11738085746765137,2726.086788892746,8783806.233538616,2963.7486792133063,0.375,-0.273906449306793,16
1600,1e-06,fp16,16,244.140625,54.02300429344177,1542.1870305538177,3875342.152208379,1968.5888733324637,0.25,-0.08719364593794159,16
1700,1e-06,fp16,16,610.3515625,-37.31699001789093,4199.75824034214,23393212.27982457,4836.653003867919,0.3125,-0.4114664653723464,16
